
"CS052 - Tenure and persons per room by accommodation type"
"ONS Crown Copyright Reserved [from Nomis on 5 April 2025]"
"Population :","All households"
"Units      :","Households"
"Date       :","2001"
"Tenure     :","All categories: Tenure"
"Accommodation type:","All categories: Accommodation type"

"2001 output area","mnemonic","All categories: Number of persons per room in household","Up to 0.5 persons per room","Over 0.5 and up to 1.0 persons per room","Over 1.0 and up to 1.5 persons per room","Over 1.5 persons per room"

"00CNFA0001","E00045077",116,72,44,0,0
"00CNFA0002","E00045078",154,110,44,0,0
"00CNFA0003","E00045079",120,86,34,0,0
"00CNFA0004","E00045080",129,97,32,0,0
"00CNFA0005","E00045081",126,101,19,3,3
"00CNFA0006","E00045082",130,93,33,4,0
"00CNFA0007","E00045083",138,98,37,3,0
"00CNFA0008","E00045084",123,83,40,0,0
"00CNFA0009","E00045085",130,106,24,0,0
"00CNFA0010","E00045086",143,104,39,0,0
"00CNFA0011","E00045087",125,101,21,0,3
"00CNFA0012","E00045088",135,76,53,3,3
"00CNFA0013","E00045089",139,100,36,3,0
"00CNFA0014","E00045090",129,87,42,0,0
"00CNFA0015","E00045091",148,102,40,3,3
"00CNFA0016","E00045092",139,107,32,0,0
"00CNFA0017","E00045093",99,69,27,3,0
"00CNFA0018","E00045094",114,77,37,0,0
"00CNFA0019","E00045095",121,85,36,0,0
"00CNFA0020","E00045096",119,90,26,3,0
"00CNFA0021","E00045097",104,75,29,0,0
"00CNFA0022","E00045098",112,79,30,3,0
"00CNFA0023","E00045099",110,72,35,3,0
"00CNFA0024","E00045100",130,77,37,10,6
"00CNFA0025","E00045101",100,52,48,0,0
"00CNFA0026","E00045102",113,73,40,0,0
"00CNFA0027","E00045103",125,76,46,3,0
"00CNFA0028","E00045104",114,74,36,4,0
"00CNFA0029","E00045105",117,67,43,7,0
"00CNFA0030","E00045106",112,59,46,7,0
"00CNFA0031","E00045107",120,83,34,3,0
"00CNFA0032","E00045108",122,89,33,0,0
"00CNFA0033","E00045109",120,61,52,7,0
"00CNFA0034","E00045110",119,81,38,0,0
"00CNFA0035","E00045111",109,53,50,6,0
"00CNFA0036","E00045112",116,66,47,3,0
"00CNFA0037","E00045113",121,63,52,6,0
"00CNFA0038","E00045114",126,79,44,3,0
"00CNFA0039","E00045115",106,53,43,10,0
"00CNFA0040","E00045116",128,94,31,3,0
"00CNFA0041","E00045117",102,57,42,3,0
"00CNFA0042","E00045118",119,80,36,3,0
"00CNFA0043","E00045119",128,86,39,3,0
"00CNFA0044","E00045120",153,96,42,9,6
"00CNFA0045","E00045121",134,83,47,4,0
"00CNFA0046","E00045122",109,80,29,0,0
"00CNFA0047","E00045123",116,102,14,0,0
"00CNFA0048","E00045124",144,94,47,0,3
"00CNFA0049","E00045125",116,82,28,6,0
"00CNFA0050","E00045126",154,97,51,6,0
"00CNFA0051","E00045127",109,70,39,0,0
"00CNFA0052","E00045128",128,89,39,0,0
"00CNFA0053","E00045129",142,85,46,8,3
"00CNFA0054","E00045130",121,81,37,3,0
"00CNFA0055","E00045131",139,97,39,0,3
"00CNFA0056","E00045132",108,73,35,0,0
"00CNFA0057","E00045133",110,80,27,3,0
"00CNFA0058","E00045134",115,85,30,0,0
"00CNFA0059","E00045135",123,92,28,3,0
"00CNFA0060","E00045136",136,97,36,3,0
"00CNFA0061","E00045137",122,84,38,0,0
"00CNFA0062","E00045138",125,78,41,6,0
"00CNFA0063","E00045139",112,103,9,0,0
"00CNFA0064","E00045140",132,79,47,3,3
"00CNFA0065","E00045141",111,85,26,0,0
"00CNFA0066","E00045142",131,80,42,3,6
"00CNFA0067","E00045143",132,81,48,3,0
"00CNFA0068","E00045144",132,97,35,0,0
"00CNFA0069","E00045145",131,82,46,3,0
"00CNFA0070","E00045146",139,92,47,0,0
"00CNFA0071","E00045147",125,101,24,0,0
"00CNFA0072","E00045148",125,98,24,0,3
"00CNFA0073","E00045149",118,80,35,3,0
"00CNFA0074","E00045150",124,81,40,3,0
"00CNFA0075","E00045151",139,109,24,6,0
"00CNFA0076","E00045152",119,84,32,3,0
"00CNFA0077","E00045153",119,83,33,3,0
"00CNFA0078","E00045154",133,107,23,3,0
"00CNFA0079","E00045155",141,84,57,0,0
"00CNFA0080","E00045156",107,66,41,0,0
"00CNFA0081","E00045157",126,78,48,0,0
"00CNFA0082","E00045158",138,103,35,0,0
"00CNFA0083","E00045159",129,94,32,3,0
"00CNFA0084","E00045160",127,75,49,3,0
"00CNFA0085","E00045161",127,82,42,3,0
"00CNFA0086","E00045162",138,92,37,6,3
"00CNFA0087","E00045163",120,91,29,0,0
"00CNFA0088","E00045164",149,125,24,0,0
"00CNFA0089","E00045165",126,72,51,3,0
"00CNFB0001","E00045166",116,66,41,6,3
"00CNFB0002","E00045167",126,70,43,4,9
"00CNFB0003","E00045168",117,50,53,11,3
"00CNFB0004","E00045169",129,81,42,3,3
"00CNFB0005","E00045170",128,60,46,16,6
"00CNFB0006","E00045171",177,86,79,6,6
"00CNFB0007","E00045172",130,47,65,15,3
"00CNFB0008","E00045173",110,34,55,11,10
"00CNFB0009","E00045174",149,84,59,3,3
"00CNFB0010","E00045175",173,99,49,13,12
"00CNFB0011","E00045176",104,45,51,8,0
"00CNFB0012","E00045177",112,63,33,6,10
"00CNFB0013","E00045178",113,52,49,6,6
"00CNFB0014","E00045179",169,88,63,12,6
"00CNFB0015","E00045180",96,39,35,10,12
"00CNFB0016","E00045181",122,69,40,4,9
"00CNFB0017","E00045182",128,75,50,3,0
"00CNFB0018","E00045183",124,49,55,13,7
"00CNFB0019","E00045184",118,73,42,0,3
"00CNFB0020","E00045185",131,101,24,3,3
"00CNFB0021","E00045186",117,79,28,7,3
"00CNFB0022","E00045187",99,54,41,4,0
"00CNFB0023","E00045188",148,122,23,0,3
"00CNFB0024","E00045189",118,91,21,6,0
"00CNFB0025","E00045190",119,58,47,8,6
"00CNFB0026","E00045191",112,54,42,12,4
"00CNFB0027","E00045192",124,110,14,0,0
"00CNFB0028","E00045193",134,76,46,3,9
"00CNFB0029","E00045194",130,89,31,10,0
"00CNFB0030","E00045195",124,77,33,8,6
"00CNFB0031","E00045196",136,99,34,0,3
"00CNFB0032","E00045197",102,56,37,6,3
"00CNFB0033","E00045198",103,83,20,0,0
"00CNFB0034","E00045199",134,94,40,0,0
"00CNFB0035","E00045200",136,70,59,7,0
"00CNFB0036","E00045201",145,102,43,0,0
"00CNFB0037","E00045202",146,105,32,9,0
"00CNFB0038","E00045203",168,118,44,3,3
"00CNFB0039","E00045204",163,141,22,0,0
"00CNFB0040","E00045205",140,96,41,3,0
"00CNFB0041","E00045206",150,81,57,9,3
"00CNFB0042","E00045207",138,113,22,0,3
"00CNFB0043","E00045208",159,107,49,3,0
"00CNFB0044","E00045209",117,93,24,0,0
"00CNFB0045","E00045210",161,140,21,0,0
"00CNFB0046","E00045211",144,121,23,0,0
"00CNFB0047","E00045212",163,124,39,0,0
"00CNFB0048","E00045213",133,88,42,3,0
"00CNFB0049","E00045214",128,87,38,3,0
"00CNFB0050","E00045215",141,97,44,0,0
"00CNFB0051","E00045216",112,73,33,3,3
"00CNFB0052","E00045217",112,56,41,8,7
"00CNFB0053","E00045218",140,102,29,9,0
"00CNFB0054","E00045219",139,78,40,15,6
"00CNFB0055","E00045220",112,55,43,4,10
"00CNFB0056","E00045221",111,66,42,3,0
"00CNFB0057","E00045222",119,99,17,3,0
"00CNFB0058","E00045223",104,56,39,6,3
"00CNFB0059","E00045224",102,58,38,3,3
"00CNFB0060","E00045225",85,39,33,7,6
"00CNFB0061","E00045226",90,61,18,5,6
"00CNFB0062","E00045227",101,44,44,10,3
"00CNFB0063","E00045228",112,43,45,15,9
"00CNFB0064","E00045229",165,123,39,3,0
"00CNFB0065","E00045230",172,128,35,0,9
"00CNFB0066","E00045231",71,24,31,13,3
"00CNFB0067","E00045232",102,32,53,8,9
"00CNFB0068","E00045233",124,77,40,7,0
"00CNFB0069","E00045234",115,48,42,14,11
"00CNFB0070","E00045235",95,30,40,15,10
"00CNFB0071","E00045236",126,72,47,3,4
"00CNFB0072","E00045237",90,37,41,12,0
"00CNFB0073","E00045238",106,72,29,5,0
"00CNFB0074","E00045239",110,50,47,10,3
"00CNFB0075","E00045240",102,61,24,11,6
"00CNFB0076","E00045241",109,48,40,7,14
"00CNFB0077","E00045242",104,66,35,3,0
"00CNFB0078","E00045243",120,105,12,3,0
"00CNFB0079","E00045244",101,45,41,12,3
"00CNFB0080","E00045245",133,82,39,9,3
"00CNFB0081","E00045246",102,58,38,6,0
"00CNFB0082","E00045247",89,51,35,3,0
"00CNFB0083","E00045248",138,78,57,3,0
"00CNFC0001","E00045249",124,97,27,0,0
"00CNFC0002","E00045250",141,113,28,0,0
"00CNFC0003","E00045251",102,71,25,6,0
"00CNFC0004","E00045252",132,88,41,3,0
"00CNFC0005","E00045253",114,91,23,0,0
"00CNFC0006","E00045254",102,63,39,0,0
"00CNFC0007","E00045255",148,95,53,0,0
"00CNFC0008","E00045256",145,87,48,10,0
"00CNFC0009","E00045257",151,81,64,3,3
"00CNFC0010","E00045258",142,92,44,3,3
"00CNFC0011","E00045259",129,88,41,0,0
"00CNFC0012","E00045260",124,90,34,0,0
"00CNFC0013","E00045261",149,119,27,0,3
"00CNFC0014","E00045262",148,94,51,3,0
"00CNFC0015","E00045263",107,80,27,0,0
"00CNFC0016","E00045264",134,83,51,0,0
"00CNFC0017","E00045265",133,98,35,0,0
"00CNFC0018","E00045266",112,72,40,0,0
"00CNFC0019","E00045267",107,80,27,0,0
"00CNFC0020","E00045268",110,80,27,0,3
"00CNFC0021","E00045269",112,52,57,3,0
"00CNFC0022","E00045270",95,55,40,0,0
"00CNFC0023","E00045271",94,67,27,0,0
"00CNFC0024","E00045272",96,55,41,0,0
"00CNFC0025","E00045273",94,57,31,3,3
"00CNFC0026","E00045274",73,39,34,0,0
"00CNFC0027","E00045275",128,84,44,0,0
"00CNFC0028","E00045276",134,95,36,3,0
"00CNFC0029","E00045277",137,69,59,6,3
"00CNFC0030","E00045278",125,88,34,3,0
"00CNFC0031","E00045279",106,81,22,3,0
"00CNFC0032","E00045280",105,71,34,0,0
"00CNFC0033","E00045281",124,86,35,3,0
"00CNFC0034","E00045282",121,95,26,0,0
"00CNFC0035","E00045283",146,96,44,3,3
"00CNFC0036","E00045284",138,96,39,0,3
"00CNFC0037","E00045285",127,87,34,3,3
"00CNFC0038","E00045286",129,86,40,3,0
"00CNFC0039","E00045287",105,64,38,3,0
"00CNFC0040","E00045288",129,70,49,7,3
"00CNFC0041","E00045289",110,85,22,3,0
"00CNFC0042","E00045290",106,65,41,0,0
"00CNFC0043","E00045291",116,86,30,0,0
"00CNFC0044","E00045292",119,79,40,0,0
"00CNFC0045","E00045293",161,127,28,3,3
"00CNFC0046","E00045294",134,99,32,3,0
"00CNFC0047","E00045295",123,79,38,6,0
"00CNFC0048","E00045296",138,78,57,3,0
"00CNFC0049","E00045297",128,66,58,4,0
"00CNFC0050","E00045298",135,79,56,0,0
"00CNFC0051","E00045299",137,97,34,6,0
"00CNFC0052","E00045300",130,85,42,3,0
"00CNFC0053","E00045301",121,81,40,0,0
"00CNFC0054","E00045302",115,84,31,0,0
"00CNFC0055","E00045303",160,100,54,6,0
"00CNFC0056","E00045304",120,82,35,0,3
"00CNFC0057","E00045305",131,65,57,9,0
"00CNFC0058","E00045306",129,73,53,3,0
"00CNFC0059","E00045307",128,101,24,0,3
"00CNFC0060","E00045308",132,96,33,3,0
"00CNFC0061","E00045309",135,108,24,3,0
"00CNFC0062","E00045310",130,97,30,0,3
"00CNFC0063","E00045311",116,82,31,3,0
"00CNFC0064","E00045312",120,58,62,0,0
"00CNFC0065","E00045313",126,99,27,0,0
"00CNFC0066","E00045314",126,107,16,3,0
"00CNFC0067","E00045315",138,90,45,3,0
"00CNFC0068","E00045316",130,83,47,0,0
"00CNFC0069","E00045317",121,91,30,0,0
"00CNFC0070","E00045318",133,81,46,6,0
"00CNFC0071","E00045319",128,99,23,6,0
"00CNFC0072","E00045320",139,90,46,3,0
"00CNFC0073","E00045321",128,88,40,0,0
"00CNFC0074","E00045322",136,99,34,3,0
"00CNFC0075","E00045323",122,85,37,0,0
"00CNFC0076","E00045324",136,91,39,3,3
"00CNFC0077","E00045325",130,83,43,4,0
"00CNFD0001","E00045326",117,90,27,0,0
"00CNFD0002","E00045327",96,71,25,0,0
"00CNFD0003","E00045328",153,109,41,3,0
"00CNFD0004","E00045329",128,68,51,9,0
"00CNFD0005","E00045330",122,71,48,3,0
"00CNFD0006","E00045331",124,73,48,3,0
"00CNFD0007","E00045332",129,91,35,0,3
"00CNFD0008","E00045333",130,83,41,3,3
"00CNFD0009","E00045334",148,87,55,3,3
"00CNFD0010","E00045335",116,79,37,0,0
"00CNFD0011","E00045336",121,79,39,3,0
"00CNFD0012","E00045337",133,88,41,4,0
"00CNFD0013","E00045338",123,80,40,3,0
"00CNFD0014","E00045339",121,67,47,7,0
"00CNFD0015","E00045340",110,72,31,7,0
"00CNFD0016","E00045341",119,71,42,6,0
"00CNFD0017","E00045342",127,96,27,4,0
"00CNFD0018","E00045343",131,90,41,0,0
"00CNFD0019","E00045344",122,89,30,3,0
"00CNFD0020","E00045345",139,81,58,0,0
"00CNFD0021","E00045346",127,83,41,3,0
"00CNFD0022","E00045347",125,81,41,0,3
"00CNFD0023","E00045348",134,75,53,6,0
"00CNFD0024","E00045349",123,81,39,3,0
"00CNFD0025","E00045350",126,73,44,6,3
"00CNFD0026","E00045351",137,82,49,3,3
"00CNFD0027","E00045352",133,73,53,7,0
"00CNFD0028","E00045353",142,90,52,0,0
"00CNFD0029","E00045354",130,86,41,3,0
"00CNFD0030","E00045355",122,66,52,4,0
"00CNFD0031","E00045356",125,86,30,6,3
"00CNFD0032","E00045357",125,76,43,6,0
"00CNFD0033","E00045358",108,74,34,0,0
"00CNFD0034","E00045359",135,82,53,0,0
"00CNFD0035","E00045360",133,83,47,3,0
"00CNFD0036","E00045361",116,82,34,0,0
"00CNFD0037","E00045362",150,99,45,6,0
"00CNFD0038","E00045363",127,81,40,6,0
"00CNFD0039","E00045364",122,89,33,0,0
"00CNFD0040","E00045365",118,88,30,0,0
"00CNFD0041","E00045366",124,84,40,0,0
"00CNFD0042","E00045367",109,83,26,0,0
"00CNFD0043","E00045368",119,84,32,3,0
"00CNFD0044","E00045369",131,59,72,0,0
"00CNFD0045","E00045370",146,101,42,3,0
"00CNFD0046","E00045371",127,96,31,0,0
"00CNFD0047","E00045372",129,88,41,0,0
"00CNFD0048","E00045373",135,93,42,0,0
"00CNFD0049","E00045374",135,88,44,3,0
"00CNFD0050","E00045375",136,85,45,6,0
"00CNFD0051","E00045376",123,79,35,9,0
"00CNFD0052","E00045377",139,92,44,3,0
"00CNFD0053","E00045378",119,100,16,0,3
"00CNFD0054","E00045379",139,95,38,6,0
"00CNFD0055","E00045380",116,85,31,0,0
"00CNFD0056","E00045381",138,97,35,6,0
"00CNFD0057","E00045382",108,65,43,0,0
"00CNFD0058","E00045383",144,89,51,4,0
"00CNFD0059","E00045384",140,103,37,0,0
"00CNFD0060","E00045385",131,108,23,0,0
"00CNFD0061","E00045386",125,85,40,0,0
"00CNFD0062","E00045387",122,90,29,3,0
"00CNFD0063","E00045388",123,65,50,8,0
"00CNFD0064","E00045389",139,118,18,0,3
"00CNFD0065","E00045390",105,68,37,0,0
"00CNFD0066","E00045391",127,93,34,0,0
"00CNFD0067","E00045392",117,93,21,3,0
"00CNFD0068","E00045393",117,87,24,3,3
"00CNFD0069","E00045394",137,85,43,6,3
"00CNFD0070","E00045395",114,68,46,0,0
"00CNFD0071","E00045396",119,76,40,3,0
"00CNFD0072","E00045397",119,64,50,5,0
"00CNFD0073","E00045398",132,97,35,0,0
"00CNFD0074","E00045399",130,90,40,0,0
"00CNFD0075","E00045400",117,75,33,9,0
"00CNFD0076","E00045401",113,63,43,7,0
"00CNFD0077","E00045402",134,72,58,4,0
"00CNFD0078","E00045403",126,73,46,7,0
"00CNFD0079","E00045404",99,81,18,0,0
"00CNFD0080","E00045405",94,64,27,3,0
"00CNFD0081","E00045406",130,73,45,9,3
"00CNFD0082","E00045407",131,76,52,3,0
"00CNFD0083","E00045408",109,74,29,6,0
"00CNFD0084","E00045409",106,78,28,0,0
"00CNFD0085","E00045410",107,58,41,8,0
"00CNFD0086","E00045411",118,73,37,8,0
"00CNFD0087","E00045412",129,86,37,6,0
"00CNFE0001","E00045413",112,98,14,0,0
"00CNFE0002","E00045414",103,56,35,9,3
"00CNFE0003","E00045415",140,104,36,0,0
"00CNFE0004","E00045416",112,63,43,3,3
"00CNFE0005","E00045417",103,67,36,0,0
"00CNFE0006","E00045418",104,89,15,0,0
"00CNFE0007","E00045419",143,81,59,3,0
"00CNFE0008","E00045420",157,115,42,0,0
"00CNFE0009","E00045421",146,98,45,3,0
"00CNFE0010","E00045422",117,87,30,0,0
"00CNFE0011","E00045423",132,98,34,0,0
"00CNFE0012","E00045424",118,91,27,0,0
"00CNFE0013","E00045425",106,68,35,3,0
"00CNFE0014","E00045426",119,103,16,0,0
"00CNFE0015","E00045427",126,80,43,3,0
"00CNFE0016","E00045428",130,102,28,0,0
"00CNFE0017","E00045429",119,84,32,3,0
"00CNFE0018","E00045430",124,99,25,0,0
"00CNFE0019","E00045431",127,83,44,0,0
"00CNFE0020","E00045432",127,90,37,0,0
"00CNFE0021","E00045433",119,80,39,0,0
"00CNFE0022","E00045434",119,85,25,3,6
"00CNFE0023","E00045435",139,90,49,0,0
"00CNFE0024","E00045436",137,110,27,0,0
"00CNFE0025","E00045437",127,110,17,0,0
"00CNFE0026","E00045438",162,144,18,0,0
"00CNFE0027","E00045439",126,100,26,0,0
"00CNFE0028","E00045440",111,89,22,0,0
"00CNFE0029","E00045441",122,91,28,3,0
"00CNFE0030","E00045442",126,86,37,0,3
"00CNFE0031","E00045443",155,129,26,0,0
"00CNFE0032","E00045444",118,97,21,0,0
"00CNFE0033","E00045445",130,99,31,0,0
"00CNFE0034","E00045446",118,89,29,0,0
"00CNFE0035","E00045447",131,114,17,0,0
"00CNFE0036","E00045448",138,117,21,0,0
"00CNFE0037","E00045449",130,90,40,0,0
"00CNFE0038","E00045450",118,84,31,3,0
"00CNFE0039","E00045451",137,102,35,0,0
"00CNFE0040","E00045452",136,86,47,3,0
"00CNFE0041","E00045453",116,76,37,3,0
"00CNFE0042","E00045454",129,94,35,0,0
"00CNFE0043","E00045455",120,79,38,0,3
"00CNFE0044","E00045456",134,93,38,0,3
"00CNFE0045","E00045457",126,70,50,6,0
"00CNFE0046","E00045458",128,102,26,0,0
"00CNFE0047","E00045459",138,81,51,3,3
"00CNFE0048","E00045460",132,85,41,6,0
"00CNFE0049","E00045461",129,85,41,0,3
"00CNFE0050","E00045462",133,77,48,8,0
"00CNFE0051","E00045463",130,72,52,6,0
"00CNFE0052","E00045464",123,99,18,3,3
"00CNFE0053","E00045465",100,69,31,0,0
"00CNFE0054","E00045466",108,70,34,4,0
"00CNFE0055","E00045467",113,63,44,6,0
"00CNFE0056","E00045468",116,91,25,0,0
"00CNFE0057","E00045469",128,94,31,3,0
"00CNFE0058","E00045470",129,96,33,0,0
"00CNFE0059","E00045471",134,97,37,0,0
"00CNFE0060","E00045472",126,88,38,0,0
"00CNFE0061","E00045473",132,102,24,6,0
"00CNFE0062","E00045474",123,92,31,0,0
"00CNFE0063","E00045475",112,80,32,0,0
"00CNFE0064","E00045476",136,99,37,0,0
"00CNFE0065","E00045477",111,91,20,0,0
"00CNFE0066","E00045478",110,80,30,0,0
"00CNFE0067","E00045479",129,97,32,0,0
"00CNFE0068","E00045480",131,88,43,0,0
"00CNFE0069","E00045481",137,102,35,0,0
"00CNFE0070","E00045482",111,92,19,0,0
"00CNFE0071","E00045483",139,86,50,0,3
"00CNFE0072","E00045484",130,100,30,0,0
"00CNFE0073","E00045485",117,108,9,0,0
"00CNFE0074","E00045486",144,87,54,3,0
"00CNFE0075","E00045487",128,84,44,0,0
"00CNFE0076","E00045488",138,101,37,0,0
"00CNFE0077","E00045489",107,103,4,0,0
"00CNFE0078","E00045490",95,59,36,0,0
"00CNFE0079","E00045491",123,85,38,0,0
"00CNFE0080","E00045492",94,61,30,3,0
"00CNFE0081","E00045493",139,81,52,3,3
"00CNFE0082","E00045494",115,78,37,0,0
"00CNFE0083","E00045495",115,84,28,0,3
"00CNFE0084","E00045496",124,82,39,3,0
"00CNFE0085","E00045497",108,75,30,0,3
"00CNFF0001","E00045498",127,89,38,0,0
"00CNFF0002","E00045499",130,85,42,3,0
"00CNFF0003","E00045500",124,76,48,0,0
"00CNFF0004","E00045501",129,108,21,0,0
"00CNFF0005","E00045502",121,81,36,4,0
"00CNFF0006","E00045503",135,101,31,3,0
"00CNFF0007","E00045504",137,95,39,3,0
"00CNFF0008","E00045505",137,75,50,9,3
"00CNFF0009","E00045506",139,111,28,0,0
"00CNFF0010","E00045507",131,91,37,3,0
"00CNFF0011","E00045508",124,85,36,3,0
"00CNFF0012","E00045509",143,122,21,0,0
"00CNFF0013","E00045510",135,76,47,9,3
"00CNFF0014","E00045511",130,85,39,6,0
"00CNFF0015","E00045512",134,90,41,3,0
"00CNFF0016","E00045513",139,104,31,4,0
"00CNFF0017","E00045514",137,117,17,3,0
"00CNFF0018","E00045515",135,106,29,0,0
"00CNFF0019","E00045516",137,113,24,0,0
"00CNFF0020","E00045517",137,109,28,0,0
"00CNFF0021","E00045518",145,108,37,0,0
"00CNFF0022","E00045519",122,96,26,0,0
"00CNFF0023","E00045520",108,71,37,0,0
"00CNFF0024","E00045521",130,99,25,6,0
"00CNFF0025","E00045522",130,98,29,3,0
"00CNFF0026","E00045523",110,85,25,0,0
"00CNFF0027","E00045524",105,75,27,0,3
"00CNFF0028","E00045525",123,92,25,6,0
"00CNFF0029","E00045526",124,91,30,3,0
"00CNFF0030","E00045527",125,84,38,3,0
"00CNFF0031","E00045528",117,94,23,0,0
"00CNFF0032","E00045529",107,82,25,0,0
"00CNFF0033","E00045530",116,100,16,0,0
"00CNFF0034","E00045531",120,93,27,0,0
"00CNFF0035","E00045532",112,56,46,7,3
"00CNFF0036","E00045533",103,67,36,0,0
"00CNFF0037","E00045534",121,64,42,9,6
"00CNFF0038","E00045535",129,79,50,0,0
"00CNFF0039","E00045536",131,91,40,0,0
"00CNFF0040","E00045537",122,91,28,3,0
"00CNFF0041","E00045538",138,91,41,6,0
"00CNFF0042","E00045539",116,83,33,0,0
"00CNFF0043","E00045540",128,97,31,0,0
"00CNFF0044","E00045541",129,98,31,0,0
"00CNFF0045","E00045542",122,101,21,0,0
"00CNFF0046","E00045543",129,67,59,3,0
"00CNFF0047","E00045544",121,93,28,0,0
"00CNFF0048","E00045545",128,80,39,6,3
"00CNFF0049","E00045546",97,67,27,0,3
"00CNFF0050","E00045547",151,110,38,3,0
"00CNFF0051","E00045548",133,91,39,0,3
"00CNFF0052","E00045549",133,99,34,0,0
"00CNFF0053","E00045550",109,79,30,0,0
"00CNFF0054","E00045551",113,74,39,0,0
"00CNFF0055","E00045552",97,67,27,0,3
"00CNFF0056","E00045553",131,96,35,0,0
"00CNFF0057","E00045554",127,93,31,3,0
"00CNFF0058","E00045555",135,109,26,0,0
"00CNFF0059","E00045556",111,86,25,0,0
"00CNFF0060","E00045557",125,94,31,0,0
"00CNFF0061","E00045558",126,83,37,0,6
"00CNFF0062","E00045559",126,81,41,4,0
"00CNFF0063","E00045560",124,95,26,3,0
"00CNFF0064","E00045561",114,70,38,3,3
"00CNFF0065","E00045562",137,89,45,3,0
"00CNFF0066","E00045563",108,71,37,0,0
"00CNFF0067","E00045564",122,94,25,3,0
"00CNFF0068","E00045565",130,93,31,6,0
"00CNFF0069","E00045566",119,81,32,6,0
"00CNFF0070","E00045567",117,75,39,0,3
"00CNFF0071","E00045568",128,92,33,3,0
"00CNFF0072","E00045569",100,70,30,0,0
"00CNFF0073","E00045570",130,81,49,0,0
"00CNFF0074","E00045571",103,58,42,3,0
"00CNFF0075","E00045572",138,86,52,0,0
"00CNFF0076","E00045573",130,83,47,0,0
"00CNFF0077","E00045574",138,96,42,0,0
"00CNFF0078","E00045575",129,93,36,0,0
"00CNFF0079","E00045576",142,96,43,3,0
"00CNFF0080","E00045577",106,77,25,4,0
"00CNFF0081","E00045578",126,116,10,0,0
"00CNFF0082","E00045579",129,67,53,6,3
"00CNFF0083","E00045580",122,81,38,0,3
"00CNFF0084","E00045581",112,89,23,0,0
"00CNFF0085","E00045582",113,84,29,0,0
"00CNFG0001","E00045583",123,86,34,3,0
"00CNFG0002","E00045584",116,93,23,0,0
"00CNFG0003","E00045585",121,97,24,0,0
"00CNFG0004","E00045586",132,87,42,3,0
"00CNFG0005","E00045587",119,82,31,3,3
"00CNFG0006","E00045588",137,81,44,6,6
"00CNFG0007","E00045589",139,128,11,0,0
"00CNFG0008","E00045590",159,126,30,0,3
"00CNFG0009","E00045591",113,89,21,0,3
"00CNFG0010","E00045592",154,101,43,7,3
"00CNFG0011","E00045593",107,72,29,6,0
"00CNFG0012","E00045594",132,102,30,0,0
"00CNFG0013","E00045595",146,110,36,0,0
"00CNFG0014","E00045596",133,99,34,0,0
"00CNFG0015","E00045597",135,100,32,0,3
"00CNFG0016","E00045598",157,129,22,0,6
"00CNFG0017","E00045599",146,114,32,0,0
"00CNFG0018","E00045600",131,106,22,0,3
"00CNFG0019","E00045601",145,115,30,0,0
"00CNFG0020","E00045602",128,94,31,0,3
"00CNFG0021","E00045603",129,110,19,0,0
"00CNFG0022","E00045604",130,121,9,0,0
"00CNFG0023","E00045605",144,130,14,0,0
"00CNFG0024","E00045606",141,127,11,3,0
"00CNFG0025","E00045607",125,104,21,0,0
"00CNFG0026","E00045608",122,105,17,0,0
"00CNFG0027","E00045609",103,91,12,0,0
"00CNFG0028","E00045610",134,114,20,0,0
"00CNFG0029","E00045611",113,92,21,0,0
"00CNFG0030","E00045612",122,108,14,0,0
"00CNFG0031","E00045613",123,90,30,3,0
"00CNFG0032","E00045614",123,114,9,0,0
"00CNFG0033","E00045615",111,100,11,0,0
"00CNFG0034","E00045616",120,106,14,0,0
"00CNFG0035","E00045617",111,11,94,6,0
"00CNFG0036","E00045618",141,106,29,0,6
"00CNFG0037","E00045619",120,104,13,0,3
"00CNFG0038","E00045620",128,87,41,0,0
"00CNFG0039","E00045621",116,89,24,3,0
"00CNFG0040","E00045622",117,98,19,0,0
"00CNFG0041","E00045623",115,89,23,0,3
"00CNFG0042","E00045624",116,105,11,0,0
"00CNFG0043","E00045625",122,90,26,3,3
"00CNFG0044","E00045626",126,106,20,0,0
"00CNFG0045","E00045627",117,103,14,0,0
"00CNFG0046","E00045628",108,94,14,0,0
"00CNFG0047","E00045629",113,97,16,0,0
"00CNFG0048","E00045630",124,72,43,6,3
"00CNFG0049","E00045631",111,69,39,3,0
"00CNFG0050","E00045632",118,96,16,6,0
"00CNFG0051","E00045633",130,112,18,0,0
"00CNFG0052","E00045634",109,71,38,0,0
"00CNFG0053","E00045635",124,101,20,3,0
"00CNFG0054","E00045636",104,81,20,0,3
"00CNFG0055","E00045637",109,91,18,0,0
"00CNFG0056","E00045638",136,94,39,0,3
"00CNFG0057","E00045639",136,85,42,9,0
"00CNFG0058","E00045640",123,93,30,0,0
"00CNFG0059","E00045641",138,109,26,3,0
"00CNFG0060","E00045642",115,105,10,0,0
"00CNFG0061","E00045643",138,98,33,7,0
"00CNFG0062","E00045644",131,98,33,0,0
"00CNFG0063","E00045645",118,101,17,0,0
"00CNFG0064","E00045646",120,99,21,0,0
"00CNFG0065","E00045647",146,129,17,0,0
"00CNFG0066","E00045648",102,78,24,0,0
"00CNFG0067","E00045649",137,68,66,0,3
"00CNFG0068","E00045650",108,11,94,0,3
