
"KS017 - Cars or Vans"
"ONS Crown Copyright Reserved [from Nomis on 5 April 2025]"
"Population :","All households"
"Units      :","Persons and Households"
"Date       :","2001"

"2001 output area","mnemonic","No cars or vans in household","1 car or van in household","2 cars or vans in household","3 cars or vans in household","4 or more cars or vans in household"
"00CNFQ0038","E00046226",79,34,5,3,0
"00CNFQ0039","E00046227",37,57,19,4,3
"00CNFQ0040","E00046228",45,51,34,6,0
"00CNFQ0041","E00046229",18,48,60,9,4
"00CNFQ0042","E00046230",42,73,27,3,0
"00CNFQ0043","E00046231",72,45,9,0,0
"00CNFQ0044","E00046232",50,71,10,3,0
"00CNFQ0045","E00046233",7,37,75,7,6
"00CNFQ0046","E00046234",74,43,8,0,0
"00CNFQ0047","E00046235",26,67,39,5,0
"00CNFQ0048","E00046236",73,38,11,0,0
"00CNFQ0049","E00046237",23,60,31,3,0
"00CNFQ0050","E00046238",35,54,22,5,0
"00CNFQ0051","E00046239",38,46,34,9,7
"00CNFQ0052","E00046240",33,80,11,3,0
"00CNFQ0053","E00046241",82,40,7,0,0
"00CNFQ0054","E00046242",62,57,17,0,0
"00CNFQ0055","E00046243",39,46,14,0,0
"00CNFQ0056","E00046244",63,49,16,3,0
"00CNFQ0057","E00046245",43,73,16,0,0
"00CNFQ0058","E00046246",79,35,10,0,0
"00CNFQ0059","E00046247",11,39,48,14,0
"00CNFQ0060","E00046248",84,34,5,3,0
"00CNFQ0061","E00046249",53,52,21,7,0
"00CNFQ0062","E00046250",86,40,4,0,0
"00CNFQ0063","E00046251",87,34,5,3,0
"00CNFQ0064","E00046252",8,49,54,9,0
"00CNFQ0065","E00046253",72,55,5,3,0
"00CNFQ0066","E00046254",77,43,3,3,0
"00CNFQ0067","E00046255",38,56,14,0,0
"00CNFQ0068","E00046256",75,49,8,0,0
"00CNFQ0069","E00046257",45,59,22,7,0
"00CNFQ0070","E00046258",34,66,21,4,3
"00CNFQ0071","E00046259",51,49,20,3,3
"00CNFR0001","E00046260",59,49,20,0,0
"00CNFR0002","E00046261",63,68,10,0,0
"00CNFR0003","E00046262",81,55,6,0,0
"00CNFR0004","E00046263",9,56,42,5,0
"00CNFR0005","E00046264",60,50,12,0,3
"00CNFR0006","E00046265",53,50,21,0,0
"00CNFR0007","E00046266",68,53,10,0,0
"00CNFR0008","E00046267",49,30,31,3,0
"00CNFR0009","E00046268",8,45,63,12,3
"00CNFR0010","E00046269",75,31,5,0,0
"00CNFR0011","E00046270",42,52,18,0,0
"00CNFR0012","E00046271",61,57,13,3,3
"00CNFR0013","E00046272",81,36,8,0,0
"00CNFR0014","E00046273",67,44,7,3,0
"00CNFR0015","E00046274",56,43,12,0,0
"00CNFR0016","E00046275",50,63,14,3,0
"00CNFR0017","E00046276",57,50,12,6,3
"00CNFR0018","E00046277",12,43,47,4,0
"00CNFR0019","E00046278",55,57,13,0,0
"00CNFR0020","E00046279",77,46,11,3,0
"00CNFR0021","E00046280",53,49,16,3,0
"00CNFR0022","E00046281",47,49,12,0,0
"00CNFR0023","E00046282",48,55,21,5,3
"00CNFR0024","E00046283",57,58,14,3,0
"00CNFR0025","E00046284",69,43,15,3,0
"00CNFR0026","E00046285",41,52,19,4,0
"00CNFR0027","E00046286",56,56,11,4,0
"00CNFR0028","E00046287",59,61,13,0,0
"00CNFR0029","E00046288",77,38,5,0,0
"00CNFR0030","E00046289",77,53,8,3,0
"00CNFR0031","E00046290",79,29,12,3,0
"00CNFR0032","E00046291",108,30,5,0,0
"00CNFR0033","E00046292",65,43,11,0,0
"00CNFR0034","E00046293",64,54,15,3,0
"00CNFR0035","E00046294",19,67,35,3,0
"00CNFR0036","E00046295",79,34,5,3,0
"00CNFR0037","E00046296",67,57,7,0,0
"00CNFR0038","E00046297",42,59,30,3,3
"00CNFR0039","E00046298",36,60,22,5,0
"00CNFR0040","E00046299",71,52,8,0,0
"00CNFR0041","E00046300",46,62,6,0,0
"00CNFR0042","E00046301",30,73,29,4,0
"00CNFR0043","E00046302",26,71,38,8,3
"00CNFR0044","E00046303",36,56,13,5,0
"00CNFR0045","E00046304",46,43,5,0,0
"00CNFR0046","E00046305",53,53,7,0,0
"00CNFR0047","E00046306",41,39,10,3,0
"00CNFR0048","E00046307",50,43,13,3,0
"00CNFR0049","E00046308",53,58,17,3,3
"00CNFR0050","E00046309",54,49,17,0,0
"00CNFR0051","E00046310",73,41,12,5,0
"00CNFR0052","E00046311",49,56,12,0,0
"00CNFR0053","E00046312",55,40,11,0,0
"00CNFR0054","E00046313",55,54,14,3,0
"00CNFR0055","E00046314",59,54,13,0,0
"00CNFR0056","E00046315",63,50,18,0,0
"00CNFR0057","E00046316",51,49,14,0,0
"00CNFR0058","E00046317",72,38,12,0,4
"00CNFR0059","E00046318",63,58,21,0,0
"00CNFR0060","E00046319",70,40,11,3,0
"00CNFR0061","E00046320",48,52,16,4,0
"00CNFR0062","E00046321",43,46,11,3,0
"00CNFR0063","E00046322",62,53,10,3,0
"00CNFR0064","E00046323",81,46,7,0,0
"00CNFR0065","E00046324",50,46,12,5,0
"00CNFR0066","E00046325",56,46,16,3,0
"00CNFR0067","E00046326",49,61,17,0,0
"00CNFR0068","E00046327",56,43,21,6,0
"00CNFR0069","E00046328",43,71,11,4,0
"00CNFR0070","E00046329",56,57,16,3,0
"00CNFR0071","E00046330",40,68,22,5,0
"00CNFR0072","E00046331",83,34,8,0,0
"00CNFR0073","E00046332",72,37,12,0,0
"00CNFR0074","E00046333",60,55,9,3,0
"00CNFR0075","E00046334",57,51,10,3,0
"00CNFR0076","E00046335",57,56,6,0,0
"00CNFR0077","E00046336",55,56,15,3,0
"00CNFR0078","E00046337",61,63,10,0,0
"00CNFR0079","E00046338",59,39,13,0,0
"00CNFR0080","E00046339",59,44,15,3,3
"00CNFR0081","E00046340",61,52,10,3,0
"00CNFR0082","E00046341",76,40,15,3,0
"00CNFR0083","E00046342",75,47,6,0,0
"00CNFR0084","E00046343",83,34,17,3,3
"00CNFS0001","E00046344",145,46,3,0,0
"00CNFS0002","E00046345",74,49,6,0,0
"00CNFS0003","E00046346",52,33,5,3,3
"00CNFS0004","E00046347",44,52,13,7,0
"00CNFS0005","E00046348",22,67,17,3,3
"00CNFS0006","E00046349",91,33,8,0,0
"00CNFS0007","E00046350",71,36,3,3,0
"00CNFS0008","E00046351",90,71,11,0,0
"00CNFS0009","E00046352",82,34,7,0,0
"00CNFS0010","E00046353",53,44,13,3,3
"00CNFS0011","E00046354",51,47,16,0,0
"00CNFS0012","E00046355",79,33,8,0,0
"00CNFS0013","E00046356",78,92,19,3,0
"00CNFS0014","E00046357",81,37,3,0,3
"00CNFS0015","E00046358",27,66,24,3,3
"00CNFS0016","E00046359",38,48,5,0,0
"00CNFS0017","E00046360",46,42,18,8,3
"00CNFS0018","E00046361",8,36,24,9,5
"00CNFS0019","E00046362",34,31,14,4,0
"00CNFS0020","E00046363",39,48,6,0,3
"00CNFS0021","E00046364",21,35,24,3,0
"00CNFS0022","E00046365",36,35,8,0,0
"00CNFS0023","E00046366",48,48,26,3,0
"00CNFS0024","E00046367",93,51,9,0,0
"00CNFS0025","E00046368",79,30,3,0,0
"00CNFS0026","E00046369",24,44,26,3,0
"00CNFS0027","E00046370",96,28,5,0,3
"00CNFS0028","E00046371",70,38,7,0,0
"00CNFS0029","E00046372",30,49,12,3,3
"00CNFS0030","E00046373",22,55,38,7,4
"00CNFS0031","E00046374",57,28,6,0,0
"00CNFS0032","E00046375",54,38,11,0,0
"00CNFS0033","E00046376",31,39,19,3,0
"00CNFS0034","E00046377",75,73,11,0,0
"00CNFS0035","E00046378",26,38,41,7,3
"00CNFS0036","E00046379",111,22,3,0,0
"00CNFS0037","E00046380",20,48,23,5,0
"00CNFS0038","E00046381",71,27,0,0,0
"00CNFS0039","E00046382",56,29,9,0,0
"00CNFS0040","E00046383",48,52,14,4,0
"00CNFS0041","E00046384",22,45,30,6,0
"00CNFS0042","E00046385",90,30,7,0,0
"00CNFS0043","E00046386",114,30,3,0,0
"00CNFS0044","E00046387",115,17,3,0,3
"00CNFS0045","E00046388",22,33,25,5,3
"00CNFS0046","E00046389",114,53,4,0,0
"00CNFS0047","E00046390",182,55,3,0,0
"00CNFS0048","E00046391",113,31,5,0,0
"00CNFS0049","E00046392",69,38,14,3,3
"00CNFS0050","E00046393",188,45,0,0,0
"00CNFS0051","E00046394",72,40,16,3,0
"00CNFS0052","E00046395",107,33,3,0,0
"00CNFS0053","E00046396",42,45,19,13,0
"00CNFS0054","E00046397",91,30,3,0,0
"00CNFS0055","E00046398",88,29,7,0,0
"00CNFS0056","E00046399",139,30,0,0,0
"00CNFS0057","E00046400",100,22,0,3,0
"00CNFS0058","E00046401",123,44,4,3,0
"00CNFS0059","E00046402",55,56,14,6,0
"00CNFS0060","E00046403",58,38,8,3,3
"00CNFS0061","E00046404",67,22,3,0,0
"00CNFS0062","E00046405",51,45,13,0,0
"00CNFS0063","E00046406",46,39,12,5,0
"00CNFS0064","E00046407",120,34,7,0,0
"00CNFS0065","E00046408",113,48,7,0,0
"00CNFS0066","E00046409",101,53,6,0,0
"00CNFS0067","E00046410",143,21,3,0,0
"00CNFS0068","E00046411",140,44,4,0,3
"00CNFS0069","E00046412",128,28,3,0,0
"00CNFS0070","E00046413",36,39,8,3,0
"00CNFS0071","E00046414",33,41,14,3,3
"00CNFS0072","E00046415",75,95,13,0,0
"00CNFS0073","E00046416",48,31,6,0,3
"00CNFS0074","E00046417",30,54,21,3,0
"00CNFS0075","E00046418",102,38,6,0,0
"00CNFS0076","E00046419",63,37,10,0,0
"00CNFS0077","E00046420",35,46,14,0,0
"00CNFS0078","E00046421",56,23,8,0,0
"00CNFS0079","E00046422",63,50,6,0,0
"00CNFS0080","E00046423",54,44,8,0,0
"00CNFS0081","E00046424",38,45,9,3,0
"00CNFS0082","E00046425",92,36,0,0,0
"00CNFS0083","E00046426",143,22,0,0,0
"00CNFS0084","E00046427",89,51,9,0,0
"00CNFS0085","E00046428",37,40,11,0,3
"00CNFS0086","E00046429",50,34,9,0,0
"00CNFS0087","E00046430",43,44,10,3,0
"00CNFT0001","E00046431",36,59,33,0,0
"00CNFT0002","E00046432",71,65,16,3,0
"00CNFT0003","E00046433",47,63,29,3,0
"00CNFT0004","E00046434",15,60,55,11,0
"00CNFT0005","E00046435",77,27,3,0,0
"00CNFT0006","E00046436",52,59,12,0,0
"00CNFT0007","E00046437",29,71,34,5,0
"00CNFT0008","E00046438",61,62,9,0,3
"00CNFT0009","E00046439",18,61,32,11,0
"00CNFT0010","E00046440",39,66,21,0,3
"00CNFT0011","E00046441",12,69,55,3,0
"00CNFT0012","E00046442",47,64,20,0,0
"00CNFT0013","E00046443",48,48,23,3,0
"00CNFT0014","E00046444",64,37,10,0,0
"00CNFT0015","E00046445",41,56,11,0,0
"00CNFT0016","E00046446",84,44,3,3,0
"00CNFT0017","E00046447",64,39,7,3,3
"00CNFT0018","E00046448",44,61,29,3,0
"00CNFT0019","E00046449",23,54,34,3,0
"00CNFT0020","E00046450",47,53,8,0,0
"00CNFT0021","E00046451",61,51,18,0,0
"00CNFT0022","E00046452",31,58,26,3,3
"00CNFT0023","E00046453",58,54,16,0,0
"00CNFT0024","E00046454",48,71,8,0,0
"00CNFT0025","E00046455",46,67,23,0,0
"00CNFT0026","E00046456",28,69,19,3,3
"00CNFT0027","E00046457",41,60,15,3,0
"00CNFT0028","E00046458",52,67,32,7,0
"00CNFT0029","E00046459",30,56,25,3,0
"00CNFT0030","E00046460",20,74,30,3,0
"00CNFT0031","E00046461",32,69,26,4,0
"00CNFT0032","E00046462",39,85,24,3,3
"00CNFT0033","E00046463",22,68,28,3,0
"00CNFT0034","E00046464",44,44,25,5,0
"00CNFT0035","E00046465",26,62,25,7,3
"00CNFT0036","E00046466",25,73,24,6,0
"00CNFT0037","E00046467",41,72,16,3,0
"00CNFT0038","E00046468",41,53,32,4,0
"00CNFT0039","E00046469",54,55,21,5,0
"00CNFT0040","E00046470",43,66,26,5,0
"00CNFT0041","E00046471",21,66,28,3,0
"00CNFT0042","E00046472",25,60,30,3,3
"00CNFT0043","E00046473",53,40,21,0,0
"00CNFT0044","E00046474",44,53,19,3,3
"00CNFT0045","E00046475",32,48,38,5,0
"00CNFT0046","E00046476",28,62,26,4,0
"00CNFT0047","E00046477",28,67,14,4,0
"00CNFT0048","E00046478",56,55,25,0,0
"00CNFT0049","E00046479",40,40,26,3,0
"00CNFT0050","E00046480",36,59,23,0,0
"00CNFT0051","E00046481",27,70,28,4,0
"00CNFT0052","E00046482",77,44,6,0,0
"00CNFT0053","E00046483",13,66,39,3,0
"00CNFT0054","E00046484",60,44,15,0,0
"00CNFT0055","E00046485",47,52,14,3,0
"00CNFT0056","E00046486",26,59,35,3,3
"00CNFT0057","E00046487",49,36,20,3,0
"00CNFT0058","E00046488",29,42,21,7,0
"00CNFT0059","E00046489",73,53,7,0,0
"00CNFT0060","E00046490",71,41,16,0,3
"00CNFT0061","E00046491",67,51,19,4,0
"00CNFT0062","E00046492",65,47,13,3,0
"00CNFT0063","E00046493",65,52,7,3,0
"00CNFT0064","E00046494",45,64,21,3,3
"00CNFT0065","E00046495",68,45,15,4,0
"00CNFT0066","E00046496",45,58,9,0,0
"00CNFT0067","E00046497",67,49,12,4,0
"00CNFT0068","E00046498",80,38,6,0,0
"00CNFT0069","E00046499",73,31,6,0,0
"00CNFT0070","E00046500",51,47,18,5,0
"00CNFT0071","E00046501",30,71,28,3,0
"00CNFT0072","E00046502",31,53,32,6,0
"00CNFT0073","E00046503",22,68,30,6,0
"00CNFT0074","E00046504",43,64,27,0,0
"00CNFT0075","E00046505",39,65,21,6,0
"00CNFT0076","E00046506",31,71,13,3,0
"00CNFT0077","E00046507",52,64,28,4,0
"00CNFT0078","E00046508",63,54,20,3,0
"00CNFT0079","E00046509",61,57,16,3,0
"00CNFT0080","E00046510",54,60,13,5,0
"00CNFT0081","E00046511",69,51,17,0,0
"00CNFT0082","E00046512",52,44,14,0,0
"00CNFT0083","E00046513",56,42,6,3,3
"00CNFT0084","E00046514",53,50,14,3,0
"00CNFT0085","E00046515",40,50,23,6,0
"00CNFT0086","E00046516",60,52,14,0,0
"00CNFT0087","E00046517",59,57,14,4,0
"00CNFT0088","E00046518",56,52,12,0,0
"00CNFT0089","E00046519",52,42,11,3,0
"00CNFT0090","E00046520",61,50,4,5,0
"00CNFT0091","E00046521",68,51,14,3,0
"00CNFT0092","E00046522",56,45,11,3,0
"00CNFT0093","E00046523",68,59,13,0,0
"00CNFT0094","E00046524",36,54,27,3,0
"00CNFT0095","E00046525",60,50,10,0,0
"00CNFT0096","E00046526",63,44,15,3,0
"00CNFT0097","E00046527",50,49,16,0,0
"00CNFT0098","E00046528",5,52,54,9,0
"00CNFT0099","E00046529",30,86,37,5,0
"00CNFT0100","E00046530",60,44,14,3,0
"00CNFT0101","E00046531",63,54,13,4,0
"00CNFT0102","E00046532",49,47,14,0,0
"00CNFU0001","E00046533",20,25,8,0,0
"00CNFU0002","E00046534",70,53,16,4,0
"00CNFU0003","E00046535",88,35,4,3,0
"00CNFU0004","E00046536",33,74,29,5,3
"00CNFU0005","E00046537",31,56,24,3,0
"00CNFU0006","E00046538",34,57,29,0,0
"00CNFU0007","E00046539",44,69,20,3,0
"00CNFU0008","E00046540",49,62,26,0,0
"00CNFU0009","E00046541",29,70,16,3,0
"00CNFU0010","E00046542",69,58,17,0,0
"00CNFU0011","E00046543",46,63,27,0,0
"00CNFU0012","E00046544",47,44,13,0,0
"00CNFU0013","E00046545",47,63,17,3,0
"00CNFU0014","E00046546",18,55,45,6,3
"00CNFU0015","E00046547",29,67,35,8,3
"00CNFU0016","E00046548",42,58,29,6,0
"00CNFU0017","E00046549",50,44,24,0,3
"00CNFU0018","E00046550",56,46,21,6,0
"00CNFU0019","E00046551",42,33,7,3,0
"00CNFU0020","E00046552",32,46,10,0,0
"00CNFU0021","E00046553",37,52,11,5,0
"00CNFU0022","E00046554",73,57,16,3,0
"00CNFU0023","E00046555",59,62,12,3,0
"00CNFU0024","E00046556",49,43,31,3,0
"00CNFU0025","E00046557",69,44,7,3,0
"00CNFU0026","E00046558",70,53,13,3,0
"00CNFU0027","E00046559",84,48,10,5,0
"00CNFU0028","E00046560",67,33,13,0,3
"00CNFU0029","E00046561",26,62,35,7,0
"00CNFU0030","E00046562",13,55,43,16,6
"00CNFU0031","E00046563",78,24,13,3,0
"00CNFU0032","E00046564",39,39,36,4,0
"00CNFU0033","E00046565",4,38,45,17,3
"00CNFU0034","E00046566",31,41,25,7,0
"00CNFU0035","E00046567",14,77,29,4,0
"00CNFU0036","E00046568",89,29,3,3,0
"00CNFU0037","E00046569",28,71,16,3,0
"00CNFU0038","E00046570",41,52,19,3,0
"00CNFU0039","E00046571",22,35,42,16,5
"00CNFU0040","E00046572",15,47,60,8,7
"00CNFU0041","E00046573",84,41,6,0,0
"00CNFU0042","E00046574",58,60,19,10,3
"00CNFU0043","E00046575",10,38,70,18,5
"00CNFU0044","E00046576",52,40,7,5,6
"00CNFU0045","E00046577",47,63,9,3,0
"00CNFU0046","E00046578",37,67,13,6,0
"00CNFU0047","E00046579",31,55,36,5,3
"00CNFU0048","E00046580",34,61,22,10,3
"00CNFU0049","E00046581",16,69,49,4,0
"00CNFU0050","E00046582",29,68,45,5,0
"00CNFU0051","E00046583",35,70,37,5,3
"00CNFU0052","E00046584",23,65,38,3,3
"00CNFU0053","E00046585",15,56,44,8,3
"00CNFU0054","E00046586",19,59,42,9,4
"00CNFU0055","E00046587",47,58,26,3,0
"00CNFU0056","E00046588",76,43,17,3,0
"00CNFU0057","E00046589",24,62,44,6,3
"00CNFU0058","E00046590",34,74,19,4,0
"00CNFU0059","E00046591",62,48,24,4,3
"00CNFU0060","E00046592",40,53,21,3,0
"00CNFU0061","E00046593",70,46,16,3,0
"00CNFU0062","E00046594",13,50,38,7,4
"00CNFU0063","E00046595",31,49,26,0,0
"00CNFU0064","E00046596",37,72,23,3,0
"00CNFU0065","E00046597",31,60,40,3,0
"00CNFU0066","E00046598",31,57,28,4,0
"00CNFU0067","E00046599",42,66,17,0,3
"00CNFU0068","E00046600",54,48,11,3,0
"00CNFU0069","E00046601",28,52,21,0,3
"00CNFU0070","E00046602",33,54,38,4,0
"00CNFU0071","E00046603",37,46,21,3,3
"00CNFU0072","E00046604",35,57,32,3,0
"00CNFU0073","E00046605",44,55,19,9,3
"00CNFU0074","E00046606",51,52,22,3,0
"00CNFW0001","E00046607",72,49,8,3,0
"00CNFW0002","E00046608",141,50,4,0,3
"00CNFW0003","E00046609",99,47,4,0,0
"00CNFW0004","E00046610",104,31,4,3,0
"00CNFW0005","E00046611",69,43,10,0,3
"00CNFW0006","E00046612",61,45,17,0,0
"00CNFW0007","E00046613",25,41,12,0,0
"00CNFW0008","E00046614",36,65,23,3,0
"00CNFW0009","E00046615",56,62,8,0,0
"00CNFW0010","E00046616",89,64,6,5,0
"00CNFW0011","E00046617",97,48,9,3,0
"00CNFW0012","E00046618",38,42,11,0,3
"00CNFW0013","E00046619",41,42,13,0,0
"00CNFW0014","E00046620",47,67,6,3,0
"00CNFW0015","E00046621",45,48,8,0,0
"00CNFW0016","E00046622",105,27,0,0,0
"00CNFW0017","E00046623",72,32,12,3,0
"00CNFW0018","E00046624",32,48,12,0,0
"00CNFW0019","E00046625",37,39,4,3,0
"00CNFW0020","E00046626",67,51,6,3,0
"00CNFW0021","E00046627",117,33,3,0,3
"00CNFW0022","E00046628",143,37,0,0,0
"00CNFW0023","E00046629",49,61,9,0,0
"00CNFW0024","E00046630",63,38,6,0,0
"00CNFW0025","E00046631",24,48,7,3,0
"00CNFW0026","E00046632",48,56,11,3,0
"00CNFW0027","E00046633",29,43,14,0,0
"00CNFW0028","E00046634",48,54,10,0,0
"00CNFW0029","E00046635",49,43,9,0,0
"00CNFW0030","E00046636",109,40,3,0,0
"00CNFW0031","E00046637",63,29,8,0,0
"00CNFW0032","E00046638",102,28,4,0,0
"00CNFW0033","E00046639",46,43,9,0,0
"00CNFW0034","E00046640",39,58,3,0,0
"00CNFW0035","E00046641",33,38,8,0,0
"00CNFW0036","E00046642",49,47,8,0,0
"00CNFW0037","E00046643",55,59,8,0,0
"00CNFW0038","E00046644",44,44,16,3,0
"00CNFW0039","E00046645",32,46,7,3,0
"00CNFW0040","E00046646",69,42,10,0,3
"00CNFW0041","E00046647",50,58,8,3,0
"00CNFW0042","E00046648",48,64,10,3,3
"00CNFW0043","E00046649",63,72,7,3,0
"00CNFW0044","E00046650",57,57,7,3,0
"00CNFW0045","E00046651",52,64,5,0,0
"00CNFW0046","E00046652",50,57,12,0,0
"00CNFW0047","E00046653",65,82,21,0,0
"00CNFW0048","E00046654",95,64,10,0,0
"00CNFW0049","E00046655",41,70,12,3,0
"00CNFW0050","E00046656",46,104,26,0,0
"00CNFW0051","E00046657",49,56,18,0,0
"00CNFW0052","E00046658",30,99,47,3,0
"00CNFW0053","E00046659",89,22,3,0,0
"00CNFW0054","E00046660",99,37,4,3,0
"00CNFW0055","E00046661",96,51,7,3,0
"00CNFW0056","E00046662",105,44,6,0,0
"00CNFW0057","E00046663",93,48,8,0,0
"00CNFW0058","E00046664",95,30,3,0,0
"00CNFW0059","E00046665",94,46,8,0,0
"00CNFW0060","E00046666",90,29,3,3,0
"00CNFW0061","E00046667",85,43,8,3,0
"00CNFW0062","E00046668",108,32,3,0,0
"00CNFW0063","E00046669",102,50,7,3,0
"00CNFW0064","E00046670",94,51,5,0,0
"00CNFW0065","E00046671",136,30,3,0,0
"00CNFW0066","E00046672",100,48,3,3,0
"00CNFW0067","E00046673",62,21,7,0,0
"00CNFW0068","E00046674",34,38,6,0,0
"00CNFW0069","E00046675",39,44,3,0,0
"00CNFW0070","E00046676",38,52,9,0,0
"00CNFW0071","E00046677",38,48,5,0,3
"00CNFX0001","E00046678",13,69,30,5,0
"00CNFX0002","E00046679",30,76,21,3,0
"00CNFX0003","E00046680",36,56,30,3,0
"00CNFX0004","E00046681",9,68,38,6,3
"00CNFX0005","E00046682",82,37,7,0,0
"00CNFX0006","E00046683",61,48,12,0,0
"00CNFX0007","E00046684",19,56,29,6,4
"00CNFX0008","E00046685",24,54,23,5,0
"00CNFX0009","E00046686",7,58,42,3,0
"00CNFX0010","E00046687",67,55,4,0,0
"00CNFX0011","E00046688",44,51,24,3,0
"00CNFX0012","E00046689",23,49,29,6,3
"00CNFX0013","E00046690",23,47,30,8,0
"00CNFX0014","E00046691",65,48,15,0,0
"00CNFX0015","E00046692",38,57,21,4,0
"00CNFX0016","E00046693",34,47,27,8,0
"00CNFX0017","E00046694",71,57,7,3,0
"00CNFX0018","E00046695",27,55,28,3,0
"00CNFX0019","E00046696",65,52,14,3,0
"00CNFX0020","E00046697",56,55,24,0,3
"00CNFX0021","E00046698",37,72,9,3,0
"00CNFX0022","E00046699",75,49,6,3,3
"00CNFX0023","E00046700",40,51,22,5,3
"00CNFX0024","E00046701",85,20,0,3,0
"00CNFX0025","E00046702",29,74,27,7,0
"00CNFX0026","E00046703",34,66,25,0,3
"00CNFX0027","E00046704",80,39,6,0,0
"00CNFX0028","E00046705",57,44,16,3,0
"00CNFX0029","E00046706",58,83,22,0,0
"00CNFX0030","E00046707",68,37,14,3,0
"00CNFX0031","E00046708",40,60,13,3,0
"00CNFX0032","E00046709",37,55,21,4,0
"00CNFX0033","E00046710",64,53,17,0,0
"00CNFX0034","E00046711",50,41,17,4,3
"00CNFX0035","E00046712",59,54,17,0,0
"00CNFX0036","E00046713",87,42,0,0,0
"00CNFX0037","E00046714",69,41,6,0,0
"00CNFX0038","E00046715",79,51,10,4,0
"00CNFX0039","E00046716",63,39,14,0,0
"00CNFX0040","E00046717",69,56,10,0,0
"00CNFX0041","E00046718",94,35,6,0,0
"00CNFX0042","E00046719",35,69,29,4,0
"00CNFX0043","E00046720",28,53,30,6,0
"00CNFX0044","E00046721",35,64,34,6,0
"00CNFX0045","E00046722",29,77,29,7,0
"00CNFX0046","E00046723",32,62,33,3,0
"00CNFX0047","E00046724",16,70,35,5,0
"00CNFX0048","E00046725",54,52,17,0,0
"00CNFX0049","E00046726",15,58,40,7,4
"00CNFX0050","E00046727",19,44,34,8,0
"00CNFX0051","E00046728",61,55,13,0,0
"00CNFX0052","E00046729",17,44,34,4,3
"00CNFX0053","E00046730",12,48,48,10,3
"00CNFX0054","E00046731",18,48,47,6,3
"00CNFX0055","E00046732",77,36,6,3,3
"00CNFX0056","E00046733",66,37,12,3,0
"00CNFX0057","E00046734",50,43,20,0,0
"00CNFX0058","E00046735",14,52,37,6,6
"00CNFX0059","E00046736",32,64,30,3,0
"00CNFX0060","E00046737",36,58,21,3,0
"00CNFX0061","E00046738",19,60,37,6,0
"00CNFX0062","E00046739",22,73,27,8,3
"00CNFX0063","E00046740",45,60,17,3,0
"00CNFX0064","E00046741",21,60,16,3,0
"00CNFX0065","E00046742",35,73,28,5,0
"00CNFX0066","E00046743",23,63,28,12,3
"00CNFX0067","E00046744",8,56,46,7,0
"00CNFX0068","E00046745",26,63,38,6,3
"00CNFX0069","E00046746",28,56,21,4,0
"00CNFX0070","E00046747",52,46,16,0,0
"00CNFX0071","E00046748",29,61,34,4,3
"00CNFX0072","E00046749",27,72,37,5,0
"00CNFX0073","E00046750",28,108,30,3,0
"00CNFX0074","E00046751",25,63,42,3,0
"00CNFX0075","E00046752",31,70,24,6,0
"00CNFX0076","E00046753",27,65,32,3,0
"00CNFX0077","E00046754",38,56,16,4,0
"00CNFX0078","E00046755",27,66,26,3,0
"00CNFX0079","E00046756",47,49,15,0,0
"00CNFX0080","E00046757",23,60,44,0,0
"00CNFX0081","E00046758",19,63,27,6,0
"00CNFY0001","E00046759",46,57,24,6,0
"00CNFY0002","E00046760",38,81,24,4,0
"00CNFY0003","E00046761",40,62,23,0,3
"00CNFY0004","E00046762",52,59,25,3,0
"00CNFY0005","E00046763",41,104,31,5,0
"00CNFY0006","E00046764",34,61,28,4,0
"00CNFY0007","E00046765",39,67,27,4,0
"00CNFY0008","E00046766",38,71,23,0,0
"00CNFY0009","E00046767",29,61,21,5,3
"00CNFY0010","E00046768",52,48,16,5,0
"00CNFY0011","E00046769",29,49,39,3,0
"00CNFY0012","E00046770",32,46,31,3,0
"00CNFY0013","E00046771",16,63,29,8,3
"00CNFY0014","E00046772",29,60,30,6,0
"00CNFY0015","E00046773",61,36,19,6,3
"00CNFY0016","E00046774",40,54,30,4,0
"00CNFY0017","E00046775",32,61,36,3,3
"00CNFY0018","E00046776",35,71,30,7,3
"00CNFY0019","E00046777",24,76,38,7,0
"00CNFY0020","E00046778",35,66,27,3,0
"00CNFY0021","E00046779",29,62,33,6,0
"00CNFY0022","E00046780",18,74,32,7,0
"00CNFY0023","E00046781",41,61,20,5,0
"00CNFY0024","E00046782",33,57,22,4,3
"00CNFY0025","E00046783",28,61,24,5,0
"00CNFY0026","E00046784",33,60,17,3,3
"00CNFY0027","E00046785",25,64,36,6,3
"00CNFY0028","E00046786",33,60,24,3,3
"00CNFY0029","E00046787",60,52,17,0,0
"00CNFY0030","E00046788",47,46,19,3,3
"00CNFY0031","E00046789",57,53,14,3,0
"00CNFY0032","E00046790",74,54,15,0,0
"00CNFY0033","E00046791",48,54,14,3,0
"00CNFY0034","E00046792",50,54,14,3,0
"00CNFY0035","E00046793",31,47,25,6,4
"00CNFY0036","E00046794",59,38,7,3,0
"00CNFY0037","E00046795",44,47,15,7,0
"00CNFY0038","E00046796",63,45,10,0,3
"00CNFY0039","E00046797",48,52,16,0,0
"00CNFY0040","E00046798",22,55,41,9,3
"00CNFY0041","E00046799",60,42,11,0,0
"00CNFY0042","E00046800",47,49,20,5,0
