mnemonic,total_residents,residents_10,InActive_sick,Foreman,Skilled,Semi_skilled,Unskilled,Total_employed,Manufacturing,Well_Edu,Disabled,total_persons,poor_health
E00045917,295,NA,31,NA,9,14,29,101,15,105,100,438,63
E00045918,329,NA,16,NA,17,17,26,151,26,147,86,449,43
E00045919,327,NA,23,NA,11,19,23,119,20,143,73,438,48
E00045920,229,NA,26,NA,7,5,17,65,11,68,65,383,45
E00045921,258,NA,23,NA,11,13,25,80,14,72,89,457,49
E00045922,299,NA,20,NA,11,21,18,142,21,149,75,418,41
E00045923,265,NA,13,NA,9,19,16,106,17,117,63,393,36
E00045924,221,NA,28,NA,7,13,13,87,12,93,67,298,48
E00045925,231,NA,18,NA,9,9,21,86,17,85,65,350,41
E00045926,300,NA,30,NA,7,10,17,68,15,110,92,451,67
E00045927,195,NA,26,NA,8,11,7,59,9,66,92,312,60
E00045928,192,NA,10,NA,4,7,16,53,12,79,55,308,37
E00045929,231,NA,26,NA,7,18,10,105,24,109,76,318,59
E00045930,289,NA,21,NA,15,14,23,99,19,109,69,448,54
E00045931,271,NA,20,NA,11,9,19,78,14,97,77,436,50
E00045932,197,NA,9,NA,7,9,17,77,19,89,39,281,33
E00045933,336,NA,21,NA,11,22,18,167,30,165,98,475,65
E00045934,380,NA,23,NA,8,24,30,125,20,143,104,589,67
E00045935,237,NA,35,NA,12,7,12,69,10,74,65,355,48
E00045936,249,NA,20,NA,8,12,15,89,17,92,78,383,48
E00045937,332,NA,16,NA,14,23,30,130,19,120,65,521,48
E00045938,207,NA,16,NA,8,6,15,66,10,73,63,339,40
E00045939,231,NA,16,NA,9,19,21,93,19,68,57,400,38
E00045940,337,NA,16,NA,13,20,28,113,19,121,82,495,45
E00045941,265,NA,61,NA,13,7,19,96,9,120,118,334,50
E00045942,166,NA,29,NA,6,9,10,59,12,78,55,190,37
E00045943,243,NA,23,NA,12,12,10,71,16,87,66,384,31
E00045944,242,NA,17,NA,11,6,16,69,6,76,60,401,33
E00045945,246,NA,17,NA,9,14,22,72,13,81,76,375,45
E00045946,188,NA,20,NA,9,13,12,52,14,60,76,309,43
E00045947,232,NA,32,NA,5,15,14,80,14,92,92,340,49
E00045948,243,NA,18,NA,12,15,13,70,15,79,78,406,51
E00045949,204,NA,8,NA,10,14,13,105,22,114,39,285,23
E00045950,240,NA,12,NA,7,15,17,99,23,123,52,321,40
E00045951,177,NA,16,NA,9,7,14,88,11,88,59,247,33
E00045952,216,NA,18,NA,15,11,11,84,17,94,61,334,34
E00045953,170,NA,17,NA,7,5,10,76,9,97,46,232,33
E00045954,227,NA,17,NA,6,3,16,102,12,120,69,357,41
E00045955,281,NA,23,NA,14,15,17,120,22,147,71,399,48
E00045956,251,NA,17,NA,6,15,20,105,20,117,54,381,33
E00045957,236,NA,9,NA,14,9,11,109,13,128,55,320,36
E00045958,184,NA,18,NA,6,14,8,62,21,75,61,275,41
E00045959,272,NA,18,NA,13,24,22,102,18,111,79,389,53
E00045960,217,NA,18,NA,12,12,18,113,16,118,67,300,44
E00045961,234,NA,13,NA,11,15,13,99,15,102,78,349,42
E00045962,267,NA,17,NA,13,17,24,118,24,107,67,402,41
E00045963,290,NA,14,NA,18,15,16,124,18,141,71,422,43
E00045964,176,NA,16,NA,5,7,11,65,17,69,52,269,40
E00045965,252,NA,22,NA,13,6,18,76,4,106,89,347,45
E00045966,279,NA,19,NA,13,16,20,108,18,104,67,435,41
E00045967,266,NA,11,NA,12,16,22,110,17,121,66,441,42
E00045968,291,NA,19,NA,4,11,25,98,15,128,84,410,48
E00045969,300,NA,21,NA,12,24,21,133,33,118,79,450,48
E00045970,182,NA,19,NA,13,11,17,93,14,73,66,252,27
E00045971,233,NA,3,NA,3,3,9,166,11,188,37,277,20
E00045972,186,NA,5,NA,9,5,8,129,8,128,32,239,13
E00045973,169,NA,3,NA,6,3,11,118,11,134,25,195,6
E00045974,211,NA,3,NA,3,5,18,153,12,164,26,248,9
E00045975,190,NA,5,NA,3,4,3,137,21,164,28,278,17
E00045976,209,NA,5,NA,7,0,5,148,16,176,34,286,15
E00045977,167,NA,7,NA,5,3,4,103,4,115,79,276,36
E00045978,236,NA,3,NA,6,4,5,192,21,196,17,266,6
E00045979,206,NA,5,NA,5,6,7,150,16,165,28,258,10
E00045980,215,NA,5,NA,4,0,5,173,15,188,27,314,12
E00045981,210,NA,13,NA,7,0,14,157,16,152,38,252,19
E00045982,195,NA,5,NA,3,0,7,130,7,161,35,272,19
E00045983,135,NA,3,NA,3,0,3,84,3,96,58,213,22
E00045984,262,NA,10,NA,11,4,7,176,24,180,121,402,54
E00045985,257,NA,4,NA,7,3,13,191,21,224,24,319,11
E00045986,197,NA,4,NA,7,3,5,139,10,146,31,289,18
E00045987,223,NA,0,NA,12,3,11,163,11,177,39,315,13
E00045988,184,NA,7,NA,10,5,3,119,9,129,41,259,15
E00045989,218,NA,4,NA,5,0,3,157,7,195,22,270,14
E00045990,207,NA,10,NA,10,5,10,140,18,127,48,268,19
E00045991,160,NA,4,NA,4,4,7,110,11,125,55,234,30
E00045992,137,NA,20,NA,10,6,9,47,13,56,83,190,53
E00045993,219,NA,8,NA,3,3,7,122,9,172,42,292,12
E00045994,175,NA,10,NA,9,9,6,124,12,130,47,231,24
E00045995,164,NA,3,NA,7,3,8,132,14,123,33,227,14
E00045996,146,NA,21,NA,8,4,15,55,8,62,56,216,31
E00045997,187,NA,10,NA,12,3,8,128,13,129,31,233,20
E00045998,184,NA,21,NA,11,7,20,101,17,76,64,300,44
E00045999,146,NA,3,NA,0,5,3,86,11,106,93,263,37
E00046000,215,NA,17,NA,6,5,11,155,14,173,41,258,16
E00046001,168,NA,5,NA,3,0,3,128,13,141,39,243,18
E00046002,173,NA,15,NA,14,6,18,87,13,65,64,256,40
E00046003,197,NA,29,NA,9,12,17,94,20,81,78,276,55
E00046004,172,NA,9,NA,11,13,11,115,16,84,47,224,27
E00046005,196,NA,16,NA,3,3,4,127,13,143,61,259,23
E00046006,178,NA,8,NA,12,0,5,113,9,130,35,226,25
E00046007,286,NA,14,NA,9,10,22,124,21,167,83,378,39
E00046008,190,NA,10,NA,10,7,15,103,16,100,55,276,37
E00046009,111,NA,15,NA,4,3,4,34,6,39,53,151,34
E00046010,199,NA,16,NA,12,12,27,106,21,68,67,329,39
E00046011,150,NA,3,NA,9,4,7,105,11,95,59,218,25
E00046012,194,NA,9,NA,15,12,17,113,17,105,46,280,28
E00046013,207,NA,10,NA,10,8,11,99,12,119,69,267,33
E00046014,183,NA,10,NA,13,10,25,94,14,72,55,334,38
E00046015,128,NA,8,NA,6,4,9,67,14,61,65,203,30
E00046016,169,NA,11,NA,6,3,5,88,8,114,46,217,25
E00046017,191,NA,28,NA,8,6,13,70,6,69,76,301,50
E00046018,178,NA,18,NA,10,5,14,87,12,86,66,274,45
E00046019,223,NA,16,NA,8,9,20,104,19,119,69,299,32
E00046020,178,NA,13,NA,13,5,8,122,17,111,55,253,32
E00046021,279,NA,5,NA,9,3,9,159,13,223,37,322,19
E00046022,229,NA,21,NA,5,6,18,105,10,130,60,293,30
E00046023,197,NA,15,NA,16,8,6,98,13,103,68,283,36
E00046024,248,NA,15,NA,10,11,23,111,19,120,82,334,43
E00046025,218,NA,7,NA,20,11,7,153,27,140,53,307,22
E00046026,283,NA,16,NA,12,12,13,122,15,209,60,353,40
E00046027,152,NA,7,NA,8,4,10,98,11,95,63,233,32
E00046028,266,NA,11,NA,22,17,12,187,25,158,48,338,24
E00046029,196,NA,4,NA,12,4,3,127,19,118,51,259,19
E00046030,238,NA,9,NA,20,6,18,147,21,140,42,273,18
E00046031,241,NA,19,NA,7,16,16,146,18,138,69,320,37
E00046032,218,NA,9,NA,18,13,19,123,23,96,53,297,27
E00046033,210,NA,21,NA,8,9,10,83,11,129,60,261,32
E00046034,222,NA,6,NA,8,6,12,131,15,180,47,271,38
E00046035,220,NA,20,NA,14,15,17,109,20,90,62,300,27
E00046036,188,NA,15,NA,16,15,15,108,19,81,57,243,33
E00046037,171,NA,9,NA,10,17,16,85,15,67,46,270,26
E00046038,108,NA,8,NA,4,0,0,40,3,48,102,191,54
E00046039,206,NA,18,NA,0,4,5,79,8,112,63,263,42
E00046040,294,NA,20,NA,6,9,0,176,22,207,56,411,20
E00046041,195,NA,8,NA,3,6,5,137,9,155,33,275,12
E00046042,182,NA,4,NA,3,0,5,124,7,151,29,254,20
E00046043,226,NA,7,NA,7,5,7,150,16,183,43,350,15
E00046044,220,NA,5,NA,4,4,5,166,12,191,38,342,7
E00046045,203,NA,8,NA,8,3,8,136,19,146,41,291,25
E00046046,180,NA,6,NA,8,3,5,131,14,140,40,244,21
E00046047,188,NA,4,NA,9,3,6,133,13,128,38,250,25
E00046048,165,NA,6,NA,7,3,0,112,11,125,50,218,24
E00046049,134,NA,6,NA,3,0,4,92,8,98,26,174,19
E00046050,137,NA,3,NA,0,3,5,82,6,96,65,192,38
E00046051,289,NA,26,NA,28,22,27,195,40,138,88,390,55
E00046052,211,NA,14,NA,21,21,7,129,31,87,64,293,32
E00046053,232,NA,16,NA,30,16,17,132,34,86,77,358,32
E00046054,192,NA,19,NA,11,11,18,90,25,61,82,289,47
E00046055,218,NA,16,NA,21,17,24,136,33,87,56,350,37
E00046056,229,NA,17,NA,12,20,19,116,23,84,63,383,28
E00046057,242,NA,13,NA,18,15,8,151,26,111,70,371,31
E00046058,280,NA,22,NA,28,23,24,170,41,93,100,379,49
E00046059,254,NA,15,NA,21,19,24,146,25,90,85,352,62
E00046060,168,NA,24,NA,10,8,15,67,14,56,57,264,36
E00046061,209,NA,12,NA,20,16,23,122,28,78,55,350,25
E00046062,195,NA,15,NA,19,18,23,103,24,56,59,324,32
E00046063,194,NA,8,NA,19,17,12,126,15,71,44,263,26
E00046064,179,NA,19,NA,13,12,18,80,16,64,70,291,45
E00046065,223,NA,15,NA,15,20,24,137,19,94,53,317,34
E00046066,182,NA,30,NA,7,11,21,75,18,58,63,280,37
E00046067,176,NA,13,NA,16,18,14,98,28,60,60,297,26
E00046068,166,NA,10,NA,10,8,18,73,15,54,73,279,41
E00046069,241,NA,13,NA,16,20,35,169,37,88,104,359,71
E00046070,174,NA,15,NA,10,19,15,80,20,61,64,287,47
E00046071,241,NA,19,NA,18,13,15,153,18,118,56,328,28
E00046072,111,NA,5,NA,9,6,9,50,11,46,30,130,13
E00046073,192,NA,9,NA,15,25,19,107,25,76,59,279,17
E00046074,189,NA,25,NA,17,17,23,91,25,45,59,254,38
E00046075,179,NA,18,NA,9,12,15,80,9,51,61,322,26
E00046076,102,NA,7,NA,6,5,14,45,9,38,24,126,18
E00046077,147,NA,17,NA,9,19,13,68,11,64,51,193,24
E00046078,195,NA,16,NA,10,14,20,88,18,56,69,341,42
E00046079,169,NA,17,NA,4,14,20,67,12,52,46,236,25
E00046080,169,NA,7,NA,11,12,22,82,16,59,37,258,19
E00046081,257,NA,25,NA,17,22,28,144,40,88,82,350,43
E00046082,150,NA,14,NA,9,9,11,63,17,47,59,193,31
E00046083,187,NA,8,NA,21,20,17,135,33,80,45,296,16
E00046084,128,NA,13,NA,3,5,11,46,10,29,63,198,40
E00046085,230,NA,25,NA,17,19,31,119,27,66,89,318,46
E00046086,243,NA,25,NA,19,19,30,136,35,77,83,359,46
E00046087,221,NA,29,NA,22,22,13,99,28,69,69,349,40
E00046088,256,NA,13,NA,22,21,22,142,41,66,57,349,29
E00046089,201,NA,11,NA,16,25,26,124,33,75,61,323,29
E00046090,220,NA,13,NA,28,18,17,151,28,97,50,311,25
E00046091,146,NA,15,NA,6,8,17,54,6,44,58,182,34
E00046092,129,NA,25,NA,6,11,13,48,17,35,62,170,48
E00046093,189,NA,7,NA,26,20,17,147,34,79,48,281,33
E00046094,194,NA,17,NA,12,19,20,91,16,59,64,332,30
E00046095,237,NA,19,NA,19,18,26,153,25,97,76,324,44
E00046096,261,NA,12,NA,23,16,11,185,28,138,58,382,26
E00046097,239,NA,10,NA,20,29,20,152,32,90,61,334,34
E00046098,85,NA,13,NA,6,3,3,27,6,22,72,160,38
E00046099,227,NA,17,NA,21,20,25,147,41,93,61,346,36
E00046100,148,NA,8,NA,8,11,11,55,4,38,76,228,38
E00046101,246,NA,5,NA,33,22,23,179,38,106,56,339,26
E00046102,241,NA,6,NA,14,16,11,152,30,137,51,344,27
E00046103,281,NA,21,NA,32,19,15,164,36,140,68,378,36
E00046104,203,NA,12,NA,19,15,21,152,36,83,47,277,25
E00046105,233,NA,11,NA,21,12,14,149,36,110,49,304,25
E00046106,180,NA,6,NA,15,6,9,115,16,92,44,269,20
E00046107,180,NA,16,NA,12,20,17,107,20,73,57,257,34
E00046108,331,NA,16,NA,31,18,18,222,35,152,66,471,35
E00046109,198,NA,29,NA,11,15,18,88,18,61,97,297,55
E00046110,197,NA,10,NA,12,14,13,108,13,87,72,291,42
E00046111,264,NA,12,NA,33,14,16,181,42,140,57,365,28
E00046112,268,NA,9,NA,19,17,19,175,26,151,50,361,21
E00046113,258,NA,8,NA,12,16,22,161,23,145,43,354,26
E00046114,232,NA,15,NA,18,8,7,144,27,117,54,315,27
E00046115,183,NA,8,NA,20,11,10,119,22,81,47,253,28
E00046116,235,NA,9,NA,12,17,10,162,32,136,50,342,24
E00046117,310,NA,26,NA,21,18,20,171,29,164,146,455,79
E00046118,190,NA,11,NA,23,16,11,119,29,74,51,269,33
E00046119,265,NA,18,NA,32,11,15,152,26,121,76,370,46
E00046120,250,NA,10,NA,20,19,14,155,36,104,70,350,30
E00046121,184,NA,14,NA,23,13,19,129,23,76,67,272,37
E00046122,153,NA,10,NA,15,13,16,89,20,64,58,248,31
E00046123,260,NA,9,NA,29,17,19,183,38,152,70,356,39
E00046124,189,NA,27,NA,8,18,17,87,22,53,86,254,55
E00046125,236,NA,11,NA,28,16,10,151,31,98,76,351,34
E00046126,203,NA,22,NA,15,12,20,101,20,74,61,320,38
E00046127,216,NA,18,NA,8,20,21,113,26,79,55,331,39
E00046128,227,NA,24,NA,11,27,22,106,24,58,68,339,35
E00046129,263,NA,18,NA,16,18,9,141,31,107,79,361,41
E00046130,206,NA,20,NA,19,16,18,113,32,69,63,336,38
E00046131,151,NA,9,NA,15,13,12,83,20,46,65,268,36
E00046132,244,NA,23,NA,12,15,25,150,25,101,63,322,36
E00046133,195,NA,34,NA,7,14,12,65,13,50,82,348,52
E00046134,212,NA,17,NA,18,14,15,122,27,89,68,288,33
E00046135,206,NA,28,NA,7,17,24,89,19,57,85,322,47
E00046136,204,NA,18,NA,15,11,16,113,26,70,67,257,41
E00046137,192,NA,20,NA,17,16,15,105,25,64,67,283,50
E00046138,174,NA,22,NA,8,16,15,88,15,62,77,276,44
E00046139,181,NA,18,NA,7,16,12,109,23,88,58,276,35
E00046140,229,NA,13,NA,30,21,25,148,41,81,57,302,34
E00046141,196,NA,21,NA,19,18,15,101,24,53,72,271,45
E00046142,221,NA,13,NA,27,17,15,146,48,79,61,304,39
E00046143,180,NA,11,NA,18,23,25,117,35,60,59,278,25
E00046144,183,NA,10,NA,12,8,13,114,21,82,55,245,33
E00046145,144,NA,5,NA,17,19,14,105,25,74,29,227,20
E00046146,154,NA,20,NA,10,11,21,73,18,51,47,222,32
E00046147,162,NA,26,NA,6,11,14,77,24,52,76,216,44
E00046148,177,NA,17,NA,12,19,16,95,17,55,58,277,35
E00046149,233,NA,18,NA,31,19,21,160,35,92,62,309,34
E00046150,220,NA,7,NA,16,18,14,167,40,115,44,284,24
E00046151,232,NA,24,NA,17,21,27,132,29,85,56,359,39
E00046152,179,NA,20,NA,7,16,21,75,23,37,69,281,34
E00046153,192,NA,8,NA,11,15,18,128,27,77,53,247,27
E00046154,198,NA,21,NA,14,21,25,103,34,61,66,272,48
E00046155,189,NA,25,NA,7,17,20,80,25,62,80,260,43
E00046156,174,NA,15,NA,11,15,17,85,19,62,57,242,30
E00046157,207,NA,25,NA,14,20,12,100,26,65,89,285,52
E00046158,195,NA,17,NA,10,22,17,82,22,44,84,287,46
E00046159,115,NA,9,NA,6,10,7,63,12,37,81,191,36
E00046160,160,NA,18,NA,6,15,16,70,15,47,70,230,56
E00046161,176,NA,22,NA,10,17,12,78,17,44,68,230,43
E00046162,223,NA,20,NA,31,14,29,129,35,73,64,297,36
E00046163,202,NA,16,NA,17,19,24,102,26,50,68,319,30
E00046164,249,NA,16,NA,22,20,23,151,32,90,74,330,43
E00046165,223,NA,23,NA,14,17,21,91,29,68,87,374,49
E00046166,208,NA,12,NA,15,14,29,112,31,65,66,339,38
E00046167,156,NA,11,NA,5,13,16,74,16,46,72,233,41
E00046168,204,NA,18,NA,12,10,24,76,20,53,69,320,42
E00046169,169,NA,23,NA,8,14,21,78,21,43,53,275,34
E00046170,180,NA,19,NA,11,9,15,83,15,57,71,251,42
E00046171,171,NA,12,NA,11,7,16,94,13,60,62,276,46
E00046172,221,NA,18,NA,12,20,22,101,29,62,67,346,39
E00046173,172,NA,12,NA,15,12,19,96,24,58,63,269,42
E00046174,137,NA,16,NA,7,10,16,57,18,33,84,263,50
E00046175,226,NA,25,NA,11,17,37,107,26,58,98,329,66
E00046176,192,NA,21,NA,10,19,18,95,25,63,71,290,51
E00046177,186,NA,22,NA,8,16,21,81,22,55,63,337,39
E00046178,194,NA,19,NA,18,20,24,107,29,49,70,317,28
E00046179,205,NA,17,NA,22,16,20,114,28,72,64,315,39
E00046180,199,NA,17,NA,16,12,24,100,24,66,120,349,69
E00046181,218,NA,31,NA,14,14,27,98,19,53,94,310,54
E00046182,216,NA,27,NA,22,16,29,104,25,61,80,303,45
E00046183,228,NA,13,NA,26,22,23,164,41,85,42,327,21
E00046184,205,NA,6,NA,16,8,7,120,13,104,77,310,43
E00046185,201,NA,13,NA,17,21,32,124,31,67,61,292,34
E00046186,296,NA,19,NA,26,19,33,202,48,147,76,387,42
E00046187,133,NA,17,NA,10,8,10,64,9,61,67,191,42
E00046188,241,NA,11,NA,20,21,12,159,38,118,49,340,22
E00046189,233,NA,24,NA,19,26,22,123,24,80,93,324,53
E00046190,162,NA,10,NA,6,11,15,69,13,66,50,260,30
E00046191,255,NA,9,NA,31,27,24,193,49,137,58,335,30
E00046192,223,NA,12,NA,18,21,34,144,22,76,66,300,33
E00046193,182,NA,10,NA,15,12,20,98,21,61,63,258,34
E00046194,260,NA,30,NA,20,14,20,122,28,83,81,374,50
E00046195,201,NA,13,NA,16,17,14,137,29,86,54,269,28
E00046196,186,NA,21,NA,12,11,19,89,14,55,85,271,48
E00046197,228,NA,16,NA,21,12,22,156,23,113,51,322,36
E00046198,225,NA,16,NA,21,13,16,128,20,100,85,341,29
E00046199,216,NA,9,NA,22,13,9,155,29,119,44,323,23
E00046200,219,NA,10,NA,11,17,19,142,32,97,44,289,24
E00046201,181,NA,14,NA,14,10,20,92,16,70,70,257,40
E00046202,185,NA,18,NA,14,13,12,84,21,70,57,261,31
E00046203,184,NA,21,NA,17,12,9,98,21,80,73,265,39
E00046204,239,NA,19,NA,13,22,32,126,20,75,81,445,51
E00046205,209,NA,5,NA,25,10,23,139,26,98,49,267,25
E00046206,215,NA,17,NA,19,17,22,130,22,85,66,314,36
E00046207,149,NA,16,NA,8,7,11,51,8,38,87,235,48
E00046208,201,NA,21,NA,20,12,22,99,22,60,70,287,32
E00046209,153,NA,16,NA,11,16,11,77,13,53,75,226,47
E00046210,193,NA,9,NA,31,18,12,134,23,97,45,281,28
E00046211,193,NA,31,NA,6,8,13,62,8,50,76,334,47
E00046212,186,NA,25,NA,7,16,24,100,22,51,78,254,52
E00046213,185,NA,30,NA,16,11,11,90,12,70,84,250,41
E00046214,161,NA,22,NA,8,9,18,73,15,49,64,212,50
E00046215,161,NA,10,NA,11,15,10,103,19,71,76,262,29
E00046216,189,NA,23,NA,14,14,21,87,17,65,54,256,36
E00046217,192,NA,22,NA,15,13,17,96,15,69,67,269,44
E00046218,177,NA,19,NA,15,11,21,97,12,61,70,265,38
E00046219,178,NA,23,NA,9,9,23,88,18,58,77,233,51
E00046220,198,NA,22,NA,16,9,16,78,13,54,77,278,42
E00046221,215,NA,23,NA,17,20,19,119,20,72,76,288,32
E00046222,180,NA,19,NA,7,20,19,95,20,53,59,257,36
E00046223,170,NA,17,NA,9,10,7,94,18,70,101,268,65
E00046224,220,NA,6,NA,14,9,14,149,20,137,55,304,32
E00046225,269,NA,15,NA,21,19,16,185,41,158,60,358,33
E00046226,159,NA,21,NA,3,10,17,52,6,60,58,261,27
E00046227,209,NA,14,NA,14,9,15,128,24,99,48,280,25
E00046228,194,NA,5,NA,7,4,5,127,14,126,69,297,36
E00046229,271,NA,9,NA,18,6,15,180,26,187,61,354,20
E00046230,228,NA,12,NA,27,13,18,166,29,118,42,294,30
E00046231,186,NA,16,NA,9,10,13,60,15,61,84,357,40
E00046232,174,NA,3,NA,9,15,13,99,25,74,40,233,24
E00046233,238,NA,5,NA,8,5,10,154,16,183,35,334,16
E00046234,168,NA,22,NA,12,13,19,84,13,47,69,255,47
E00046235,254,NA,5,NA,22,21,21,192,32,124,45,366,22
E00046236,203,NA,11,NA,6,14,21,79,15,54,90,373,46
E00046237,223,NA,10,NA,20,21,18,154,29,101,42,274,22
E00046238,204,NA,19,NA,29,9,19,144,32,96,46,288,31
E00046239,207,NA,10,NA,12,9,9,138,22,132,86,322,33
E00046240,196,NA,7,NA,15,16,17,123,28,89,44,239,20
E00046241,190,NA,22,NA,8,11,21,83,13,67,53,289,30
E00046242,220,NA,27,NA,13,15,31,119,21,77,81,280,53
E00046243,164,NA,6,NA,19,13,14,114,15,79,41,263,18
E00046244,234,NA,42,NA,14,11,18,112,25,92,143,418,56
E00046245,210,NA,15,NA,17,6,22,126,20,109,63,277,29
E00046246,201,NA,11,NA,7,13,15,78,15,78,61,360,35
E00046247,242,NA,8,NA,22,10,12,169,29,140,37,279,24
E00046248,196,NA,16,NA,17,11,16,91,21,69,58,310,29
E00046249,174,NA,6,NA,19,10,15,111,21,92,54,227,19
E00046250,199,NA,22,NA,7,15,16,71,12,59,59,376,30
E00046251,164,NA,23,NA,9,10,17,69,15,59,55,232,34
E00046252,246,NA,8,NA,21,7,13,158,26,132,46,295,16
E00046253,185,NA,24,NA,11,12,16,86,19,64,67,272,35
E00046254,191,NA,13,NA,12,11,25,87,15,78,56,352,33
E00046255,148,NA,8,NA,9,14,13,104,18,67,37,185,10
E00046256,167,NA,19,NA,14,9,6,76,8,73,59,233,36
E00046257,239,NA,13,NA,20,20,17,140,32,115,61,374,36
E00046258,179,NA,8,NA,11,12,10,108,21,81,58,243,32
E00046259,215,NA,8,NA,12,19,12,115,17,98,57,345,29
E00046260,225,NA,21,NA,21,21,21,123,27,68,81,326,53
E00046261,244,NA,27,NA,24,19,21,109,20,93,98,378,49
E00046262,250,NA,30,NA,13,21,21,101,21,71,100,359,60
E00046263,216,NA,5,NA,14,16,16,176,26,134,28,298,21
E00046264,193,NA,26,NA,13,9,21,83,11,65,101,328,64
E00046265,209,NA,12,NA,13,10,18,124,17,93,65,310,38
E00046266,194,NA,15,NA,24,10,22,109,23,66,73,283,32
E00046267,141,NA,9,NA,11,3,6,81,7,67,67,220,34
E00046268,285,NA,5,NA,25,11,20,209,28,164,42,394,20
E00046269,102,NA,15,NA,8,6,3,36,7,37,58,148,28
E00046270,163,NA,12,NA,12,8,11,85,14,75,63,233,35
E00046271,219,NA,21,NA,18,13,23,112,24,76,80,309,44
E00046272,149,NA,32,NA,4,8,9,60,9,30,134,262,92
E00046273,147,NA,12,NA,8,9,13,81,18,45,76,235,44
E00046274,192,NA,15,NA,12,22,16,106,21,59,68,290,42
E00046275,232,NA,26,NA,19,18,24,126,25,92,78,366,41
E00046276,205,NA,27,NA,12,18,20,98,27,64,71,272,43
E00046277,208,NA,9,NA,13,15,12,150,30,105,38,270,23
E00046278,217,NA,14,NA,15,23,30,117,25,57,61,333,29
E00046279,181,NA,19,NA,18,13,15,80,24,56,115,299,54
E00046280,208,NA,24,NA,23,22,23,115,30,69,69,288,45
E00046281,162,NA,16,NA,13,19,15,87,19,50,56,256,34
E00046282,233,NA,14,NA,17,14,24,131,16,94,66,330,50
E00046283,211,NA,19,NA,21,9,18,104,19,75,68,295,34
E00046284,192,NA,16,NA,15,13,9,95,16,64,66,282,40
E00046285,195,NA,12,NA,15,15,18,128,20,79,51,274,37
E00046286,222,NA,14,NA,17,21,13,122,23,63,64,338,35
E00046287,221,NA,10,NA,14,20,19,126,23,95,64,322,31
E00046288,169,NA,20,NA,9,8,18,69,14,48,81,259,53
E00046289,210,NA,35,NA,13,12,20,90,21,57,88,297,56
E00046290,182,NA,23,NA,10,12,21,78,15,65,61,289,38
E00046291,165,NA,16,NA,5,8,12,64,9,72,48,279,23
E00046292,216,NA,10,NA,9,17,35,112,21,62,59,332,32
E00046293,244,NA,10,NA,27,26,24,143,34,106,71,353,49
E00046294,230,NA,8,NA,21,17,18,158,31,110,60,334,33
E00046295,173,NA,11,NA,9,7,27,72,11,55,38,342,25
E00046296,198,NA,19,NA,11,12,23,99,24,73,70,323,45
E00046297,216,NA,9,NA,23,17,19,146,23,96,58,307,31
E00046298,221,NA,14,NA,20,20,18,152,40,99,59,299,35
E00046299,205,NA,11,NA,15,17,22,118,24,81,54,327,32
E00046300,119,NA,5,NA,12,7,7,76,18,61,47,159,13
E00046301,233,NA,11,NA,26,13,30,165,28,107,59,337,28
E00046302,279,NA,14,NA,21,21,22,189,32,141,54,385,33
E00046303,218,NA,16,NA,20,23,20,124,32,67,49,339,26
E00046304,155,NA,17,NA,4,15,11,61,18,53,62,250,34
E00046305,194,NA,18,NA,15,15,21,86,23,43,68,294,39
E00046306,155,NA,10,NA,13,11,14,76,20,52,57,253,25
E00046307,156,NA,14,NA,9,17,10,80,17,50,53,245,36
E00046308,229,NA,19,NA,13,22,22,115,23,76,88,364,47
E00046309,210,NA,22,NA,14,14,21,108,16,65,65,345,40
E00046310,249,NA,35,NA,20,16,27,116,18,71,95,374,40
E00046311,218,NA,18,NA,21,13,28,109,24,62,70,315,43
E00046312,177,NA,14,NA,11,12,22,82,17,65,53,280,33
E00046313,208,NA,16,NA,14,15,17,109,25,75,57,331,32
E00046314,220,NA,26,NA,18,14,21,91,19,48,75,328,59
E00046315,222,NA,27,NA,15,9,27,101,18,85,85,336,51
E00046316,191,NA,29,NA,15,14,22,96,18,69,74,289,44
E00046317,201,NA,24,NA,10,14,23,92,21,64,69,296,49
E00046318,254,NA,26,NA,21,21,26,141,28,82,78,369,51
E00046319,224,NA,36,NA,10,16,20,87,22,83,93,377,60
E00046320,233,NA,17,NA,22,17,26,124,36,70,57,359,32
E00046321,195,NA,12,NA,21,11,24,107,22,77,55,300,24
E00046322,197,NA,21,NA,12,20,26,102,28,59,67,319,42
E00046323,175,NA,21,NA,13,4,18,67,13,54,82,266,48
E00046324,186,NA,17,NA,19,13,23,90,17,62,55,288,32
E00046325,194,NA,16,NA,16,12,28,84,16,64,68,315,45
E00046326,221,NA,24,NA,28,20,22,126,28,74,83,351,53
E00046327,211,NA,16,NA,29,18,18,117,32,72,70,351,44
E00046328,236,NA,15,NA,23,26,33,142,35,86,51,348,38
E00046329,240,NA,26,NA,18,23,22,124,33,75,86,347,39
E00046330,251,NA,9,NA,15,13,21,134,17,130,57,331,39
E00046331,175,NA,21,NA,10,10,19,72,18,41,85,253,53
E00046332,194,NA,21,NA,16,19,20,96,23,61,64,294,37
E00046333,218,NA,29,NA,26,13,17,107,19,62,83,328,55
E00046334,195,NA,16,NA,16,13,17,91,19,62,80,318,44
E00046335,206,NA,28,NA,14,9,19,93,17,55,89,282,63
E00046336,213,NA,16,NA,21,21,22,120,33,64,68,328,36
E00046337,229,NA,28,NA,17,18,30,120,17,75,71,322,41
