
"TS052 - Occupancy rating for bedrooms"
"ONS Crown Copyright Reserved [from Nomis on 18 April 2025]"
"Population :","All households"
"Units      :","Households"
"Date       :","2021"

"2021 output area","mnemonic","Total: All households","Occupancy rating of bedrooms: +2 or more","Occupancy rating of bedrooms: +1","Occupancy rating of bedrooms: 0","Occupancy rating of bedrooms: -1","Occupancy rating of bedrooms: -2 or less"
"E00047977","E00047977",110,60,38,10,2,0
"E00047978","E00047978",122,67,38,16,1,0
"E00047979","E00047979",123,67,35,18,3,0
"E00047980","E00047980",120,63,30,22,5,0
"E00047981","E00047981",140,22,33,55,20,10
"E00047982","E00047982",123,23,37,36,18,9
"E00047983","E00047983",137,25,34,49,20,9
"E00047984","E00047984",128,34,31,35,18,10
"E00047985","E00047985",150,32,33,46,17,22
"E00047986","E00047986",145,20,31,49,27,18
"E00047987","E00047987",148,37,32,52,18,9
"E00047988","E00047988",134,19,50,45,16,4
"E00047989","E00047989",165,27,36,64,18,20
"E00047990","E00047990",137,35,39,35,21,7
"E00047991","E00047991",131,35,34,30,22,10
"E00047992","E00047992",119,12,16,55,25,11
"E00047993","E00047993",125,10,27,56,29,3
"E00047995","E00047995",138,17,26,58,21,16
"E00047996","E00047996",128,34,25,38,19,12
"E00047997","E00047997",119,4,22,82,9,2
"E00047998","E00047998",127,22,21,63,13,8
"E00047999","E00047999",129,13,35,38,27,16
"E00048001","E00048001",120,7,36,55,21,1
"E00048002","E00048002",119,42,26,37,10,4
"E00048003","E00048003",103,10,14,49,28,2
"E00048005","E00048005",119,14,47,45,8,5
"E00048006","E00048006",116,15,26,49,18,8
"E00048007","E00048007",132,31,27,47,19,8
"E00048008","E00048008",113,19,22,51,15,6
"E00048010","E00048010",135,17,43,45,24,6
"E00048011","E00048011",168,27,29,78,26,8
"E00048012","E00048012",121,16,28,43,19,15
"E00048013","E00048013",111,18,23,36,25,9
"E00048014","E00048014",119,20,41,34,17,7
"E00048015","E00048015",121,18,32,37,21,13
"E00048016","E00048016",125,24,40,35,20,6
"E00048018","E00048018",164,15,45,63,24,17
"E00048019","E00048019",123,25,33,36,20,9
"E00048020","E00048020",128,23,21,54,21,9
"E00048021","E00048021",103,10,20,28,31,14
"E00048022","E00048022",154,25,54,45,28,2
"E00048023","E00048023",125,14,29,35,31,16
"E00048024","E00048024",150,21,29,49,33,18
"E00048025","E00048025",141,25,27,52,24,13
"E00048026","E00048026",119,19,24,30,29,17
"E00048028","E00048028",147,24,23,41,41,18
"E00048029","E00048029",144,39,49,31,16,9
"E00048030","E00048030",143,20,24,56,30,13
"E00048031","E00048031",124,14,28,42,27,13
"E00048033","E00048033",104,9,16,52,22,5
"E00048034","E00048034",132,19,28,36,23,26
"E00048035","E00048035",139,30,34,44,19,12
"E00048037","E00048037",141,26,28,41,28,18
"E00048039","E00048039",146,3,20,89,34,0
"E00048040","E00048040",134,13,27,67,24,3
"E00048041","E00048041",152,25,43,50,23,11
"E00048043","E00048043",125,26,29,37,25,8
"E00048044","E00048044",127,31,24,44,15,13
"E00048045","E00048045",108,26,29,31,14,8
"E00048047","E00048047",145,37,26,40,30,12
"E00048048","E00048048",145,13,33,73,25,1
"E00048049","E00048049",119,18,19,42,26,14
"E00048050","E00048050",116,36,22,40,15,3
"E00048051","E00048051",113,16,37,34,15,11
"E00048052","E00048052",114,21,17,54,18,4
"E00048053","E00048053",114,23,32,37,13,9
"E00048054","E00048054",157,33,34,45,33,12
"E00048055","E00048055",138,33,35,47,18,5
"E00048056","E00048056",170,40,44,52,25,9
"E00048057","E00048057",105,33,31,36,4,1
"E00048058","E00048058",132,67,38,25,1,1
"E00048059","E00048059",124,22,40,51,9,2
"E00048060","E00048060",144,30,54,51,9,0
"E00048061","E00048061",96,10,32,42,10,2
"E00048063","E00048063",109,13,35,53,8,0
"E00048064","E00048064",194,15,59,102,15,3
"E00048065","E00048065",125,78,34,11,1,1
"E00048066","E00048066",84,9,32,30,11,2
"E00048067","E00048067",124,19,50,49,6,0
"E00048068","E00048068",104,32,38,28,5,1
"E00048069","E00048069",109,69,31,8,1,0
"E00048070","E00048070",125,16,51,48,3,7
"E00048071","E00048071",131,82,38,10,1,0
"E00048072","E00048072",64,19,19,22,4,0
"E00048073","E00048073",179,33,73,67,6,0
"E00048074","E00048074",116,66,34,14,2,0
"E00048075","E00048075",124,83,36,5,0,0
"E00048076","E00048076",125,46,40,35,4,0
"E00048077","E00048077",89,4,32,44,7,2
"E00048078","E00048078",128,58,34,32,4,0
"E00048079","E00048079",144,77,43,22,2,0
"E00048080","E00048080",142,18,43,75,4,2
"E00048081","E00048081",122,64,40,15,3,0
"E00048082","E00048082",174,41,70,55,7,1
"E00048083","E00048083",133,52,54,19,7,1
"E00048084","E00048084",178,71,77,28,2,0
"E00048085","E00048085",113,28,25,52,6,2
"E00048086","E00048086",103,21,41,37,4,0
"E00048087","E00048087",113,25,29,41,14,4
"E00048088","E00048088",111,22,34,43,10,2
"E00048089","E00048089",114,35,20,52,7,0
"E00048090","E00048090",121,46,44,25,5,1
"E00048091","E00048091",164,39,61,50,13,1
"E00048092","E00048092",154,47,54,38,9,6
"E00048093","E00048093",110,24,48,31,7,0
"E00048094","E00048094",114,36,33,36,9,0
"E00048095","E00048095",123,36,65,21,1,0
"E00048096","E00048096",137,23,46,55,11,2
"E00048097","E00048097",107,25,15,51,13,3
"E00048098","E00048098",125,29,43,47,5,1
"E00048099","E00048099",116,37,30,37,11,1
"E00048100","E00048100",116,18,45,44,8,1
"E00048101","E00048101",123,25,24,68,5,1
"E00048102","E00048102",106,27,39,30,6,4
"E00048103","E00048103",107,23,45,22,13,4
"E00048104","E00048104",117,15,43,47,9,3
"E00048105","E00048105",92,28,32,24,7,1
"E00048106","E00048106",124,20,31,58,8,7
"E00048107","E00048107",111,25,38,33,14,1
"E00048108","E00048108",121,32,39,37,9,4
"E00048109","E00048109",130,34,46,44,6,0
"E00048110","E00048110",123,36,31,35,16,5
"E00048111","E00048111",109,33,33,37,5,1
"E00048112","E00048112",122,58,36,25,3,0
"E00048113","E00048113",114,25,51,31,7,0
"E00048114","E00048114",124,25,38,48,13,0
"E00048115","E00048115",132,32,42,46,11,1
"E00048116","E00048116",126,72,43,9,2,0
"E00048117","E00048117",126,41,29,46,9,1
"E00048118","E00048118",147,101,33,11,2,0
"E00048119","E00048119",128,31,37,52,6,2
"E00048120","E00048120",115,33,41,35,6,0
"E00048121","E00048121",123,60,45,15,2,1
"E00048122","E00048122",145,48,47,44,6,0
"E00048123","E00048123",124,60,49,13,1,1
"E00048124","E00048124",128,12,35,71,9,1
"E00048125","E00048125",130,38,31,50,7,4
"E00048126","E00048126",133,1,25,86,20,1
"E00048127","E00048127",132,50,49,31,2,0
"E00048128","E00048128",133,77,38,16,0,2
"E00048129","E00048129",120,29,20,51,15,5
"E00048130","E00048130",122,26,33,51,7,5
"E00048131","E00048131",140,25,70,30,13,2
"E00048132","E00048132",111,59,31,19,2,0
"E00048133","E00048133",114,39,29,33,10,3
"E00048134","E00048134",139,35,37,48,17,2
"E00048135","E00048135",129,25,38,39,15,12
"E00048136","E00048136",117,19,24,47,15,12
"E00048137","E00048137",123,37,40,34,7,5
"E00048138","E00048138",109,17,27,55,8,2
"E00048139","E00048139",128,34,34,53,6,1
"E00048140","E00048140",127,42,36,34,7,8
"E00048141","E00048141",126,28,34,52,10,2
"E00048142","E00048142",133,32,33,46,15,7
"E00048143","E00048143",119,13,41,45,19,1
"E00048144","E00048144",138,24,69,36,8,1
"E00048146","E00048146",111,23,22,48,10,8
"E00048147","E00048147",105,17,34,43,8,3
"E00048148","E00048148",120,43,32,33,9,3
"E00048149","E00048149",120,31,25,55,8,1
"E00048150","E00048150",145,37,55,45,7,1
"E00048152","E00048152",127,41,54,26,4,2
"E00048153","E00048153",119,27,39,41,10,2
"E00048154","E00048154",113,25,52,29,6,1
"E00048155","E00048155",111,48,19,35,5,4
"E00048156","E00048156",114,29,25,42,14,4
"E00048158","E00048158",134,28,71,29,5,1
"E00048159","E00048159",139,52,26,53,7,1
"E00048161","E00048161",138,51,36,43,8,0
"E00048162","E00048162",137,34,34,57,10,2
"E00048163","E00048163",118,42,38,26,10,2
"E00048164","E00048164",184,53,43,76,9,3
"E00048165","E00048165",124,26,34,42,17,5
"E00048166","E00048166",128,41,45,35,5,2
"E00048167","E00048167",124,32,38,41,6,7
"E00048168","E00048168",117,42,48,21,6,0
"E00048169","E00048169",135,49,42,37,4,3
"E00048170","E00048170",132,48,39,35,6,4
"E00048171","E00048171",122,57,40,21,1,3
"E00048172","E00048172",110,39,42,25,2,2
"E00048173","E00048173",132,51,52,26,2,1
"E00048174","E00048174",118,43,44,30,1,0
"E00048175","E00048175",136,50,40,34,9,3
"E00048176","E00048176",109,12,53,38,5,1
"E00048177","E00048177",119,39,40,32,7,1
"E00048178","E00048178",110,58,34,16,1,1
"E00048179","E00048179",125,49,49,22,4,1
"E00048180","E00048180",116,50,40,20,5,1
"E00048181","E00048181",106,35,48,21,2,0
"E00048182","E00048182",122,59,38,21,3,1
"E00048183","E00048183",117,70,35,10,2,0
"E00048184","E00048184",124,47,37,29,10,1
"E00048185","E00048185",114,29,39,41,5,0
"E00048186","E00048186",112,29,24,58,0,1
"E00048187","E00048187",129,40,35,51,3,0
"E00048188","E00048188",138,23,44,58,11,2
"E00048189","E00048189",129,14,41,60,11,3
"E00048190","E00048190",124,34,22,51,5,12
"E00048191","E00048191",120,36,43,28,11,2
"E00048192","E00048192",150,9,35,85,17,4
"E00048193","E00048193",137,22,12,84,15,4
"E00048194","E00048194",162,39,32,70,12,9
"E00048195","E00048195",154,22,45,70,16,1
"E00048196","E00048196",118,43,26,25,9,15
"E00048197","E00048197",128,70,36,17,4,1
"E00048198","E00048198",151,36,40,48,10,17
"E00048199","E00048199",150,9,14,109,16,2
"E00048200","E00048200",120,41,41,30,6,2
"E00048201","E00048201",120,26,29,38,20,7
"E00048202","E00048202",122,56,33,17,15,1
"E00048203","E00048203",118,20,50,39,7,2
"E00165815","E00165815",134,76,38,13,4,3
"E00165817","E00165817",102,43,31,21,6,1
"E00175606","E00175606",153,29,32,64,23,5
"E00175607","E00175607",130,2,38,87,3,0
"E00175608","E00175608",82,2,6,62,11,1
"E00175609","E00175609",112,21,40,43,7,1
"E00175611","E00175611",100,20,30,38,7,5
"E00175612","E00175612",71,7,19,34,8,3
"E00175613","E00175613",87,25,13,23,17,9
"E00175614","E00175614",58,3,15,36,2,2
"E00175615","E00175615",125,28,32,47,13,5
"E00175616","E00175616",134,1,23,104,6,0
"E00175618","E00175618",98,3,36,58,1,0
"E00175619","E00175619",168,1,22,138,6,1
"E00175620","E00175620",109,1,20,79,8,1
"E00175624","E00175624",131,7,45,76,3,0
"E00175625","E00175625",116,2,55,56,3,0
"E00175626","E00175626",186,6,63,106,10,1
"E00175630","E00175630",93,0,44,46,2,1
"E00175631","E00175631",104,6,41,52,5,0
"E00175632","E00175632",97,0,35,61,1,0
"E00175634","E00175634",95,2,33,56,3,1
"E00175636","E00175636",133,0,44,83,5,1
"E00175638","E00175638",100,0,24,72,4,0
"E00175639","E00175639",66,11,15,39,0,1
"E00175640","E00175640",104,1,38,62,3,0
"E00175641","E00175641",123,20,41,54,7,1
"E00175642","E00175642",121,3,32,67,18,1
"E00175643","E00175643",117,0,53,60,4,0
"E00175645","E00175645",106,2,22,78,4,0
"E00175648","E00175648",101,24,35,32,8,2
"E00175649","E00175649",58,15,11,28,4,0
"E00175650","E00175650",78,5,12,47,13,1
"E00175651","E00175651",89,0,20,67,2,0
"E00175654","E00175654",240,4,50,179,7,0
"E00175655","E00175655",113,0,63,47,3,0
"E00175657","E00175657",137,1,28,103,4,1
"E00175658","E00175658",90,12,43,30,5,0
"E00175659","E00175659",389,0,87,291,10,1
"E00175660","E00175660",197,10,89,95,2,1
"E00175662","E00175662",112,14,23,55,18,2
"E00175663","E00175663",127,5,45,60,15,2
"E00175665","E00175665",148,0,53,90,5,0
"E00175666","E00175666",105,4,34,65,1,1
"E00175667","E00175667",73,0,23,41,8,1
"E00175668","E00175668",128,6,33,76,12,1
"E00175669","E00175669",213,3,57,131,19,3
"E00175670","E00175670",127,0,30,91,6,0
"E00175673","E00175673",112,6,21,60,24,1
"E00175674","E00175674",84,1,9,71,2,1
"E00175675","E00175675",128,13,33,74,8,0
"E00175676","E00175676",135,4,48,72,10,1
"E00175677","E00175677",145,22,23,84,14,2
"E00175678","E00175678",202,3,65,125,9,0
"E00175679","E00175679",128,7,45,75,1,0
"E00175680","E00175680",58,22,22,14,0,0
"E00175684","E00175684",188,2,34,147,5,0
"E00175685","E00175685",108,26,44,38,0,0
"E00175686","E00175686",96,39,36,20,1,0
"E00175687","E00175687",68,9,22,27,9,1
"E00175688","E00175688",125,35,49,37,2,2
"E00175689","E00175689",154,93,44,17,0,0
"E00175690","E00175690",123,18,61,42,2,0
"E00175691","E00175691",92,21,42,27,2,0
"E00175692","E00175692",152,35,67,43,7,0
"E00175693","E00175693",98,32,51,14,1,0
"E00175694","E00175694",104,37,41,21,5,0
"E00175695","E00175695",117,48,41,27,0,1
"E00175696","E00175696",112,49,46,13,4,0
"E00175697","E00175697",135,42,55,35,3,0
"E00175698","E00175698",82,49,26,4,2,1
"E00175699","E00175699",138,6,53,68,9,2
"E00175700","E00175700",123,3,59,55,5,1
"E00175701","E00175701",95,25,33,29,7,1
"E00175703","E00175703",269,11,136,121,1,0
"E00175704","E00175704",95,38,38,18,1,0
"E00175705","E00175705",152,12,82,52,6,0
"E00175706","E00175706",161,2,61,92,6,0
"E00175708","E00175708",140,6,33,100,1,0
"E00175709","E00175709",60,9,23,26,2,0
"E00175710","E00175710",116,12,58,38,8,0
"E00175711","E00175711",111,54,33,21,3,0
"E00175712","E00175712",107,50,36,19,2,0
"E00175713","E00175713",76,22,36,18,0,0
"E00175714","E00175714",106,21,36,35,11,3
"E00175715","E00175715",138,1,43,92,1,1
"E00175717","E00175717",179,22,34,101,19,3
"E00175718","E00175718",105,0,26,73,6,0
"E00175720","E00175720",146,36,70,32,8,0
"E00175721","E00175721",98,16,24,24,23,11
"E00175722","E00175722",192,0,106,80,5,1
"E00175723","E00175723",101,0,1,86,12,2
"E00175724","E00175724",134,53,53,25,3,0
"E00175725","E00175725",166,58,51,50,6,1
"E00175726","E00175726",98,37,27,31,1,2
"E00175727","E00175727",179,15,83,74,7,0
"E00175728","E00175728",145,5,36,100,4,0
"E00175729","E00175729",160,21,42,65,24,8
"E00175730","E00175730",147,1,81,61,4,0
"E00175731","E00175731",137,12,38,43,30,14
"E00175732","E00175732",130,21,75,31,3,0
"E00175733","E00175733",73,0,23,44,2,4
"E00175734","E00175734",112,34,43,26,6,3
"E00175735","E00175735",126,2,14,106,3,1
"E00175736","E00175736",54,1,13,37,3,0
"E00175737","E00175737",94,34,44,16,0,0
"E00175740","E00175740",71,27,27,9,5,3
"E00175741","E00175741",116,42,50,21,2,1
"E00175742","E00175742",100,30,43,26,1,0
"E00175743","E00175743",106,51,31,23,1,0
"E00175744","E00175744",160,31,54,63,10,2
"E00175745","E00175745",42,5,11,12,13,1
"E00175746","E00175746",115,15,33,33,22,12
"E00175747","E00175747",198,5,33,149,10,1
"E00175748","E00175748",112,3,38,64,7,0
"E00175749","E00175749",77,9,14,30,18,6
"E00175750","E00175750",209,16,80,89,24,0
"E00175751","E00175751",104,11,25,64,4,0
"E00175752","E00175752",124,13,8,98,5,0
"E00175754","E00175754",90,23,44,19,3,1
"E00175755","E00175755",113,25,20,54,11,3
"E00175756","E00175756",129,9,18,88,14,0
"E00175758","E00175758",109,28,24,45,6,6
"E00175760","E00175760",101,1,20,74,5,1
"E00175761","E00175761",110,23,30,23,16,18
"E00175764","E00175764",101,16,21,38,18,8
"E00175765","E00175765",80,12,23,25,13,7
"E00175766","E00175766",107,16,36,46,9,0
"E00175767","E00175767",371,0,87,260,20,4
"E00175768","E00175768",70,1,2,66,1,0
"E00175770","E00175770",40,7,11,15,7,0
"E00175771","E00175771",147,1,53,89,4,0
"E00175772","E00175772",135,25,40,51,12,7
"E00175773","E00175773",135,0,29,93,11,2
"E00175774","E00175774",136,31,48,40,15,2
"E00175776","E00175776",78,26,14,16,8,14
"E00175777","E00175777",92,40,23,26,2,1
"E00175778","E00175778",148,6,33,108,0,1
"E00175779","E00175779",105,0,29,76,0,0
"E00175780","E00175780",120,0,49,69,2,0
"E00175782","E00175782",55,16,28,10,1,0
"E00175783","E00175783",56,42,10,3,1,0
"E00175784","E00175784",89,20,23,34,8,4
"E00175785","E00175785",137,75,41,15,4,2
"E00175788","E00175788",87,8,17,45,14,3
"E00175789","E00175789",87,23,19,27,9,9
"E00175790","E00175790",137,7,75,52,3,0
"E00175791","E00175791",49,24,13,9,3,0
"E00175792","E00175792",81,13,23,37,7,1
"E00175793","E00175793",93,2,16,42,27,6
"E00175795","E00175795",224,37,106,71,9,1
"E00175796","E00175796",169,77,54,28,9,1
"E00175798","E00175798",80,23,25,18,10,4
"E00175799","E00175799",124,32,38,44,9,1
"E00175800","E00175800",51,12,21,15,2,1
"E00175801","E00175801",99,30,18,35,10,6
"E00175802","E00175802",51,24,8,13,2,4
"E00175803","E00175803",202,55,89,49,8,1
"E00186085","E00186085",168,21,40,63,25,19
"E00186089","E00186089",170,57,40,55,18,0
"E00186091","E00186091",60,9,20,18,13,0
"E00186093","E00186093",142,17,36,62,24,3
"E00186094","E00186094",125,15,40,55,12,3
"E00186095","E00186095",74,26,11,36,1,0
"E00186096","E00186096",163,3,31,120,8,1
"E00186098","E00186098",264,3,58,185,16,2
"E00186099","E00186099",157,1,25,116,12,3
"E00186100","E00186100",225,1,23,191,9,1
"E00186101","E00186101",226,3,70,146,7,0
"E00186102","E00186102",107,15,21,41,20,10
"E00186103","E00186103",204,11,38,120,23,12
"E00186104","E00186104",74,18,15,24,11,6
"E00186105","E00186105",310,1,55,232,22,0
"E00186106","E00186106",209,2,38,155,14,0
"E00186107","E00186107",48,3,17,20,8,0
"E00186108","E00186108",84,0,34,49,0,1
"E00186109","E00186109",99,26,30,35,7,1
"E00186110","E00186110",50,13,10,16,8,3
"E00186111","E00186111",184,79,78,24,3,0
"E00186112","E00186112",200,48,27,115,8,2
"E00186113","E00186113",68,1,12,52,1,2
"E00186114","E00186114",55,22,8,18,6,1
"E00186115","E00186115",118,15,27,59,11,6
"E00186116","E00186116",82,24,15,34,7,2
"E00186117","E00186117",58,9,15,15,11,8
"E00186118","E00186118",196,1,112,83,0,0
"E00186119","E00186119",120,4,39,65,12,0
"E00186120","E00186120",149,27,40,53,28,1
"E00186121","E00186121",226,0,31,183,11,1
"E00186122","E00186122",45,5,5,21,12,2
"E00186123","E00186123",146,2,46,95,3,0
"E00186124","E00186124",232,2,69,141,20,0
"E00186125","E00186125",81,24,22,33,2,0
"E00186126","E00186126",73,8,49,13,1,2
"E00186127","E00186127",115,35,56,22,2,0
"E00186128","E00186128",115,32,22,40,15,6
"E00186129","E00186129",174,30,44,81,18,1
"E00186130","E00186130",109,1,24,83,1,0
"E00186131","E00186131",51,15,16,12,4,4
"E00186132","E00186132",46,13,12,8,10,3
"E00186133","E00186133",120,4,36,62,15,3
"E00186134","E00186134",60,12,11,26,5,6
"E00186135","E00186135",109,4,21,59,25,0
"E00186136","E00186136",118,0,37,81,0,0
"E00186137","E00186137",55,14,5,20,10,6
"E00186138","E00186138",48,8,24,12,3,1
"E00186139","E00186139",117,14,20,42,31,10
"E00186140","E00186140",85,27,21,24,8,5
"E00186141","E00186141",124,9,32,75,7,1
"E00186142","E00186142",60,15,10,29,3,3
"E00186143","E00186143",47,11,13,14,6,3
"E00186144","E00186144",95,15,21,30,16,13
"E00186145","E00186145",154,37,48,55,14,0
"E00186146","E00186146",41,10,14,12,5,0
"E00186147","E00186147",203,1,55,141,5,1
"E00186148","E00186148",237,3,38,179,16,1
"E00186149","E00186149",47,17,9,18,1,2
"E00186150","E00186150",203,23,40,114,22,4
"E00186151","E00186151",99,19,33,41,5,1
"E00186152","E00186152",73,23,18,15,11,6
"E00186153","E00186153",62,12,9,20,15,6
"E00186154","E00186154",99,10,31,49,9,0
"E00186155","E00186155",63,49,7,5,1,1
"E00186156","E00186156",132,2,21,101,8,0
"E00186157","E00186157",90,1,38,46,5,0
"E00186158","E00186158",143,3,31,97,8,4
"E00186159","E00186159",146,3,51,82,7,3
"E00186160","E00186160",119,53,49,13,1,3
"E00186161","E00186161",122,66,24,28,3,1
"E00186162","E00186162",166,5,7,125,25,4
"E00186163","E00186163",99,28,30,31,5,5
"E00186164","E00186164",90,21,20,37,8,4
"E00186165","E00186165",95,34,27,21,6,7
"E00186166","E00186166",119,31,31,33,16,8
"E00186167","E00186167",202,27,61,104,10,0
"E00186168","E00186168",180,35,27,87,24,7
"E00186169","E00186169",45,5,7,20,10,3
"E00186170","E00186170",140,26,54,52,8,0
"E00186171","E00186171",41,10,11,14,4,2
"E00186172","E00186172",153,27,45,58,15,8
"E00186173","E00186173",130,49,33,28,14,6
"E00186174","E00186174",102,14,20,47,17,4
"E00186175","E00186175",75,25,18,22,6,4
"E00186176","E00186176",66,1,5,58,2,0
"E00186177","E00186177",67,2,29,29,7,0
"E00186178","E00186178",61,22,18,19,1,1
"E00186179","E00186179",52,35,9,8,0,0
"E00186180","E00186180",164,1,43,84,23,13
"E00186181","E00186181",92,43,39,8,0,2
"E00186182","E00186182",73,18,24,22,7,2
"E00186183","E00186183",184,30,93,44,15,2
"E00186184","E00186184",81,19,28,23,10,1
"E00186185","E00186185",130,61,49,18,2,0
"E00186186","E00186186",154,86,53,13,2,0
"E00186187","E00186187",87,19,14,25,19,10
"E00186188","E00186188",118,2,40,66,9,1
"E00186189","E00186189",200,71,74,43,9,3
"E00186190","E00186190",108,7,22,48,19,12
"E00186191","E00186191",94,4,24,60,5,1
"E00186192","E00186192",102,19,27,33,16,7
"E00186193","E00186193",95,3,41,40,11,0
"E00186194","E00186194",147,15,39,79,13,1
"E00186195","E00186195",87,15,22,33,11,6
"E00186196","E00186196",147,21,50,64,11,1
"E00186197","E00186197",192,43,63,67,16,3
"E00186198","E00186198",136,16,35,44,27,14
"E00186199","E00186199",77,10,12,50,5,0
"E00186200","E00186200",45,14,8,15,6,2
"E00186201","E00186201",138,26,33,58,14,7
"E00186202","E00186202",142,0,29,97,16,0
"E00186203","E00186203",66,14,15,19,10,8
"E00186204","E00186204",153,24,24,67,28,10
"E00186205","E00186205",46,1,15,17,10,3
"E00186206","E00186206",65,42,19,3,1,0
"E00186207","E00186207",123,26,38,44,14,1
"E00186208","E00186208",92,2,32,46,10,2
"E00186209","E00186209",196,22,104,65,5,0
"E00186210","E00186210",164,5,23,129,6,1
"E00186211","E00186211",224,3,53,161,7,0
"E00186212","E00186212",96,13,19,41,17,6
"E00186213","E00186213",40,15,9,13,3,0
"E00186214","E00186214",64,2,28,30,4,0
"E00186215","E00186215",140,4,39,91,5,1
"E00186216","E00186216",71,7,16,43,4,1
"E00186217","E00186217",119,0,24,68,23,4
"E00186218","E00186218",162,2,22,131,6,1
"E00186219","E00186219",118,22,38,55,3,0
"E00186220","E00186220",82,1,26,53,2,0
"E00186221","E00186221",123,30,26,29,31,7
"E00186222","E00186222",54,12,22,16,4,0
"E00186223","E00186223",75,21,26,13,9,6
"E00186224","E00186224",86,14,16,34,17,5
"E00186225","E00186225",55,16,10,19,9,1
"E00186226","E00186226",198,36,95,55,12,0
"E00186227","E00186227",97,18,20,33,16,10
"E00186228","E00186228",102,34,25,34,6,3
"E00186229","E00186229",86,18,16,30,13,9
"E00186230","E00186230",57,10,14,17,11,5
"E00186231","E00186231",174,50,64,49,11,0
"E00186232","E00186232",158,2,38,114,3,1
"E00186233","E00186233",118,43,25,37,9,4
"E00186234","E00186234",101,24,38,31,5,3
"E00186235","E00186235",44,9,19,16,0,0
"E00186236","E00186236",85,16,19,27,13,10
"E00186237","E00186237",290,2,94,181,10,3
"E00186238","E00186238",122,0,21,88,13,0
"E00186239","E00186239",96,42,37,15,2,0
"E00186240","E00186240",103,2,47,48,5,1
"E00186241","E00186241",136,2,22,106,6,0
"E00186242","E00186242",143,0,8,128,7,0
"E00186243","E00186243",126,20,35,36,18,17
"E00186244","E00186244",120,28,30,45,13,4
"E00186245","E00186245",109,2,16,62,26,3
"E00186246","E00186246",134,0,46,79,9,0
"E00186247","E00186247",107,47,43,17,0,0
"E00186248","E00186248",177,18,33,85,32,9
"E00186249","E00186249",218,7,98,101,12,0
"E00186250","E00186250",67,8,21,33,5,0
"E00186251","E00186251",180,5,83,86,6,0
"E00186252","E00186252",107,33,24,31,14,5
"E00186253","E00186253",106,13,18,35,22,18
"E00186254","E00186254",116,18,39,52,5,2
"E00186255","E00186255",40,4,7,22,4,3
"E00186256","E00186256",94,0,13,64,17,0
"E00186257","E00186257",387,4,82,293,8,0
"E00186258","E00186258",119,39,15,53,8,4
"E00186259","E00186259",57,10,15,17,10,5
"E00186260","E00186260",73,3,19,45,5,1
"E00186261","E00186261",81,34,30,15,2,0
"E00186262","E00186262",55,20,10,20,4,1
"E00186263","E00186263",86,8,21,31,16,10
"E00186264","E00186264",119,34,50,31,2,2
"E00186265","E00186265",82,19,33,27,3,0
"E00186266","E00186266",171,22,27,107,11,4
"E00186267","E00186267",134,6,32,91,5,0
"E00186268","E00186268",124,23,27,49,19,6
"E00186269","E00186269",98,25,53,17,2,1
"E00186270","E00186270",164,5,69,82,6,2
"E00186271","E00186271",145,42,55,41,5,2
"E00186272","E00186272",146,5,16,122,3,0
"E00186273","E00186273",130,41,47,37,5,0
"E00186274","E00186274",125,2,36,82,5,0
"E00186275","E00186275",162,33,46,75,8,0
"E00186276","E00186276",110,8,25,66,10,1
"E00186277","E00186277",74,16,13,24,11,10
"E00186278","E00186278",82,3,6,43,28,2
"E00186279","E00186279",154,1,26,124,3,0
"E00186280","E00186280",50,14,10,19,6,1
"E00186281","E00186281",243,5,129,108,1,0
"E00186282","E00186282",46,9,10,9,9,9
"E00186283","E00186283",196,73,20,88,11,4
"E00186284","E00186284",130,37,51,38,3,1
"E00186285","E00186285",42,0,17,24,1,0
"E00186286","E00186286",97,9,32,32,18,6
"E00186287","E00186287",85,13,17,30,14,11
"E00186288","E00186288",160,15,27,76,29,13
"E00186289","E00186289",62,8,10,19,16,9
"E00186290","E00186290",119,7,21,72,16,3
"E00186291","E00186291",108,13,34,23,28,10
"E00186292","E00186292",45,9,6,13,14,3
"E00186293","E00186293",59,5,11,27,12,4
"E00186294","E00186294",135,25,25,55,19,11
"E00186295","E00186295",136,35,48,37,14,2
"E00186296","E00186296",72,2,35,30,5,0
"E00186297","E00186297",51,5,9,32,4,1
"E00186298","E00186298",71,11,11,24,14,11
"E00186299","E00186299",72,20,17,27,5,3
"E00186300","E00186300",183,32,38,87,24,2
"E00186301","E00186301",61,14,10,24,9,4
"E00186302","E00186302",39,7,8,14,9,1
"E00186303","E00186303",94,15,26,28,18,7
"E00186304","E00186304",229,1,133,95,0,0
"E00186305","E00186305",180,3,35,79,48,15
"E00186306","E00186306",270,4,7,247,12,0
"E00186307","E00186307",130,14,31,49,23,13
"E00186308","E00186308",211,1,35,164,11,0
"E00186309","E00186309",76,6,5,62,3,0
"E00186310","E00186310",59,16,12,17,8,6
"E00186311","E00186311",146,13,27,57,34,15
"E00186312","E00186312",55,17,6,23,6,3
"E00186313","E00186313",89,6,14,51,14,4
"E00186314","E00186314",74,16,9,36,7,6
"E00186315","E00186315",50,6,14,15,12,3
"E00186316","E00186316",105,45,19,40,1,0
"E00186317","E00186317",108,40,27,37,3,1
"E00186318","E00186318",117,14,25,58,10,10
"E00186319","E00186319",64,7,13,25,12,7



"","In order to protect against disclosure of personal information, records"
"","have been swapped between different geographic areas and counts perturbed"
