
"KS402EW - Tenure"
"ONS Crown Copyright Reserved [from Nomis on 18 April 2025]"
"Population :","All households"
"Units      :","Households"
"Date       :","2011"
"Rural Urban:","Total"

"2011 output area","mnemonic","All households","Owned","Shared ownership (part owned and part rented)","Social rented","Private rented","Living rent free"
"E00046321","E00046321",100,47,0,37,15,1
"E00046322","E00046322",118,58,0,35,22,3
"E00046323","E00046323",130,45,0,74,7,4
"E00046324","E00046324",116,56,0,44,14,2
"E00046325","E00046325",116,51,0,44,15,6
"E00046326","E00046326",124,68,0,38,17,1
"E00046327","E00046327",129,59,0,35,35,0
"E00046328","E00046328",124,68,0,42,13,1
"E00046329","E00046329",128,73,1,37,16,1
"E00046330","E00046330",134,105,1,14,14,0
"E00046331","E00046331",125,40,0,74,5,6
"E00046332","E00046332",113,48,0,55,9,1
"E00046333","E00046333",132,58,3,41,29,1
"E00046334","E00046334",121,56,0,40,22,3
"E00046335","E00046335",116,40,0,60,11,5
"E00046336","E00046336",127,75,0,42,9,1
"E00046337","E00046337",133,65,1,44,20,3
"E00046338","E00046338",109,48,0,52,6,3
"E00046339","E00046339",130,56,3,41,29,1
"E00046340","E00046340",123,60,0,40,19,4
"E00046341","E00046341",137,54,1,62,16,4
"E00046342","E00046342",121,49,15,52,4,1
"E00046343","E00046343",137,67,1,49,17,3
"E00046344","E00046344",180,11,0,153,10,6
"E00046347","E00046347",115,83,1,15,14,2
"E00046348","E00046348",114,77,2,2,32,1
"E00046349","E00046349",144,32,0,97,14,1
"E00046352","E00046352",130,33,0,64,27,6
"E00046353","E00046353",142,43,9,45,45,0
"E00046354","E00046354",141,51,10,5,74,1
"E00046357","E00046357",118,27,0,75,14,2
"E00046358","E00046358",197,76,0,7,110,4
"E00046359","E00046359",92,49,0,14,27,2
"E00046360","E00046360",196,73,3,45,75,0
"E00046361","E00046361",79,61,0,2,16,0
"E00046362","E00046362",85,49,1,5,28,2
"E00046363","E00046363",98,54,0,2,41,1
"E00046364","E00046364",84,64,0,3,17,0
"E00046365","E00046365",83,54,1,1,27,0
"E00046366","E00046366",195,55,1,56,78,5
"E00046367","E00046367",239,51,0,76,107,5
"E00046368","E00046368",112,10,0,86,14,2
"E00046369","E00046369",101,62,1,3,35,0
"E00046370","E00046370",134,32,0,63,34,5
"E00046371","E00046371",116,23,0,87,6,0
"E00046372","E00046372",102,67,0,3,29,3
"E00046373","E00046373",133,100,2,3,26,2
"E00046374","E00046374",88,28,0,54,4,2
"E00046376","E00046376",133,44,0,13,76,0
"E00046378","E00046378",112,92,0,7,13,0
"E00046379","E00046379",343,18,1,276,40,8
"E00046380","E00046380",99,81,1,2,11,4
"E00046381","E00046381",102,7,0,88,3,4
"E00046382","E00046382",141,28,0,38,73,2
"E00046383","E00046383",139,49,1,40,44,5
"E00046384","E00046384",105,91,1,2,10,1
"E00046386","E00046386",150,12,0,124,6,8
"E00046387","E00046387",138,4,0,127,3,4
"E00046388","E00046388",130,73,9,17,28,3
"E00046390","E00046390",236,14,0,175,44,3
"E00046391","E00046391",157,6,0,131,14,6
"E00046392","E00046392",134,38,0,45,50,1
"E00046393","E00046393",235,19,1,178,32,5
"E00046394","E00046394",142,32,2,48,49,11
"E00046395","E00046395",149,31,0,81,34,3
"E00046396","E00046396",121,42,1,12,61,5
"E00046397","E00046397",134,25,3,78,26,2
"E00046398","E00046398",246,35,2,71,131,7
"E00046400","E00046400",76,7,0,58,5,6
"E00046402","E00046402",181,32,0,23,125,1
"E00046403","E00046403",109,23,0,11,75,0
"E00046406","E00046406",91,32,0,4,52,3
"E00046408","E00046408",203,22,3,110,67,1
"E00046409","E00046409",142,23,1,108,7,3
"E00046411","E00046411",242,29,1,156,55,1
"E00046412","E00046412",172,4,0,126,39,3
"E00046413","E00046413",120,68,3,18,30,1
"E00046414","E00046414",98,47,1,19,29,2
"E00046416","E00046416",112,47,0,35,30,0
"E00046417","E00046417",133,97,2,16,14,4
"E00046418","E00046418",147,36,0,72,36,3
"E00046419","E00046419",127,43,0,36,48,0
"E00046420","E00046420",113,63,0,18,30,2
"E00046421","E00046421",154,30,1,51,68,4
"E00046422","E00046422",118,47,2,33,35,1
"E00046423","E00046423",119,45,0,33,38,3
"E00046424","E00046424",125,69,2,13,38,3
"E00046425","E00046425",135,23,0,110,2,0
"E00046426","E00046426",179,11,0,156,6,6
"E00046427","E00046427",194,31,4,86,66,7
"E00046429","E00046429",112,43,1,30,34,4
"E00046430","E00046430",144,75,0,20,49,0
"E00046431","E00046431",130,104,1,14,8,3
"E00046432","E00046432",154,60,1,73,19,1
"E00046433","E00046433",194,112,17,49,15,1
"E00046434","E00046434",226,186,7,9,23,1
"E00046435","E00046435",103,5,0,94,4,0
"E00046436","E00046436",129,34,3,81,9,2
"E00046437","E00046437",149,126,0,9,13,1
"E00046438","E00046438",138,32,1,87,16,2
"E00046439","E00046439",123,116,0,2,4,1
"E00046440","E00046440",123,74,4,32,10,3
"E00046442","E00046442",138,103,1,16,15,3
"E00046443","E00046443",117,66,0,18,31,2
"E00046444","E00046444",115,31,2,74,6,2
"E00046445","E00046445",220,118,13,67,20,2
"E00046446","E00046446",139,13,0,115,7,4
"E00046447","E00046447",114,18,3,89,4,0
"E00046448","E00046448",135,99,0,1,35,0
"E00046449","E00046449",113,100,0,4,8,1
"E00046450","E00046450",110,54,5,36,15,0
"E00046451","E00046451",123,106,0,8,7,2
"E00046452","E00046452",122,86,0,21,14,1
"E00046453","E00046453",134,57,1,42,34,0
"E00046454","E00046454",126,71,2,7,46,0
"E00046455","E00046455",139,79,0,30,25,5
"E00046456","E00046456",115,105,1,3,5,1
"E00046457","E00046457",137,78,0,29,30,0
"E00046458","E00046458",132,108,1,9,11,3
"E00046459","E00046459",114,91,0,9,13,1
"E00046460","E00046460",152,109,1,26,16,0
"E00046461","E00046461",134,116,0,6,11,1
"E00046462","E00046462",151,114,1,10,24,2
"E00046463","E00046463",120,105,0,3,12,0
"E00046464","E00046464",122,75,2,32,13,0
"E00046465","E00046465",125,111,0,0,12,2
"E00046466","E00046466",127,101,2,7,15,2
"E00046467","E00046467",131,86,0,25,19,1
"E00046468","E00046468",139,104,1,19,15,0
"E00046469","E00046469",140,89,3,29,17,2
"E00046470","E00046470",142,87,2,25,26,2
"E00046471","E00046471",119,109,0,1,9,0
"E00046472","E00046472",117,106,0,3,7,1
"E00046473","E00046473",115,64,0,30,11,10
"E00046474","E00046474",126,80,1,30,11,4
"E00046475","E00046475",127,108,0,14,5,0
"E00046476","E00046476",124,108,2,2,12,0
"E00046477","E00046477",116,102,0,0,14,0
"E00046478","E00046478",150,57,7,62,21,3
"E00046479","E00046479",103,71,0,21,11,0
"E00046480","E00046480",127,90,1,16,19,1
"E00046481","E00046481",129,114,0,3,12,0
"E00046482","E00046482",143,24,22,88,8,1
"E00046483","E00046483",120,102,2,5,11,0
"E00046484","E00046484",119,49,0,62,5,3
"E00046485","E00046485",108,65,0,34,7,2
"E00046486","E00046486",126,89,0,11,26,0
"E00046487","E00046487",99,63,0,28,6,2
"E00046488","E00046488",104,53,0,41,9,1
"E00046489","E00046489",137,55,1,63,16,2
"E00046490","E00046490",137,60,1,57,13,6
"E00046491","E00046491",148,75,0,61,12,0
"E00046492","E00046492",128,65,1,53,9,0
"E00046493","E00046493",122,53,1,57,9,2
"E00046494","E00046494",135,58,1,59,13,4
"E00046495","E00046495",135,80,11,35,9,0
"E00046496","E00046496",118,55,1,48,12,2
"E00046497","E00046497",144,67,3,56,14,4
"E00046500","E00046500",85,46,0,31,7,1
"E00046501","E00046501",163,76,0,31,55,1
"E00046502","E00046502",140,92,0,0,46,2
"E00046503","E00046503",131,107,1,1,21,1
"E00046504","E00046504",177,111,7,36,20,3
"E00046505","E00046505",127,99,0,18,9,1
"E00046506","E00046506",117,79,0,21,13,4
"E00046507","E00046507",149,79,0,65,3,2
"E00046508","E00046508",136,67,0,54,11,4
"E00046509","E00046509",137,51,0,75,11,0
"E00046510","E00046510",132,50,0,62,14,6
"E00046511","E00046511",141,65,3,66,4,3
"E00046512","E00046512",111,41,0,59,9,2
"E00046513","E00046513",105,52,0,46,4,3
"E00046514","E00046514",118,35,0,60,19,4
"E00046515","E00046515",121,53,0,59,5,4
"E00046516","E00046516",123,42,1,75,3,2
"E00046517","E00046517",135,53,1,69,10,2
"E00046518","E00046518",117,43,0,67,7,0
"E00046519","E00046519",103,42,0,58,1,2
"E00046520","E00046520",118,38,0,69,4,7
"E00046521","E00046521",124,48,0,66,8,2
"E00046522","E00046522",117,50,0,54,11,2
"E00046523","E00046523",139,66,1,59,10,3
"E00046524","E00046524",118,65,8,34,8,3
"E00046525","E00046525",121,32,0,82,2,5
"E00046526","E00046526",134,50,0,71,7,6
"E00046527","E00046527",113,52,0,53,4,4
"E00046528","E00046528",122,112,0,2,7,1
"E00046529","E00046529",159,125,3,13,18,0
"E00046530","E00046530",121,55,1,53,10,2
"E00046531","E00046531",141,45,2,86,2,6
"E00046532","E00046532",107,39,0,61,5,2
"E00046533","E00046533",48,32,0,6,8,2
"E00046534","E00046534",141,58,2,49,30,2
"E00046535","E00046535",128,63,1,23,33,8
"E00046536","E00046536",157,73,1,13,70,0
"E00046537","E00046537",116,82,0,22,10,2
"E00046538","E00046538",125,95,0,4,25,1
"E00046539","E00046539",129,106,0,2,21,0
"E00046540","E00046540",143,89,0,16,36,2
"E00046541","E00046541",114,84,1,4,23,2
"E00046542","E00046542",144,61,2,41,32,8
"E00046543","E00046543",136,109,0,4,23,0
"E00046544","E00046544",114,69,1,8,35,1
"E00046545","E00046545",117,70,1,10,36,0
"E00046546","E00046546",129,104,0,2,23,0
"E00046547","E00046547",142,119,0,3,19,1
"E00046548","E00046548",136,97,0,14,23,2
"E00046549","E00046549",114,78,0,16,20,0
"E00046550","E00046550",130,86,0,33,9,2
"E00046551","E00046551",96,43,0,24,27,2
"E00046552","E00046552",89,54,0,14,18,3
"E00046553","E00046553",98,64,0,6,27,1
"E00046554","E00046554",131,85,1,24,19,2
"E00046555","E00046555",135,65,0,37,29,4
"E00046556","E00046556",132,51,0,27,53,1
"E00046557","E00046557",134,30,0,31,73,0
"E00046558","E00046558",119,32,0,50,37,0
"E00046559","E00046559",173,41,0,81,46,5
"E00046560","E00046560",105,27,0,61,16,1
"E00046561","E00046561",121,77,0,4,39,1
"E00046562","E00046562",131,118,0,3,10,0
"E00046563","E00046563",121,19,0,75,26,1
"E00046564","E00046564",130,68,0,9,50,3
"E00046565","E00046565",185,135,11,6,32,1
"E00046566","E00046566",95,58,0,3,34,0
"E00046567","E00046567",120,61,0,2,54,3
"E00046568","E00046568",147,24,0,93,28,2
"E00046569","E00046569",117,59,0,3,54,1
"E00046570","E00046570",133,74,1,4,53,1
"E00046571","E00046571",135,98,0,13,23,1
"E00046572","E00046572",136,109,0,15,8,4
"E00046573","E00046573",114,24,0,58,26,6
"E00046574","E00046574",160,70,0,7,83,0
"E00046575","E00046575",170,151,0,0,19,0
"E00046576","E00046576",128,32,0,55,38,3
"E00046577","E00046577",148,54,1,51,38,4
"E00046578","E00046578",121,62,0,6,52,1
"E00046579","E00046579",120,64,0,11,45,0
"E00046580","E00046580",140,80,0,25,34,1
"E00046581","E00046581",136,117,0,4,15,0
"E00046582","E00046582",153,109,2,10,31,1
"E00046583","E00046583",148,99,0,10,38,1
"E00046584","E00046584",144,119,0,2,22,1
"E00046585","E00046585",130,91,0,7,29,3
"E00046586","E00046586",137,101,0,5,26,5
"E00046587","E00046587",111,58,1,18,34,0
"E00046588","E00046588",129,46,3,45,34,1
"E00046589","E00046589",134,91,0,6,36,1
"E00046590","E00046590",117,84,0,6,25,2
"E00046591","E00046591",143,76,1,36,28,2
"E00046592","E00046592",127,67,0,12,45,3
"E00046593","E00046593",125,41,1,69,10,4
"E00046594","E00046594",115,93,1,5,13,3
"E00046595","E00046595",117,83,0,12,20,2
"E00046596","E00046596",150,100,0,1,47,2
"E00046597","E00046597",134,104,0,6,21,3
"E00046598","E00046598",125,88,0,20,16,1
"E00046599","E00046599",135,74,2,29,28,2
"E00046600","E00046600",143,71,0,10,55,7
"E00046601","E00046601",111,86,0,1,22,2
"E00046602","E00046602",142,106,0,13,16,7
"E00046603","E00046603",101,67,0,10,23,1
"E00046604","E00046604",139,100,1,4,34,0
"E00046605","E00046605",119,84,0,10,24,1
"E00046606","E00046606",133,91,2,5,35,0
"E00046607","E00046607",128,59,0,54,11,4
"E00046608","E00046608",201,8,0,180,9,4
"E00046609","E00046609",142,25,0,103,11,3
"E00046610","E00046610",141,9,5,119,5,3
"E00046611","E00046611",127,45,1,64,11,6
"E00046612","E00046612",103,21,9,42,30,1
"E00046613","E00046613",95,64,0,12,17,2
"E00046614","E00046614",123,49,13,41,18,2
"E00046615","E00046615",126,81,2,21,17,5
"E00046616","E00046616",182,52,0,97,25,8
"E00046617","E00046617",156,46,0,88,20,2
"E00046618","E00046618",89,60,0,8,17,4
"E00046619","E00046619",94,68,0,5,18,3
"E00046620","E00046620",134,91,5,10,27,1
"E00046621","E00046621",112,50,1,40,17,4
"E00046622","E00046622",129,18,0,101,5,5
"E00046624","E00046624",90,71,0,2,16,1
"E00046625","E00046625",118,76,0,12,23,7
"E00046626","E00046626",122,32,0,56,24,10
"E00046627","E00046627",164,9,1,142,6,6
"E00046628","E00046628",187,4,3,171,4,5
"E00046630","E00046630",161,39,1,96,22,3
"E00046631","E00046631",79,55,0,6,16,2
"E00046633","E00046633",96,46,0,25,23,2
"E00046634","E00046634",155,84,0,18,46,7
"E00046635","E00046635",91,50,1,22,16,2
"E00046636","E00046636",145,38,0,89,10,8
"E00046637","E00046637",95,23,0,44,28,0
"E00046638","E00046638",140,10,0,115,9,6
"E00046639","E00046639",107,78,0,9,18,2
"E00046640","E00046640",90,35,0,17,32,6
"E00046641","E00046641",120,81,2,12,22,3
"E00046642","E00046642",113,58,0,43,11,1
"E00046643","E00046643",125,65,0,34,25,1
"E00046644","E00046644",98,45,10,24,17,2
"E00046645","E00046645",85,55,0,14,13,3
"E00046646","E00046646",138,71,0,30,35,2
"E00046647","E00046647",113,68,0,25,20,0
"E00046648","E00046648",129,59,3,25,40,2
"E00046649","E00046649",151,88,0,29,34,0
"E00046650","E00046650",123,69,1,19,31,3
"E00046651","E00046651",126,63,0,24,36,3
"E00046652","E00046652",117,73,0,26,13,5
"E00046653","E00046653",176,60,1,45,68,2
"E00046654","E00046654",169,24,3,123,17,2
"E00046655","E00046655",107,51,0,19,32,5
"E00046656","E00046656",219,88,6,30,93,2
"E00046657","E00046657",118,55,2,19,39,3
"E00046659","E00046659",158,13,0,130,12,3
"E00046660","E00046660",154,26,1,94,26,7
"E00046661","E00046661",181,46,4,108,17,6
"E00046662","E00046662",167,11,2,126,25,3
"E00046663","E00046663",142,52,1,70,15,4
"E00046664","E00046664",110,26,5,69,9,1
"E00046665","E00046665",146,18,0,119,7,2
"E00046666","E00046666",126,28,0,85,10,3
"E00046667","E00046667",139,43,1,84,8,3
"E00046668","E00046668",144,4,0,134,3,3
"E00046669","E00046669",160,69,1,78,9,3
"E00046670","E00046670",158,20,1,125,8,4
"E00046671","E00046671",179,5,0,163,4,7
"E00046672","E00046672",155,15,7,119,10,4
"E00046673","E00046673",87,44,1,28,14,0
"E00046674","E00046674",74,25,1,27,20,1
"E00046675","E00046675",64,33,0,16,15,0
"E00046676","E00046676",101,70,0,8,20,3
"E00046677","E00046677",73,34,0,20,19,0
"E00046678","E00046678",146,129,0,2,14,1
"E00046679","E00046679",135,121,0,3,10,1
"E00046680","E00046680",126,93,0,25,4,4
"E00046681","E00046681",122,106,0,1,15,0
"E00046682","E00046682",127,23,1,95,5,3
"E00046683","E00046683",128,45,0,68,14,1
"E00046684","E00046684",114,103,0,3,7,1
"E00046685","E00046685",108,83,7,13,3,2
"E00046686","E00046686",116,108,0,1,7,0
"E00046687","E00046687",156,23,26,103,2,2
"E00046688","E00046688",134,69,7,45,9,4
"E00046689","E00046689",106,93,0,1,11,1
"E00046690","E00046690",110,86,0,11,11,2
"E00046691","E00046691",129,44,5,53,24,3
"E00046692","E00046692",123,92,0,2,28,1
"E00046693","E00046693",161,84,6,26,41,4
"E00046694","E00046694",137,68,1,52,12,4
"E00046695","E00046695",154,130,1,10,13,0
"E00046696","E00046696",164,61,0,90,13,0
"E00046697","E00046697",142,97,0,29,13,3
"E00046698","E00046698",131,61,3,59,6,2
"E00046699","E00046699",142,44,0,79,12,7
"E00046700","E00046700",123,87,0,12,21,3
"E00046701","E00046701",109,5,1,97,2,4
"E00046702","E00046702",136,108,0,15,13,0
"E00046703","E00046703",130,120,0,0,7,3
"E00046704","E00046704",136,26,0,90,11,9
"E00046705","E00046705",130,66,8,42,12,2
"E00046706","E00046706",176,93,0,55,26,2
"E00046707","E00046707",123,58,0,57,5,3
"E00046708","E00046708",93,71,0,15,4,3
"E00046709","E00046709",120,84,2,10,22,2
"E00046710","E00046710",134,82,0,45,7,0
"E00046711","E00046711",125,82,1,25,16,1
"E00046712","E00046712",163,80,0,45,33,5
"E00046713","E00046713",133,3,0,125,3,2
"E00046714","E00046714",124,56,0,56,8,4
"E00046715","E00046715",152,47,0,95,9,1
"E00046716","E00046716",115,62,0,43,8,2
"E00046717","E00046717",135,74,1,35,16,9
"E00046718","E00046718",99,14,0,81,0,4
"E00046719","E00046719",137,112,0,3,21,1
"E00046720","E00046720",216,153,10,30,21,2
"E00046721","E00046721",197,168,0,19,9,1
"E00046722","E00046722",144,129,1,3,11,0
"E00046723","E00046723",127,103,0,0,22,2
"E00046724","E00046724",126,116,0,1,8,1
"E00046725","E00046725",134,49,0,78,5,2
"E00046726","E00046726",124,110,0,1,13,0
"E00046727","E00046727",107,84,0,15,6,2
"E00046728","E00046728",132,66,0,37,26,3
"E00046729","E00046729",103,100,0,0,3,0
"E00046730","E00046730",127,123,0,3,1,0
"E00046731","E00046731",123,119,0,1,3,0
"E00046732","E00046732",175,57,8,93,11,6
"E00046733","E00046733",99,30,4,57,6,2
"E00046734","E00046734",120,59,3,9,49,0
"E00046735","E00046735",112,100,1,3,8,0
"E00046736","E00046736",132,114,2,6,10,0
"E00046737","E00046737",113,98,1,7,6,1
"E00046738","E00046738",126,119,0,2,5,0
"E00046739","E00046739",136,111,1,1,23,0
"E00046740","E00046740",134,95,0,13,23,3
"E00046741","E00046741",101,78,1,4,18,0
"E00046742","E00046742",145,124,1,3,17,0
"E00046743","E00046743",125,119,1,2,1,2
"E00046744","E00046744",119,117,0,1,1,0
"E00046745","E00046745",135,108,0,3,22,2
"E00046746","E00046746",120,94,0,10,16,0
"E00046747","E00046747",149,53,0,46,47,3
"E00046748","E00046748",128,124,0,0,3,1
"E00046749","E00046749",140,126,1,1,12,0
"E00046750","E00046750",177,141,1,2,32,1
"E00046751","E00046751",134,124,0,0,8,2
"E00046752","E00046752",135,108,0,2,25,0
"E00046753","E00046753",129,97,0,20,11,1
"E00046754","E00046754",115,78,1,20,16,0
"E00046755","E00046755",245,175,15,9,45,1
"E00046756","E00046756",157,86,4,12,55,0
"E00046757","E00046757",164,141,5,3,14,1
"E00046758","E00046758",130,100,0,1,29,0
"E00046759","E00046759",134,106,2,12,10,4
"E00046760","E00046760",148,122,0,3,23,0
"E00046761","E00046761",126,110,0,2,14,0
"E00046762","E00046762",143,108,0,5,29,1
"E00046763","E00046763",185,147,0,1,36,1
"E00046764","E00046764",127,111,1,1,13,1
"E00046765","E00046765",133,120,0,2,10,1
"E00046766","E00046766",131,96,0,6,28,1
"E00046767","E00046767",118,102,0,2,11,3
"E00046768","E00046768",122,66,0,37,17,2
"E00046769","E00046769",122,100,1,0,21,0
"E00046770","E00046770",130,84,0,6,39,1
"E00046771","E00046771",120,103,0,1,16,0
"E00046772","E00046772",125,100,2,1,22,0
"E00046773","E00046773",112,89,6,0,13,4
"E00046774","E00046774",130,104,1,1,20,4
"E00046775","E00046775",132,112,0,1,18,1
"E00046776","E00046776",146,125,1,2,16,2
"E00046777","E00046777",163,134,0,5,23,1
"E00046778","E00046778",131,118,1,1,11,0
"E00046779","E00046779",121,102,0,3,14,2
"E00046780","E00046780",130,116,0,1,13,0
"E00046781","E00046781",129,112,0,3,14,0
"E00046782","E00046782",123,86,0,3,32,2
"E00046783","E00046783",120,109,0,1,10,0
"E00046784","E00046784",113,75,0,14,21,3
"E00046785","E00046785",133,117,0,0,12,4
"E00046786","E00046786",120,95,0,2,22,1
"E00046787","E00046787",125,71,0,42,10,2
"E00046788","E00046788",115,85,0,18,11,1
"E00046789","E00046789",123,75,1,29,13,5
"E00046790","E00046790",151,69,0,60,17,5
"E00046791","E00046791",112,66,0,34,12,0
"E00046792","E00046792",143,91,0,25,24,3
"E00046793","E00046793",110,95,0,6,8,1
"E00046794","E00046794",108,48,0,38,19,3
"E00046795","E00046795",117,69,0,32,13,3
"E00046796","E00046796",121,55,2,34,25,5
"E00046797","E00046797",121,76,0,27,16,2
"E00046798","E00046798",130,125,0,1,4,0
"E00046799","E00046799",114,58,1,39,15,1
"E00046800","E00046800",133,77,1,36,15,4
"E00046801","E00046801",114,94,0,6,14,0
"E00046802","E00046802",112,55,1,37,13,6
"E00046803","E00046803",149,73,0,52,20,4
"E00046804","E00046804",105,53,1,36,15,0
"E00046805","E00046805",116,91,0,4,21,0
"E00046806","E00046806",129,106,0,2,20,1
"E00046807","E00046807",122,112,0,2,7,1
"E00046808","E00046808",117,98,0,1,18,0
"E00046809","E00046809",103,88,0,3,12,0
"E00046810","E00046810",127,74,0,43,8,2
"E00046811","E00046811",115,98,0,6,11,0
"E00046812","E00046812",118,67,0,39,10,2
"E00046813","E00046813",132,116,0,4,12,0
"E00046814","E00046814",148,124,0,5,18,1
"E00046815","E00046815",128,92,0,26,10,0
"E00046816","E00046816",133,108,1,5,17,2
"E00046817","E00046817",129,90,0,17,20,2
"E00046818","E00046818",132,95,0,6,31,0
"E00046819","E00046819",121,91,1,2,26,1
"E00046820","E00046820",154,110,0,1,43,0
"E00046821","E00046821",123,52,0,54,15,2
"E00046822","E00046822",137,44,0,76,12,5
"E00046823","E00046823",123,104,1,2,16,0
"E00046824","E00046824",125,92,0,12,19,2
"E00046825","E00046825",125,67,0,45,9,4
"E00046826","E00046826",129,115,0,0,11,3
"E00046827","E00046827",127,98,2,10,17,0
"E00046828","E00046828",138,115,0,3,19,1
"E00046829","E00046829",137,104,0,5,25,3
"E00046830","E00046830",144,108,1,5,30,0
"E00046831","E00046831",147,118,0,2,27,0
"E00046832","E00046832",146,93,0,27,26,0
"E00046833","E00046833",110,92,0,1,15,2
"E00046834","E00046834",120,100,1,3,12,4
"E00046835","E00046835",140,29,1,96,9,5
"E00046836","E00046836",157,104,0,43,7,3
"E00046837","E00046837",122,107,0,2,11,2
"E00046838","E00046838",119,111,0,1,7,0
"E00046839","E00046839",77,13,0,50,14,0
"E00046840","E00046840",135,104,2,1,27,1
"E00046841","E00046841",111,94,1,0,16,0
"E00046842","E00046842",142,114,0,6,20,2
"E00046843","E00046843",122,95,1,1,25,0
"E00046844","E00046844",144,103,1,6,34,0
"E00046845","E00046845",113,73,0,21,16,3
"E00046846","E00046846",139,111,2,2,23,1
"E00046847","E00046847",118,100,0,3,15,0
"E00046848","E00046848",100,48,0,48,3,1
"E00046849","E00046849",122,78,1,17,26,0
"E00046850","E00046850",132,70,0,44,16,2
"E00046851","E00046851",126,103,2,4,15,2
"E00046852","E00046852",109,60,0,22,23,4
"E00046853","E00046853",131,105,0,8,17,1
"E00046854","E00046854",135,118,1,3,13,0
"E00046855","E00046855",130,53,0,21,53,3
"E00046856","E00046856",139,105,0,0,34,0
"E00046857","E00046857",133,111,1,4,17,0
"E00046858","E00046858",119,86,2,1,28,2
"E00046859","E00046859",125,87,1,1,33,3
"E00046860","E00046860",127,95,0,1,30,1
"E00046861","E00046861",131,105,0,0,24,2
"E00046862","E00046862",120,104,0,1,15,0
"E00046863","E00046863",121,87,1,2,30,1
"E00046864","E00046864",124,100,1,0,23,0
"E00046865","E00046865",127,101,0,1,24,1
"E00046866","E00046866",115,87,1,1,24,2
"E00046867","E00046867",96,68,0,0,26,2
"E00046868","E00046868",100,78,1,4,16,1
"E00046869","E00046869",136,87,1,0,44,4
"E00046870","E00046870",129,87,1,3,38,0
"E00046871","E00046871",115,78,1,2,32,2
"E00046873","E00046873",123,91,0,6,25,1
"E00046874","E00046874",135,99,0,1,34,1
"E00046875","E00046875",127,113,1,3,8,2
"E00046876","E00046876",118,105,0,1,11,1
"E00046877","E00046877",108,79,0,6,21,2
"E00046878","E00046878",131,113,0,1,15,2
"E00046879","E00046879",128,91,0,6,28,3
"E00046880","E00046880",90,73,0,7,10,0
"E00046881","E00046881",123,95,3,5,18,2
"E00046882","E00046882",125,100,0,3,22,0
"E00046883","E00046883",119,94,0,13,12,0
"E00046884","E00046884",132,109,1,1,19,2
"E00046885","E00046885",146,130,0,3,13,0
"E00046886","E00046886",142,115,0,1,26,0
"E00046887","E00046887",116,90,0,4,22,0
"E00046888","E00046888",102,84,1,1,16,0
"E00046889","E00046889",119,101,0,3,14,1
"E00046890","E00046890",123,78,1,25,17,2
"E00046891","E00046891",136,117,1,3,14,1
"E00046892","E00046892",125,101,0,4,19,1
"E00046893","E00046893",126,96,0,12,16,2
"E00046894","E00046894",95,74,1,0,16,4
"E00046895","E00046895",111,95,0,0,14,2
"E00046896","E00046896",113,96,0,2,15,0
"E00046897","E00046897",128,113,0,1,14,0
"E00046898","E00046898",116,92,1,4,18,1
"E00046899","E00046899",117,107,1,1,8,0
"E00046900","E00046900",129,105,1,1,20,2
"E00046901","E00046901",142,115,0,4,23,0
"E00046902","E00046902",122,91,0,0,31,0
"E00046903","E00046903",149,120,0,1,25,3
"E00046904","E00046904",137,122,0,2,12,1
"E00046905","E00046905",147,138,0,1,8,0
"E00046906","E00046906",120,53,0,55,9,3
"E00046907","E00046907",114,37,0,61,12,4
"E00046908","E00046908",142,107,1,8,22,4
"E00046909","E00046909",117,52,1,40,19,5
"E00046910","E00046910",139,114,1,1,22,1
"E00046911","E00046911",127,116,0,1,8,2
"E00046912","E00046912",124,94,0,17,13,0
"E00046913","E00046913",115,100,0,0,14,1
"E00046914","E00046914",116,32,0,70,11,3
"E00046915","E00046915",128,101,0,0,26,1
"E00046916","E00046916",120,106,1,5,8,0
"E00046917","E00046917",127,91,0,8,27,1
"E00046918","E00046918",132,98,0,4,30,0
"E00046919","E00046919",114,92,0,3,19,0
"E00046920","E00046920",119,79,0,24,15,1
"E00046921","E00046921",134,108,0,10,15,1
"E00046922","E00046922",129,115,0,0,12,2
"E00046923","E00046923",161,105,0,4,48,4
"E00046924","E00046924",131,121,0,2,8,0
"E00046925","E00046925",133,124,0,1,7,1
"E00046926","E00046926",121,77,0,4,38,2
"E00046927","E00046927",122,113,0,4,5,0
"E00046928","E00046928",135,90,0,19,22,4
"E00046929","E00046929",132,122,0,2,8,0
"E00046930","E00046930",125,58,0,44,15,8
"E00046931","E00046931",138,120,0,3,13,2
"E00046932","E00046932",112,54,1,26,30,1
"E00046933","E00046933",65,35,0,24,6,0
"E00046934","E00046934",125,106,0,3,14,2
"E00046935","E00046935",139,124,0,3,11,1
"E00046936","E00046936",135,111,0,3,18,3
"E00046937","E00046937",121,103,0,1,17,0
"E00046938","E00046938",134,82,0,10,39,3
"E00046939","E00046939",114,81,0,14,19,0
"E00046940","E00046940",119,67,0,41,8,3
"E00046941","E00046941",138,73,1,42,19,3
"E00046942","E00046942",125,95,0,12,18,0
"E00046943","E00046943",116,58,1,43,9,5
"E00046944","E00046944",119,90,0,16,12,1
"E00046945","E00046945",117,95,0,10,11,1
"E00046946","E00046946",121,66,0,45,9,1
"E00046947","E00046947",123,73,0,32,15,3
"E00046948","E00046948",130,108,0,7,15,0
