
"KS404UK - Car or van availability"
"ONS Crown Copyright Reserved [from Nomis on 18 April 2025]"
"Population :","All households; All cars or vans"
"Units      :","Households"
"Date       :","2011"

"2011 output area","mnemonic","All categories: Car or van availability","No cars or vans in household","1 car or van in household","2 cars or vans in household","3 cars or vans in household","4 or more cars or vans in household"
"E00046325","E00046325",116,44,50,19,3,0
"E00046326","E00046326",124,57,53,12,2,0
"E00046327","E00046327",129,54,57,13,4,1
"E00046328","E00046328",124,40,61,21,2,0
"E00046329","E00046329",128,54,45,27,2,0
"E00046330","E00046330",134,35,67,26,4,2
"E00046331","E00046331",125,74,37,12,1,1
"E00046332","E00046332",113,57,43,12,1,0
"E00046333","E00046333",132,59,56,15,2,0
"E00046334","E00046334",121,53,56,10,1,1
"E00046335","E00046335",116,67,33,12,3,1
"E00046336","E00046336",127,40,60,23,4,0
"E00046337","E00046337",133,56,58,18,1,0
"E00046338","E00046338",109,67,31,7,4,0
"E00046339","E00046339",130,67,43,20,0,0
"E00046340","E00046340",123,49,61,12,1,0
"E00046341","E00046341",137,74,46,13,4,0
"E00046342","E00046342",121,57,48,16,0,0
"E00046343","E00046343",137,61,49,19,8,0
"E00046344","E00046344",180,136,41,3,0,0
"E00046347","E00046347",115,45,43,17,9,1
"E00046348","E00046348",114,32,45,30,5,2
"E00046349","E00046349",144,88,41,14,1,0
"E00046352","E00046352",130,88,34,7,1,0
"E00046353","E00046353",142,71,47,20,3,1
"E00046354","E00046354",141,51,69,17,3,1
"E00046357","E00046357",118,64,47,7,0,0
"E00046358","E00046358",197,53,104,38,2,0
"E00046359","E00046359",92,30,55,5,2,0
"E00046360","E00046360",196,78,74,29,9,6
"E00046361","E00046361",79,12,30,22,10,5
"E00046362","E00046362",85,25,45,12,2,1
"E00046363","E00046363",98,41,46,10,0,1
"E00046364","E00046364",84,23,31,26,2,2
"E00046365","E00046365",83,29,42,11,1,0
"E00046366","E00046366",195,108,59,22,5,1
"E00046367","E00046367",239,126,89,22,2,0
"E00046368","E00046368",112,82,26,3,1,0
"E00046369","E00046369",101,35,42,19,1,4
"E00046370","E00046370",134,82,45,6,1,0
"E00046371","E00046371",116,72,37,4,3,0
"E00046372","E00046372",102,27,48,19,5,3
"E00046373","E00046373",133,25,48,39,15,6
"E00046374","E00046374",88,57,25,4,2,0
"E00046376","E00046376",133,60,43,16,6,8
"E00046378","E00046378",112,21,44,33,11,3
"E00046379","E00046379",343,278,56,6,0,3
"E00046380","E00046380",99,16,54,19,8,2
"E00046381","E00046381",102,82,18,1,0,1
"E00046382","E00046382",141,53,66,15,6,1
"E00046383","E00046383",139,64,59,15,0,1
"E00046384","E00046384",105,16,39,34,10,6
"E00046386","E00046386",150,110,39,0,0,1
"E00046387","E00046387",138,114,23,1,0,0
"E00046388","E00046388",130,44,44,26,11,5
"E00046390","E00046390",236,206,29,1,0,0
"E00046391","E00046391",157,103,46,8,0,0
"E00046392","E00046392",134,65,48,10,5,6
"E00046393","E00046393",235,202,33,0,0,0
"E00046394","E00046394",142,78,48,14,2,0
"E00046395","E00046395",149,103,44,2,0,0
"E00046396","E00046396",121,49,31,23,12,6
"E00046397","E00046397",134,90,40,3,1,0
"E00046398","E00046398",246,136,103,7,0,0
"E00046400","E00046400",76,64,11,1,0,0
"E00046402","E00046402",181,108,38,22,4,9
"E00046403","E00046403",109,63,30,4,10,2
"E00046406","E00046406",91,30,34,20,6,1
"E00046408","E00046408",203,121,72,10,0,0
"E00046409","E00046409",142,90,45,7,0,0
"E00046411","E00046411",242,139,95,7,1,0
"E00046412","E00046412",172,131,37,1,3,0
"E00046413","E00046413",120,55,46,17,2,0
"E00046414","E00046414",98,46,37,13,1,1
"E00046416","E00046416",112,54,42,13,3,0
"E00046417","E00046417",133,44,59,22,8,0
"E00046418","E00046418",147,81,53,9,4,0
"E00046419","E00046419",127,59,52,7,8,1
"E00046420","E00046420",113,50,43,16,2,2
"E00046421","E00046421",154,99,40,12,2,1
"E00046422","E00046422",118,59,47,12,0,0
"E00046423","E00046423",119,71,38,7,2,1
"E00046424","E00046424",125,62,48,12,3,0
"E00046425","E00046425",135,97,34,2,2,0
"E00046426","E00046426",179,131,45,3,0,0
"E00046427","E00046427",194,112,56,14,10,2
"E00046429","E00046429",112,49,38,18,4,3
"E00046430","E00046430",144,66,54,23,1,0
"E00046431","E00046431",130,28,52,43,3,4
"E00046432","E00046432",154,73,60,17,2,2
"E00046433","E00046433",194,34,88,68,4,0
"E00046434","E00046434",226,20,106,76,19,5
"E00046435","E00046435",103,73,24,6,0,0
"E00046436","E00046436",129,53,57,17,1,1
"E00046437","E00046437",149,28,71,41,8,1
"E00046438","E00046438",138,75,53,10,0,0
"E00046439","E00046439",123,28,36,43,15,1
"E00046440","E00046440",123,36,52,27,6,2
"E00046442","E00046442",138,39,62,26,6,5
"E00046443","E00046443",117,55,34,22,5,1
"E00046444","E00046444",115,64,35,12,4,0
"E00046445","E00046445",220,67,100,48,5,0
"E00046446","E00046446",139,89,39,8,2,1
"E00046447","E00046447",114,80,22,10,2,0
"E00046448","E00046448",135,46,57,26,3,3
"E00046449","E00046449",113,17,49,40,4,3
"E00046450","E00046450",110,39,46,20,4,1
"E00046451","E00046451",123,56,44,22,1,0
"E00046452","E00046452",122,25,51,39,6,1
"E00046453","E00046453",134,57,55,18,1,3
"E00046454","E00046454",126,33,75,15,3,0
"E00046455","E00046455",139,51,67,17,3,1
"E00046456","E00046456",115,25,54,26,9,1
"E00046457","E00046457",137,59,59,16,2,1
"E00046458","E00046458",132,32,57,35,7,1
"E00046459","E00046459",114,28,41,35,7,3
"E00046460","E00046460",152,34,75,33,9,1
"E00046461","E00046461",134,29,67,31,5,2
"E00046462","E00046462",151,40,82,26,3,0
"E00046463","E00046463",120,22,60,29,7,2
"E00046464","E00046464",122,46,41,27,7,1
"E00046465","E00046465",125,24,51,36,8,6
"E00046466","E00046466",127,19,62,41,3,2
"E00046467","E00046467",131,37,69,20,4,1
"E00046468","E00046468",139,33,68,31,3,4
"E00046469","E00046469",140,49,61,24,6,0
"E00046470","E00046470",142,36,71,32,2,1
"E00046471","E00046471",119,17,62,30,8,2
"E00046472","E00046472",117,28,46,37,3,3
"E00046473","E00046473",115,53,40,19,1,2
"E00046474","E00046474",126,35,59,26,5,1
"E00046475","E00046475",127,31,50,37,7,2
"E00046476","E00046476",124,24,55,34,10,1
"E00046477","E00046477",116,20,63,32,1,0
"E00046478","E00046478",150,48,68,27,6,1
"E00046479","E00046479",103,25,49,24,3,2
"E00046480","E00046480",127,34,55,31,6,1
"E00046481","E00046481",129,21,68,37,1,2
"E00046482","E00046482",143,61,61,20,1,0
"E00046483","E00046483",120,18,47,50,4,1
"E00046484","E00046484",119,50,53,13,3,0
"E00046485","E00046485",108,39,45,21,3,0
"E00046486","E00046486",126,28,57,32,7,2
"E00046487","E00046487",99,34,33,29,3,0
"E00046488","E00046488",104,27,40,28,6,3
"E00046489","E00046489",137,66,56,13,2,0
"E00046490","E00046490",137,57,62,16,1,1
"E00046491","E00046491",148,55,63,24,3,3
"E00046492","E00046492",128,57,52,17,1,1
"E00046493","E00046493",122,52,49,19,1,1
"E00046494","E00046494",135,51,50,29,5,0
"E00046495","E00046495",135,65,49,20,1,0
"E00046496","E00046496",118,52,37,23,4,2
"E00046497","E00046497",144,64,57,17,6,0
"E00046500","E00046500",85,27,40,12,3,3
"E00046501","E00046501",163,35,91,35,2,0
"E00046502","E00046502",140,43,62,25,6,4
"E00046503","E00046503",131,13,62,44,10,2
"E00046504","E00046504",177,41,89,43,4,0
"E00046505","E00046505",127,44,42,28,10,3
"E00046506","E00046506",117,38,50,27,0,2
"E00046507","E00046507",149,60,56,28,5,0
"E00046508","E00046508",136,67,46,19,3,1
"E00046509","E00046509",137,52,66,15,3,1
"E00046510","E00046510",132,56,51,18,5,2
"E00046511","E00046511",141,62,53,22,4,0
"E00046512","E00046512",111,49,47,11,3,1
"E00046513","E00046513",105,46,45,13,1,0
"E00046514","E00046514",118,42,56,18,2,0
"E00046515","E00046515",121,44,49,25,3,0
"E00046516","E00046516",123,59,47,16,1,0
"E00046517","E00046517",135,50,65,18,1,1
"E00046518","E00046518",117,45,60,11,1,0
"E00046519","E00046519",103,40,47,15,1,0
"E00046520","E00046520",118,58,42,15,3,0
"E00046521","E00046521",124,63,43,15,2,1
"E00046522","E00046522",117,55,43,18,1,0
"E00046523","E00046523",139,62,57,16,4,0
"E00046524","E00046524",118,30,64,20,2,2
"E00046525","E00046525",121,59,47,12,3,0
"E00046526","E00046526",134,62,54,15,2,1
"E00046527","E00046527",113,45,52,14,2,0
"E00046528","E00046528",122,9,50,47,15,1
"E00046529","E00046529",159,26,86,42,4,1
"E00046530","E00046530",121,50,45,25,1,0
"E00046531","E00046531",141,62,56,23,0,0
"E00046532","E00046532",107,38,55,8,5,1
"E00046533","E00046533",48,14,22,10,2,0
"E00046534","E00046534",141,63,57,16,4,1
"E00046535","E00046535",128,62,48,14,4,0
"E00046536","E00046536",157,24,75,49,7,2
"E00046537","E00046537",116,36,40,36,4,0
"E00046538","E00046538",125,18,62,31,10,4
"E00046539","E00046539",129,35,71,20,1,2
"E00046540","E00046540",143,56,69,18,0,0
"E00046541","E00046541",114,29,53,31,1,0
"E00046542","E00046542",144,56,71,16,0,1
"E00046543","E00046543",136,34,68,33,1,0
"E00046544","E00046544",114,37,53,21,1,2
"E00046545","E00046545",117,36,61,18,1,1
"E00046546","E00046546",129,20,49,38,15,7
"E00046547","E00046547",142,18,63,47,13,1
"E00046548","E00046548",136,34,66,31,4,1
"E00046549","E00046549",114,32,54,26,2,0
"E00046550","E00046550",130,48,54,23,4,1
"E00046551","E00046551",96,34,43,14,5,0
"E00046552","E00046552",89,31,45,8,3,2
"E00046553","E00046553",98,29,46,14,8,1
"E00046554","E00046554",131,46,50,29,4,2
"E00046555","E00046555",135,59,47,21,7,1
"E00046556","E00046556",132,45,55,19,10,3
"E00046557","E00046557",134,58,64,10,2,0
"E00046558","E00046558",119,72,30,11,4,2
"E00046559","E00046559",173,92,60,8,10,3
"E00046560","E00046560",105,60,30,12,2,1
"E00046561","E00046561",121,19,65,29,5,3
"E00046562","E00046562",131,9,51,45,12,14
"E00046563","E00046563",121,78,26,9,5,3
"E00046564","E00046564",130,39,49,32,7,3
"E00046565","E00046565",185,20,69,76,14,6
"E00046566","E00046566",95,22,35,30,7,1
"E00046567","E00046567",120,6,67,44,2,1
"E00046568","E00046568",147,91,42,11,1,2
"E00046569","E00046569",117,38,49,27,2,1
"E00046570","E00046570",133,30,62,35,4,2
"E00046571","E00046571",135,26,35,48,14,12
"E00046572","E00046572",136,24,51,49,8,4
"E00046573","E00046573",114,67,36,10,1,0
"E00046574","E00046574",160,54,67,37,0,2
"E00046575","E00046575",170,12,56,71,22,9
"E00046576","E00046576",128,61,47,11,4,5
"E00046577","E00046577",148,66,66,15,1,0
"E00046578","E00046578",121,45,63,11,1,1
"E00046579","E00046579",120,34,50,29,6,1
"E00046580","E00046580",140,36,68,26,8,2
"E00046581","E00046581",136,18,69,42,6,1
"E00046582","E00046582",153,40,58,39,9,7
"E00046583","E00046583",148,44,57,39,6,2
"E00046584","E00046584",144,14,69,51,8,2
"E00046585","E00046585",130,28,45,45,8,4
"E00046586","E00046586",137,20,58,36,13,10
"E00046587","E00046587",111,41,36,30,3,1
"E00046588","E00046588",129,55,45,23,5,1
"E00046589","E00046589",134,23,62,42,3,4
"E00046590","E00046590",117,24,54,35,4,0
"E00046591","E00046591",143,55,53,30,3,2
"E00046592","E00046592",127,35,60,26,6,0
"E00046593","E00046593",125,63,33,23,6,0
"E00046594","E00046594",115,16,50,33,13,3
"E00046595","E00046595",117,32,45,35,4,1
"E00046596","E00046596",150,44,74,27,5,0
"E00046597","E00046597",134,12,69,45,6,2
"E00046598","E00046598",125,30,56,36,2,1
"E00046599","E00046599",135,44,67,21,2,1
"E00046600","E00046600",143,49,71,23,0,0
"E00046601","E00046601",111,30,59,20,2,0
"E00046602","E00046602",142,25,63,43,8,3
"E00046603","E00046603",101,21,43,33,4,0
"E00046604","E00046604",139,40,70,24,5,0
"E00046605","E00046605",119,36,47,24,9,3
"E00046606","E00046606",133,49,53,26,4,1
"E00046607","E00046607",128,72,39,17,0,0
"E00046608","E00046608",201,127,70,4,0,0
"E00046609","E00046609",142,78,56,6,2,0
"E00046610","E00046610",141,101,37,2,1,0
"E00046611","E00046611",127,53,60,10,3,1
"E00046612","E00046612",103,51,43,9,0,0
"E00046613","E00046613",95,26,44,17,5,3
"E00046614","E00046614",123,23,63,27,8,2
"E00046615","E00046615",126,45,58,20,3,0
"E00046616","E00046616",182,89,75,13,4,1
"E00046617","E00046617",156,77,64,12,3,0
"E00046618","E00046618",89,36,35,16,2,0
"E00046619","E00046619",94,28,50,11,4,1
"E00046620","E00046620",134,42,68,19,4,1
"E00046621","E00046621",112,54,44,11,2,1
"E00046622","E00046622",129,98,24,3,4,0
"E00046624","E00046624",90,25,39,17,9,0
"E00046625","E00046625",118,35,62,16,5,0
"E00046626","E00046626",122,60,53,7,1,1
"E00046627","E00046627",164,120,39,5,0,0
"E00046628","E00046628",187,150,34,2,0,1
"E00046630","E00046630",161,105,44,7,2,3
"E00046631","E00046631",79,24,42,11,2,0
"E00046633","E00046633",96,26,52,18,0,0
"E00046634","E00046634",155,67,67,18,2,1
"E00046635","E00046635",91,31,42,18,0,0
"E00046636","E00046636",145,107,36,2,0,0
"E00046637","E00046637",95,51,41,3,0,0
"E00046638","E00046638",140,97,39,4,0,0
"E00046639","E00046639",107,32,49,23,2,1
"E00046640","E00046640",90,37,40,9,2,2
"E00046641","E00046641",120,40,44,25,6,5
"E00046642","E00046642",113,34,62,14,2,1
"E00046643","E00046643",125,39,74,9,2,1
"E00046644","E00046644",98,30,53,11,2,2
"E00046645","E00046645",85,31,38,14,2,0
"E00046646","E00046646",138,45,74,17,2,0
"E00046647","E00046647",113,54,43,15,1,0
"E00046648","E00046648",129,41,66,19,2,1
"E00046649","E00046649",151,61,71,16,2,1
"E00046650","E00046650",123,47,58,15,3,0
"E00046651","E00046651",126,51,59,14,2,0
"E00046652","E00046652",117,32,61,24,0,0
"E00046653","E00046653",176,72,79,23,1,1
"E00046654","E00046654",169,98,60,11,0,0
"E00046655","E00046655",107,45,50,10,2,0
"E00046656","E00046656",219,92,88,37,2,0
"E00046657","E00046657",118,43,54,18,2,1
"E00046659","E00046659",158,104,54,0,0,0
"E00046660","E00046660",154,105,40,8,0,1
"E00046661","E00046661",181,95,67,17,1,1
"E00046662","E00046662",167,102,59,6,0,0
"E00046663","E00046663",142,73,57,10,1,1
"E00046664","E00046664",110,66,33,8,2,1
"E00046665","E00046665",146,104,30,8,3,1
"E00046666","E00046666",126,74,41,9,2,0
"E00046667","E00046667",139,89,45,5,0,0
"E00046668","E00046668",144,108,33,2,1,0
"E00046669","E00046669",160,94,54,11,1,0
"E00046670","E00046670",158,92,60,5,0,1
"E00046671","E00046671",179,140,39,0,0,0
"E00046672","E00046672",155,107,45,3,0,0
"E00046673","E00046673",87,37,44,5,1,0
"E00046674","E00046674",74,36,30,8,0,0
"E00046675","E00046675",64,28,27,8,1,0
"E00046676","E00046676",101,40,45,12,3,1
"E00046677","E00046677",73,36,30,6,1,0
"E00046678","E00046678",146,15,80,44,6,1
"E00046679","E00046679",135,22,59,46,7,1
"E00046680","E00046680",126,36,63,16,8,3
"E00046681","E00046681",122,14,57,43,5,3
"E00046682","E00046682",127,74,39,11,2,1
"E00046683","E00046683",128,64,45,16,2,1
"E00046684","E00046684",114,15,45,50,4,0
"E00046685","E00046685",108,22,51,28,5,2
"E00046686","E00046686",116,7,52,40,12,5
"E00046687","E00046687",156,67,67,19,3,0
"E00046688","E00046688",134,40,60,30,4,0
"E00046689","E00046689",106,21,49,33,3,0
"E00046690","E00046690",110,26,45,28,4,7
"E00046691","E00046691",129,57,53,17,2,0
"E00046692","E00046692",123,38,54,23,7,1
"E00046693","E00046693",161,48,73,32,7,1
"E00046694","E00046694",137,65,53,16,2,1
"E00046695","E00046695",154,26,75,45,7,1
"E00046696","E00046696",164,81,67,14,2,0
"E00046697","E00046697",142,36,55,44,6,1
"E00046698","E00046698",131,55,56,17,2,1
"E00046699","E00046699",142,75,49,16,1,1
"E00046700","E00046700",123,41,55,21,4,2
"E00046701","E00046701",109,70,33,5,0,1
"E00046702","E00046702",136,30,65,34,5,2
"E00046703","E00046703",130,30,68,27,3,2
"E00046704","E00046704",136,83,46,5,2,0
"E00046705","E00046705",130,55,56,17,1,1
"E00046706","E00046706",176,61,90,19,4,2
"E00046707","E00046707",123,69,41,9,2,2
"E00046708","E00046708",93,27,42,18,5,1
"E00046709","E00046709",120,42,52,22,4,0
"E00046710","E00046710",134,61,59,11,2,1
"E00046711","E00046711",125,49,47,20,9,0
"E00046712","E00046712",163,62,76,23,2,0
"E00046713","E00046713",133,101,25,7,0,0
"E00046714","E00046714",124,65,46,9,4,0
"E00046715","E00046715",152,91,39,19,2,1
"E00046716","E00046716",115,57,38,17,2,1
"E00046717","E00046717",135,57,54,20,3,1
"E00046718","E00046718",99,73,22,4,0,0
"E00046719","E00046719",137,27,61,45,3,1
"E00046720","E00046720",216,32,109,64,9,2
"E00046721","E00046721",197,31,86,63,17,0
"E00046722","E00046722",144,33,65,34,11,1
"E00046723","E00046723",127,28,59,32,7,1
"E00046724","E00046724",126,17,52,47,10,0
"E00046725","E00046725",134,71,44,16,3,0
"E00046726","E00046726",124,16,63,38,4,3
"E00046727","E00046727",107,11,43,44,7,2
"E00046728","E00046728",132,54,61,12,4,1
"E00046729","E00046729",103,9,40,42,7,5
"E00046730","E00046730",127,12,39,61,12,3
"E00046731","E00046731",123,9,48,57,8,1
"E00046732","E00046732",175,125,34,14,1,1
"E00046733","E00046733",99,48,38,10,2,1
"E00046734","E00046734",120,51,49,15,2,3
"E00046735","E00046735",112,17,41,39,12,3
"E00046736","E00046736",132,29,59,35,6,3
"E00046737","E00046737",113,24,54,30,4,1
"E00046738","E00046738",126,13,59,44,7,3
"E00046739","E00046739",136,28,56,44,6,2
"E00046740","E00046740",134,44,57,29,4,0
"E00046741","E00046741",101,25,54,19,2,1
"E00046742","E00046742",145,31,56,49,5,4
"E00046743","E00046743",125,23,51,41,10,0
"E00046744","E00046744",119,9,53,44,11,2
"E00046745","E00046745",135,30,57,37,6,5
"E00046746","E00046746",120,28,57,31,4,0
"E00046747","E00046747",149,69,56,22,2,0
"E00046748","E00046748",128,11,63,43,9,2
"E00046749","E00046749",140,22,74,36,6,2
"E00046750","E00046750",177,33,104,33,6,1
"E00046751","E00046751",134,16,64,47,7,0
"E00046752","E00046752",135,24,81,25,4,1
"E00046753","E00046753",129,33,47,42,6,1
"E00046754","E00046754",115,36,52,21,6,0
"E00046755","E00046755",245,48,115,77,5,0
"E00046756","E00046756",157,61,66,24,6,0
"E00046757","E00046757",164,22,77,54,10,1
"E00046758","E00046758",130,24,72,28,4,2
"E00046759","E00046759",134,32,63,36,3,0
"E00046760","E00046760",148,36,78,31,3,0
"E00046761","E00046761",126,32,60,27,6,1
"E00046762","E00046762",143,47,67,21,5,3
"E00046763","E00046763",185,45,96,40,3,1
"E00046764","E00046764",127,25,58,34,5,5
"E00046765","E00046765",133,30,57,42,2,2
"E00046766","E00046766",131,35,62,28,6,0
"E00046767","E00046767",118,29,54,26,9,0
"E00046768","E00046768",122,57,47,13,4,1
"E00046769","E00046769",122,28,48,38,7,1
"E00046770","E00046770",130,48,54,22,4,2
"E00046771","E00046771",120,18,58,36,8,0
"E00046772","E00046772",125,22,58,37,7,1
"E00046773","E00046773",112,43,48,16,4,1
"E00046774","E00046774",130,34,54,30,10,2
"E00046775","E00046775",132,26,61,38,4,3
"E00046776","E00046776",146,31,71,32,11,1
"E00046777","E00046777",163,24,74,51,10,4
"E00046778","E00046778",131,29,58,42,2,0
"E00046779","E00046779",121,27,56,28,9,1
"E00046780","E00046780",130,20,58,37,10,5
"E00046781","E00046781",129,31,62,25,8,3
"E00046782","E00046782",123,33,60,25,4,1
"E00046783","E00046783",120,27,54,32,7,0
"E00046784","E00046784",113,38,54,18,3,0
"E00046785","E00046785",133,25,55,44,6,3
"E00046786","E00046786",120,23,61,28,6,2
"E00046787","E00046787",125,36,58,25,5,1
"E00046788","E00046788",115,36,54,23,2,0
"E00046789","E00046789",123,57,48,15,3,0
"E00046790","E00046790",151,67,63,17,4,0
"E00046791","E00046791",112,32,55,21,4,0
"E00046792","E00046792",143,36,76,25,4,2
"E00046793","E00046793",110,23,42,34,8,3
"E00046794","E00046794",108,49,42,15,2,0
"E00046795","E00046795",117,49,40,23,5,0
"E00046796","E00046796",121,48,48,22,2,1
"E00046797","E00046797",121,39,47,30,3,2
"E00046798","E00046798",130,18,56,42,8,6
"E00046799","E00046799",114,50,42,18,2,2
"E00046800","E00046800",133,47,56,24,5,1
"E00046801","E00046801",114,24,56,23,8,3
"E00046802","E00046802",112,51,47,12,1,1
"E00046803","E00046803",149,44,69,32,3,1
"E00046804","E00046804",105,40,44,19,2,0
"E00046805","E00046805",116,13,56,41,6,0
"E00046806","E00046806",129,13,65,43,7,1
"E00046807","E00046807",122,33,63,20,3,3
"E00046808","E00046808",117,12,63,34,3,5
"E00046809","E00046809",103,16,63,20,2,2
"E00046810","E00046810",127,50,52,21,3,1
"E00046811","E00046811",115,34,57,15,6,3
"E00046812","E00046812",118,48,46,21,3,0
"E00046813","E00046813",132,31,61,34,6,0
"E00046814","E00046814",148,39,75,28,5,1
"E00046815","E00046815",128,31,55,34,6,2
"E00046816","E00046816",133,32,78,19,2,2
"E00046817","E00046817",129,47,46,31,4,1
"E00046818","E00046818",132,26,62,35,8,1
"E00046819","E00046819",121,26,64,24,5,2
"E00046820","E00046820",154,37,75,38,4,0
"E00046821","E00046821",123,54,54,14,1,0
"E00046822","E00046822",137,81,43,10,2,1
"E00046823","E00046823",123,34,60,25,3,1
"E00046824","E00046824",125,50,53,17,4,1
"E00046825","E00046825",125,49,60,13,3,0
"E00046826","E00046826",129,31,57,32,8,1
"E00046827","E00046827",127,34,64,25,2,2
"E00046828","E00046828",138,34,70,25,7,2
"E00046829","E00046829",137,29,70,33,4,1
"E00046830","E00046830",144,28,65,42,8,1
"E00046831","E00046831",147,28,91,25,1,2
"E00046832","E00046832",146,46,66,31,2,1
"E00046833","E00046833",110,25,57,25,3,0
"E00046834","E00046834",120,17,69,28,5,1
"E00046835","E00046835",140,90,46,4,0,0
"E00046836","E00046836",157,50,65,31,6,5
"E00046837","E00046837",122,16,57,44,3,2
"E00046838","E00046838",119,17,51,41,8,2
"E00046839","E00046839",77,49,23,5,0,0
"E00046840","E00046840",135,26,81,24,3,1
"E00046841","E00046841",111,23,62,20,3,3
"E00046842","E00046842",142,22,68,42,8,2
"E00046843","E00046843",122,17,75,26,3,1
"E00046844","E00046844",144,36,69,34,4,1
"E00046845","E00046845",113,41,41,25,4,2
"E00046846","E00046846",139,24,70,40,3,2
"E00046847","E00046847",118,11,66,34,5,2
"E00046848","E00046848",100,58,22,17,2,1
"E00046849","E00046849",122,39,54,24,5,0
"E00046850","E00046850",132,63,52,15,2,0
"E00046851","E00046851",126,22,58,40,6,0
"E00046852","E00046852",109,53,39,16,1,0
"E00046853","E00046853",131,25,46,42,14,4
"E00046854","E00046854",135,23,76,31,3,2
"E00046855","E00046855",130,63,51,12,3,1
"E00046856","E00046856",139,31,68,32,7,1
"E00046857","E00046857",133,29,71,27,5,1
"E00046858","E00046858",119,40,51,23,5,0
"E00046859","E00046859",125,28,65,24,7,1
"E00046860","E00046860",127,33,54,28,11,1
"E00046861","E00046861",131,43,57,25,6,0
"E00046862","E00046862",120,28,56,29,4,3
"E00046863","E00046863",121,32,67,21,1,0
"E00046864","E00046864",124,25,61,32,5,1
"E00046865","E00046865",127,25,54,38,8,2
"E00046866","E00046866",115,17,54,39,5,0
"E00046867","E00046867",96,27,43,20,5,1
"E00046868","E00046868",100,25,42,29,3,1
"E00046869","E00046869",136,45,54,35,2,0
"E00046870","E00046870",129,33,64,20,12,0
"E00046871","E00046871",115,28,57,23,6,1
"E00046873","E00046873",123,29,57,29,6,2
"E00046874","E00046874",135,36,53,36,9,1
"E00046875","E00046875",127,20,58,33,9,7
"E00046876","E00046876",118,16,53,38,8,3
"E00046877","E00046877",108,25,45,34,4,0
"E00046878","E00046878",131,24,67,32,8,0
"E00046879","E00046879",128,27,70,26,4,1
"E00046880","E00046880",90,19,47,18,6,0
"E00046881","E00046881",123,30,48,33,10,2
"E00046882","E00046882",125,22,64,31,6,2
"E00046883","E00046883",119,28,56,25,7,3
"E00046884","E00046884",132,25,64,37,5,1
"E00046885","E00046885",146,27,72,37,8,2
"E00046886","E00046886",142,27,74,33,8,0
"E00046887","E00046887",116,18,62,31,4,1
"E00046888","E00046888",102,16,44,39,2,1
"E00046889","E00046889",119,25,61,28,5,0
"E00046890","E00046890",123,39,54,22,6,2
"E00046891","E00046891",136,25,56,47,5,3
"E00046892","E00046892",125,19,53,47,6,0
"E00046893","E00046893",126,35,57,30,4,0
"E00046894","E00046894",95,20,37,28,9,1
"E00046895","E00046895",111,27,35,35,10,4
"E00046896","E00046896",113,20,49,33,10,1
"E00046897","E00046897",128,24,63,34,6,1
"E00046898","E00046898",116,25,64,18,7,2
"E00046899","E00046899",117,18,54,32,12,1
"E00046900","E00046900",129,24,79,21,5,0
"E00046901","E00046901",142,26,76,31,9,0
"E00046902","E00046902",122,34,66,18,4,0
"E00046903","E00046903",149,33,67,37,11,1
"E00046904","E00046904",137,20,62,44,9,2
"E00046905","E00046905",147,23,78,34,12,0
"E00046906","E00046906",120,49,54,13,2,2
"E00046907","E00046907",114,58,35,21,0,0
"E00046908","E00046908",142,44,73,20,3,2
"E00046909","E00046909",117,51,47,16,3,0
"E00046910","E00046910",139,25,59,44,9,2
"E00046911","E00046911",127,3,36,66,16,6
"E00046912","E00046912",124,30,35,40,11,8
"E00046913","E00046913",115,6,63,38,6,2
"E00046914","E00046914",116,54,42,19,1,0
"E00046915","E00046915",128,12,63,40,10,3
"E00046916","E00046916",120,17,49,42,12,0
"E00046917","E00046917",127,24,72,21,9,1
"E00046918","E00046918",132,19,54,52,7,0
"E00046919","E00046919",114,17,43,49,4,1
"E00046920","E00046920",119,31,53,28,6,1
"E00046921","E00046921",134,28,62,34,9,1
"E00046922","E00046922",129,24,52,46,7,0
"E00046923","E00046923",161,25,86,39,8,3
"E00046924","E00046924",131,17,63,43,6,2
"E00046925","E00046925",133,12,60,46,15,0
"E00046926","E00046926",121,30,63,25,2,1
"E00046927","E00046927",122,10,50,50,9,3
"E00046928","E00046928",135,34,60,38,0,3
"E00046929","E00046929",132,22,59,46,2,3
"E00046930","E00046930",125,48,58,17,2,0
"E00046931","E00046931",138,20,69,42,7,0
"E00046932","E00046932",112,43,41,22,4,2
"E00046933","E00046933",65,31,22,9,2,1
"E00046934","E00046934",125,28,57,32,7,1
"E00046935","E00046935",139,16,75,31,10,7
"E00046936","E00046936",135,32,62,35,4,2
"E00046937","E00046937",121,21,57,33,9,1
"E00046938","E00046938",134,30,63,31,9,1
"E00046939","E00046939",114,34,50,24,5,1
"E00046940","E00046940",119,38,58,19,2,2
"E00046941","E00046941",138,50,54,28,5,1
"E00046942","E00046942",125,28,65,27,4,1
"E00046943","E00046943",116,45,51,17,3,0
"E00046944","E00046944",119,37,54,23,5,0
"E00046945","E00046945",117,19,64,26,7,1
"E00046946","E00046946",121,53,50,14,4,0
"E00046947","E00046947",123,48,53,19,3,0
"E00046948","E00046948",130,36,50,38,5,1
"E00046949","E00046949",115,37,51,21,6,0
"E00046950","E00046950",148,74,61,13,0,0
"E00046951","E00046951",123,50,43,23,5,2
