
"QS409EW - Persons per room - Households"
"ONS Crown Copyright Reserved [from Nomis on 18 April 2025]"
"Population :","All households"
"Units      :","Households"
"Date       :","2011"
"Rural Urban:","Total"

"2011 output area","mnemonic","All categories: Number of persons per room in household","Up to 0.5 persons per room","Over 0.5 and up to 1.0 persons per room","Over 1.0 and up to 1.5 persons per room","Over 1.5 persons per room"
"E00045761","E00045761",141,84,51,3,3
"E00045762","E00045762",136,84,44,5,3
"E00045763","E00045763",135,76,48,7,4
"E00045764","E00045764",129,73,49,5,2
"E00045765","E00045765",147,86,53,7,1
"E00045766","E00045766",129,84,43,2,0
"E00045767","E00045767",139,85,47,5,2
"E00045768","E00045768",123,79,41,1,2
"E00045769","E00045769",145,101,41,2,1
"E00045770","E00045770",122,70,46,4,2
"E00045771","E00045771",109,62,36,9,2
"E00045772","E00045772",121,77,42,1,1
"E00045773","E00045773",112,68,43,1,0
"E00045774","E00045774",121,72,38,7,4
"E00045775","E00045775",125,65,55,5,0
"E00045776","E00045776",111,70,40,1,0
"E00045777","E00045777",111,78,28,3,2
"E00045778","E00045778",109,59,47,2,1
"E00045779","E00045779",117,57,51,8,1
"E00045780","E00045780",111,63,42,5,1
"E00045781","E00045781",135,91,37,4,3
"E00045782","E00045782",125,78,45,1,1
"E00045783","E00045783",115,57,53,4,1
"E00045784","E00045784",125,76,43,6,0
"E00045785","E00045785",116,60,54,2,0
"E00045786","E00045786",119,60,50,6,3
"E00045787","E00045787",119,78,38,3,0
"E00045788","E00045788",125,69,50,3,3
"E00045789","E00045789",90,56,30,4,0
"E00045790","E00045790",109,55,54,0,0
"E00045791","E00045791",118,69,47,2,0
"E00045792","E00045792",104,54,42,7,1
"E00045793","E00045793",115,71,37,7,0
"E00045794","E00045794",124,73,43,5,3
"E00045795","E00045795",136,86,41,8,1
"E00045796","E00045796",112,59,46,6,1
"E00045797","E00045797",137,80,53,2,2
"E00045798","E00045798",135,79,47,6,3
"E00045799","E00045799",118,63,49,6,0
"E00045800","E00045800",124,56,58,9,1
"E00045801","E00045801",100,44,47,7,2
"E00045802","E00045802",128,70,52,5,1
"E00045803","E00045803",140,71,54,14,1
"E00045804","E00045804",127,67,49,8,3
"E00045805","E00045805",119,58,45,11,5
"E00045806","E00045806",160,105,49,5,1
"E00045807","E00045807",141,97,44,0,0
"E00045808","E00045808",103,36,45,18,4
"E00045809","E00045809",109,59,37,8,5
"E00045810","E00045810",107,53,51,2,1
"E00045811","E00045811",133,65,57,9,2
"E00045812","E00045812",147,71,66,7,3
"E00045813","E00045813",145,115,27,3,0
"E00045814","E00045814",145,90,50,3,2
"E00045815","E00045815",221,140,70,4,7
"E00045816","E00045816",85,50,30,4,1
"E00045817","E00045817",135,68,56,7,4
"E00045818","E00045818",166,73,75,16,2
"E00045819","E00045819",147,95,47,4,1
"E00045820","E00045820",135,58,73,4,0
"E00045821","E00045821",133,93,33,3,4
"E00045822","E00045822",125,69,45,10,1
"E00045823","E00045823",135,111,24,0,0
"E00045825","E00045825",119,73,45,1,0
"E00045826","E00045826",133,85,45,3,0
"E00045827","E00045827",126,86,40,0,0
"E00045828","E00045828",117,73,44,0,0
"E00045829","E00045829",111,75,35,1,0
"E00045830","E00045830",135,90,42,1,2
"E00045831","E00045831",127,87,36,4,0
"E00045832","E00045832",126,91,35,0,0
"E00045833","E00045833",133,102,31,0,0
"E00045834","E00045834",131,105,25,1,0
"E00045835","E00045835",137,92,44,1,0
"E00045836","E00045836",130,75,51,2,2
"E00045837","E00045837",127,91,35,0,1
"E00045838","E00045838",135,79,50,6,0
"E00045839","E00045839",150,103,45,2,0
"E00045840","E00045840",127,86,39,2,0
"E00045841","E00045841",132,69,49,8,6
"E00045842","E00045842",119,50,59,9,1
"E00045843","E00045843",121,76,38,6,1
"E00045844","E00045844",134,71,52,5,6
"E00045845","E00045845",117,77,36,4,0
"E00045846","E00045846",113,62,42,5,4
"E00045847","E00045847",114,40,64,8,2
"E00045848","E00045848",159,96,52,9,2
"E00045849","E00045849",102,75,25,1,1
"E00045850","E00045850",111,64,43,4,0
"E00045851","E00045851",130,100,28,2,0
"E00045852","E00045852",114,67,42,4,1
"E00045853","E00045853",120,60,50,8,2
"E00045854","E00045854",118,74,40,3,1
"E00045855","E00045855",119,71,46,1,1
"E00045856","E00045856",116,71,42,3,0
"E00045857","E00045857",106,93,12,0,1
"E00045858","E00045858",119,84,33,2,0
"E00045859","E00045859",132,78,48,5,1
"E00045860","E00045860",120,71,44,4,1
"E00045861","E00045861",135,85,46,3,1
"E00045862","E00045862",127,71,47,9,0
"E00045863","E00045863",106,71,33,2,0
"E00045864","E00045864",128,82,44,2,0
"E00045865","E00045865",112,66,39,7,0
"E00045866","E00045866",108,88,17,3,0
"E00045867","E00045867",123,67,50,5,1
"E00045868","E00045868",118,85,30,3,0
"E00045869","E00045869",121,75,42,4,0
"E00045870","E00045870",113,65,47,1,0
"E00045871","E00045871",133,87,43,1,2
"E00045872","E00045872",126,82,42,2,0
"E00045873","E00045873",119,78,39,0,2
"E00045874","E00045874",126,82,41,3,0
"E00045875","E00045875",150,93,52,5,0
"E00045876","E00045876",132,75,52,5,0
"E00045877","E00045877",124,90,32,2,0
"E00045878","E00045878",159,107,50,1,1
"E00045879","E00045879",118,69,45,4,0
"E00045880","E00045880",140,80,55,5,0
"E00045881","E00045881",139,82,55,2,0
"E00045882","E00045882",132,76,52,3,1
"E00045883","E00045883",136,91,41,3,1
"E00045884","E00045884",119,71,41,5,2
"E00045885","E00045885",138,93,41,4,0
"E00045886","E00045886",137,88,41,7,1
"E00045887","E00045887",162,117,43,2,0
"E00045888","E00045888",130,78,48,3,1
"E00045889","E00045889",131,79,46,5,1
"E00045890","E00045890",122,79,40,3,0
"E00045891","E00045891",131,96,34,0,1
"E00045892","E00045892",133,99,33,1,0
"E00045893","E00045893",134,90,38,5,1
"E00045894","E00045894",137,108,28,0,1
"E00045895","E00045895",117,92,24,0,1
"E00045896","E00045896",144,88,54,2,0
"E00045897","E00045897",156,128,28,0,0
"E00045898","E00045898",149,102,41,6,0
"E00045899","E00045899",132,89,41,2,0
"E00045900","E00045900",124,83,38,2,1
"E00045901","E00045901",136,65,65,6,0
"E00045902","E00045902",88,41,44,1,2
"E00045904","E00045904",120,46,63,10,1
"E00045905","E00045905",118,42,63,10,3
"E00045906","E00045906",207,121,70,13,3
"E00045907","E00045907",90,43,37,9,1
"E00045909","E00045909",121,55,51,12,3
"E00045910","E00045910",117,46,61,8,2
"E00045911","E00045911",160,94,62,3,1
"E00045912","E00045912",65,41,20,3,1
"E00045913","E00045913",121,50,59,10,2
"E00045914","E00045914",145,65,62,15,3
"E00045915","E00045915",91,34,51,3,3
"E00045916","E00045916",51,30,17,2,2
"E00045917","E00045917",168,83,74,9,2
"E00045918","E00045918",104,34,55,12,3
"E00045919","E00045919",132,50,74,5,3
"E00045920","E00045920",132,62,59,8,3
"E00045921","E00045921",113,46,45,19,3
"E00045922","E00045922",178,106,60,5,7
"E00045923","E00045923",110,43,52,11,4
"E00045924","E00045924",113,60,40,6,7
"E00045925","E00045925",166,74,73,15,4
"E00045926","E00045926",136,75,51,5,5
"E00045927","E00045927",133,87,32,10,4
"E00045928","E00045928",112,47,51,10,4
"E00045929","E00045929",123,74,40,7,2
"E00045930","E00045930",120,49,51,17,3
"E00045931","E00045931",97,33,53,10,1
"E00045932","E00045932",91,44,30,10,7
"E00045933","E00045933",145,76,61,6,2
"E00045934","E00045934",131,50,63,14,4
"E00045935","E00045935",153,94,50,6,3
"E00045936","E00045936",123,55,54,10,4
"E00045937","E00045937",108,28,59,17,4
"E00045939","E00045939",110,40,56,10,4
"E00045940","E00045940",111,38,53,15,5
"E00045941","E00045941",171,117,43,8,3
"E00045943","E00045943",123,55,51,14,3
"E00045944","E00045944",136,62,56,13,5
"E00045945","E00045945",111,59,38,10,4
"E00045946","E00045946",133,70,45,14,4
"E00045947","E00045947",140,73,53,9,5
"E00045948","E00045948",140,62,56,17,5
"E00045949","E00045949",126,78,38,7,3
"E00045950","E00045950",124,63,52,5,4
"E00045951","E00045951",155,114,36,4,1
"E00045952","E00045952",109,58,45,6,0
"E00045953","E00045953",133,86,41,6,0
"E00045954","E00045954",119,65,44,8,2
"E00045955","E00045955",137,67,62,7,1
"E00045956","E00045956",111,43,45,17,6
"E00045957","E00045957",140,82,55,2,1
"E00045959","E00045959",115,50,50,14,1
"E00045960","E00045960",164,115,41,5,3
"E00045961","E00045961",129,58,60,9,2
"E00045962","E00045962",105,38,56,10,1
"E00045963","E00045963",148,73,62,10,3
"E00045964","E00045964",110,67,40,2,1
"E00045965","E00045965",127,66,48,13,0
"E00045966","E00045966",143,61,71,8,3
"E00045967","E00045967",124,47,56,18,3
"E00045968","E00045968",186,87,82,8,9
"E00045969","E00045969",117,47,59,9,2
"E00045970","E00045970",110,73,31,5,1
"E00045971","E00045971",164,140,24,0,0
"E00045972","E00045972",122,89,33,0,0
"E00045973","E00045973",119,86,31,1,1
"E00045974","E00045974",142,97,40,4,1
"E00045975","E00045975",113,98,15,0,0
"E00045976","E00045976",130,106,21,3,0
"E00045977","E00045977",146,121,22,2,1
"E00045978","E00045978",154,131,23,0,0
"E00045979","E00045979",128,99,27,1,1
"E00045980","E00045980",134,92,40,1,1
"E00045981","E00045981",120,91,28,1,0
"E00045982","E00045982",120,105,14,1,0
"E00045983","E00045983",113,97,16,0,0
"E00045984","E00045984",134,106,25,2,1
"E00045985","E00045985",145,102,42,1,0
"E00045986","E00045986",160,130,30,0,0
"E00045987","E00045987",114,74,40,0,0
"E00045988","E00045988",118,96,22,0,0
"E00045989","E00045989",127,111,16,0,0
"E00045990","E00045990",180,141,37,2,0
"E00045991","E00045991",146,111,32,1,2
"E00045992","E00045992",159,139,17,1,2
"E00045993","E00045993",159,119,36,2,2
"E00045994","E00045994",137,103,33,1,0
"E00045995","E00045995",135,121,13,0,1
"E00045996","E00045996",124,71,46,7,0
"E00045997","E00045997",113,87,25,1,0
"E00045998","E00045998",128,63,56,6,3
"E00045999","E00045999",125,102,21,2,0
"E00046000","E00046000",145,122,22,0,1
"E00046001","E00046001",135,108,27,0,0
"E00046002","E00046002",125,84,32,7,2
"E00046003","E00046003",131,85,40,5,1
"E00046004","E00046004",126,98,25,2,1
"E00046005","E00046005",132,112,19,1,0
"E00046006","E00046006",145,122,22,1,0
"E00046007","E00046007",146,68,74,3,1
"E00046008","E00046008",129,69,57,2,1
"E00046009","E00046009",118,103,13,2,0
"E00046010","E00046010",138,74,58,5,1
"E00046011","E00046011",115,100,15,0,0
"E00046012","E00046012",120,69,45,4,2
"E00046013","E00046013",149,103,42,4,0
"E00046014","E00046014",153,69,74,8,2
"E00046015","E00046015",118,80,34,3,1
"E00046016","E00046016",120,92,26,1,1
"E00046017","E00046017",150,96,51,2,1
"E00046018","E00046018",138,86,51,1,0
"E00046019","E00046019",138,87,46,5,0
"E00046020","E00046020",117,85,32,0,0
"E00046021","E00046021",128,88,40,0,0
"E00046022","E00046022",116,77,37,1,1
"E00046023","E00046023",127,79,45,3,0
"E00046024","E00046024",131,88,42,1,0
"E00046025","E00046025",128,95,31,2,0
"E00046026","E00046026",133,75,55,2,1
"E00046027","E00046027",125,91,32,2,0
"E00046028","E00046028",135,91,44,0,0
"E00046029","E00046029",132,105,25,2,0
"E00046030","E00046030",119,93,21,5,0
"E00046031","E00046031",135,99,34,2,0
"E00046032","E00046032",122,73,42,6,1
"E00046033","E00046033",116,67,47,1,1
"E00046034","E00046034",112,67,42,2,1
"E00046035","E00046035",118,80,34,3,1
"E00046036","E00046036",111,70,40,1,0
"E00046037","E00046037",115,74,37,3,1
"E00046038","E00046038",127,110,17,0,0
"E00046039","E00046039",137,99,34,2,2
"E00046040","E00046040",131,100,30,1,0
"E00046041","E00046041",105,92,12,1,0
"E00046042","E00046042",121,95,26,0,0
"E00046043","E00046043",138,107,31,0,0
"E00046044","E00046044",117,94,23,0,0
"E00046045","E00046045",122,97,24,1,0
"E00046046","E00046046",105,84,21,0,0
"E00046047","E00046047",119,98,21,0,0
"E00046048","E00046048",107,93,14,0,0
"E00046049","E00046049",101,81,19,1,0
"E00046050","E00046050",157,132,23,2,0
"E00046051","E00046051",145,101,42,2,0
"E00046052","E00046052",116,66,44,6,0
"E00046053","E00046053",153,89,55,8,1
"E00046056","E00046056",136,71,57,6,2
"E00046057","E00046057",137,86,45,6,0
"E00046058","E00046058",158,118,37,3,0
"E00046059","E00046059",156,105,50,1,0
"E00046060","E00046060",125,66,48,9,2
"E00046061","E00046061",125,62,52,8,3
"E00046062","E00046062",129,83,38,5,3
"E00046063","E00046063",115,70,37,7,1
"E00046064","E00046064",135,74,57,3,1
"E00046065","E00046065",134,86,44,3,1
"E00046066","E00046066",117,62,47,6,2
"E00046067","E00046067",138,75,55,5,3
"E00046068","E00046068",123,91,26,5,1
"E00046069","E00046069",133,93,38,2,0
"E00046070","E00046070",121,59,57,4,1
"E00046071","E00046071",140,99,38,3,0
"E00046073","E00046073",109,57,48,2,2
"E00046074","E00046074",103,60,38,5,0
"E00046075","E00046075",115,63,46,5,1
"E00046076","E00046076",114,88,22,4,0
"E00046080","E00046080",115,64,44,4,3
"E00046081","E00046081",143,88,52,3,0
"E00046082","E00046082",143,118,22,2,1
"E00046083","E00046083",116,72,38,5,1
"E00046085","E00046085",128,75,46,2,5
"E00046086","E00046086",126,80,42,4,0
"E00046087","E00046087",121,60,53,7,1
"E00046088","E00046088",125,70,52,2,1
"E00046089","E00046089",125,66,55,1,3
"E00046090","E00046090",121,80,37,3,1
"E00046091","E00046091",135,103,25,5,2
"E00046093","E00046093",96,52,42,2,0
"E00046094","E00046094",131,59,63,8,1
"E00046095","E00046095",129,82,45,2,0
"E00046096","E00046096",142,79,56,7,0
"E00046097","E00046097",129,81,38,5,5
"E00046098","E00046098",97,66,23,5,3
"E00046099","E00046099",127,64,52,11,0
"E00046100","E00046100",129,108,21,0,0
"E00046101","E00046101",125,67,54,3,1
"E00046102","E00046102",123,70,43,9,1
"E00046103","E00046103",131,66,58,6,1
"E00046104","E00046104",113,83,30,0,0
"E00046105","E00046105",112,65,40,7,0
"E00046106","E00046106",105,69,25,10,1
"E00046107","E00046107",121,81,33,3,4
"E00046108","E00046108",142,66,67,9,0
"E00046109","E00046109",160,110,44,6,0
"E00046110","E00046110",137,99,35,3,0
"E00046111","E00046111",133,78,51,3,1
"E00046112","E00046112",123,59,57,7,0
"E00046113","E00046113",112,38,68,4,2
"E00046114","E00046114",99,53,41,4,1
"E00046115","E00046115",103,73,30,0,0
"E00046116","E00046116",114,51,59,4,0
"E00046117","E00046117",146,80,62,4,0
"E00046118","E00046118",96,45,48,2,1
"E00046119","E00046119",154,96,52,5,1
"E00046120","E00046120",132,63,61,5,3
"E00046121","E00046121",120,78,40,1,1
"E00046122","E00046122",166,130,32,4,0
"E00046123","E00046123",135,69,60,6,0
"E00046124","E00046124",110,74,32,4,0
"E00046125","E00046125",134,87,45,2,0
"E00046126","E00046126",122,75,44,3,0
"E00046127","E00046127",136,73,55,4,4
"E00046128","E00046128",131,72,54,3,2
"E00046129","E00046129",132,74,50,8,0
"E00046130","E00046130",116,66,47,3,0
"E00046131","E00046131",130,82,44,4,0
"E00046132","E00046132",140,93,47,0,0
"E00046133","E00046133",218,143,68,4,3
"E00046134","E00046134",159,111,43,4,1
"E00046135","E00046135",142,83,53,4,2
"E00046136","E00046136",167,128,39,0,0
"E00046137","E00046137",120,72,45,2,1
"E00046138","E00046138",126,79,40,3,4
"E00046140","E00046140",112,83,29,0,0
"E00046141","E00046141",170,126,39,3,2
"E00046142","E00046142",114,86,27,0,1
"E00046143","E00046143",115,77,37,1,0
"E00046144","E00046144",113,87,24,2,0
"E00046145","E00046145",81,54,25,2,0
"E00046146","E00046146",112,87,23,2,0
"E00046147","E00046147",116,92,23,1,0
"E00046148","E00046148",189,120,64,4,1
"E00046149","E00046149",142,98,41,2,1
"E00046150","E00046150",130,89,41,0,0
"E00046151","E00046151",96,46,46,4,0
"E00046152","E00046152",109,68,40,1,0
"E00046153","E00046153",143,105,38,0,0
"E00046154","E00046154",117,71,43,3,0
"E00046155","E00046155",142,86,52,3,1
"E00046156","E00046156",81,56,24,1,0
"E00046157","E00046157",125,87,33,3,2
"E00046158","E00046158",113,83,26,4,0
"E00046159","E00046159",160,135,25,0,0
"E00046160","E00046160",132,101,29,1,1
"E00046161","E00046161",127,98,29,0,0
"E00046162","E00046162",122,81,41,0,0
"E00046163","E00046163",208,130,76,1,1
"E00046164","E00046164",140,97,42,1,0
"E00046166","E00046166",111,68,40,3,0
"E00046167","E00046167",108,81,25,2,0
"E00046168","E00046168",116,58,54,4,0
"E00046169","E00046169",82,36,43,1,2
"E00046170","E00046170",117,88,27,2,0
"E00046171","E00046171",126,90,35,1,0
"E00046172","E00046172",133,76,51,5,1
"E00046173","E00046173",123,77,42,3,1
"E00046174","E00046174",140,112,28,0,0
"E00046175","E00046175",145,95,47,3,0
"E00046176","E00046176",130,82,44,4,0
"E00046177","E00046177",115,74,36,4,1
"E00046178","E00046178",123,74,45,4,0
"E00046179","E00046179",136,87,46,3,0
"E00046180","E00046180",135,78,49,7,1
"E00046181","E00046181",155,112,42,1,0
"E00046182","E00046182",134,91,38,4,1
"E00046183","E00046183",149,90,55,4,0
"E00046184","E00046184",113,84,27,2,0
"E00046185","E00046185",133,87,44,1,1
"E00046186","E00046186",145,93,51,1,0
"E00046187","E00046187",171,115,55,0,1
"E00046188","E00046188",136,89,46,1,0
"E00046189","E00046189",153,99,53,1,0
"E00046190","E00046190",73,47,24,1,1
"E00046191","E00046191",135,96,38,1,0
"E00046192","E00046192",120,69,48,3,0
"E00046193","E00046193",110,72,35,2,1
"E00046194","E00046194",166,117,46,3,0
"E00046195","E00046195",98,73,24,0,1
"E00046196","E00046196",186,126,57,3,0
"E00046197","E00046197",118,81,35,2,0
"E00046198","E00046198",125,80,39,6,0
"E00046199","E00046199",117,74,42,1,0
"E00046200","E00046200",131,91,40,0,0
"E00046201","E00046201",121,95,25,0,1
"E00046202","E00046202",148,110,33,4,1
"E00046203","E00046203",127,81,43,3,0
"E00046204","E00046204",128,53,58,15,2
"E00046205","E00046205",118,81,33,3,1
"E00046206","E00046206",140,80,57,2,1
"E00046207","E00046207",121,94,21,6,0
"E00046208","E00046208",110,69,36,5,0
"E00046209","E00046209",120,89,27,4,0
"E00046210","E00046210",111,71,38,2,0
"E00046211","E00046211",137,77,49,11,0
"E00046212","E00046212",120,88,27,5,0
"E00046213","E00046213",120,85,33,2,0
"E00046214","E00046214",104,71,30,3,0
"E00046215","E00046215",125,91,34,0,0
"E00046216","E00046216",114,71,40,2,1
"E00046217","E00046217",118,82,31,5,0
"E00046218","E00046218",117,74,35,6,2
"E00046219","E00046219",107,75,31,1,0
"E00046220","E00046220",124,70,51,3,0
"E00046221","E00046221",114,72,36,1,5
"E00046222","E00046222",116,76,37,3,0
"E00046223","E00046223",123,97,25,1,0
"E00046224","E00046224",144,123,19,2,0
"E00046225","E00046225",145,112,32,1,0
"E00046226","E00046226",122,54,56,9,3
"E00046227","E00046227",128,88,38,2,0
"E00046228","E00046228",160,129,31,0,0
"E00046229","E00046229",141,120,20,1,0
"E00046230","E00046230",135,108,23,4,0
"E00046231","E00046231",180,76,95,6,3
"E00046232","E00046232",125,85,35,3,2
"E00046233","E00046233",134,109,23,2,0
"E00046234","E00046234",128,89,37,2,0
"E00046235","E00046235",136,91,43,2,0
"E00046236","E00046236",204,128,71,3,2
"E00046237","E00046237",118,94,20,4,0
"E00046238","E00046238",117,84,31,2,0
"E00046239","E00046239",134,111,23,0,0
"E00046240","E00046240",126,95,27,4,0
"E00046242","E00046242",140,98,40,0,2
"E00046244","E00046244",106,67,36,3,0
"E00046245","E00046245",139,109,28,2,0
"E00046246","E00046246",136,73,60,3,0
"E00046247","E00046247",115,92,23,0,0
"E00046248","E00046248",147,72,70,4,1
"E00046249","E00046249",137,113,24,0,0
"E00046250","E00046250",135,68,60,5,2
"E00046251","E00046251",129,77,46,5,1
"E00046252","E00046252",123,103,19,1,0
"E00046253","E00046253",138,100,35,3,0
"E00046254","E00046254",129,69,54,6,0
"E00046255","E00046255",111,76,33,2,0
"E00046256","E00046256",139,97,38,1,3
"E00046257","E00046257",142,82,57,3,0
"E00046258","E00046258",113,94,16,3,0
"E00046259","E00046259",81,49,29,3,0
"E00046260","E00046260",122,78,39,4,1
"E00046261","E00046261",148,87,56,3,2
"E00046262","E00046262",142,90,50,2,0
"E00046263","E00046263",111,88,22,1,0
"E00046264","E00046264",159,98,53,7,1
"E00046265","E00046265",101,64,35,1,1
"E00046266","E00046266",135,83,48,4,0
"E00046267","E00046267",113,92,20,1,0
"E00046268","E00046268",130,105,25,0,0
"E00046269","E00046269",111,91,19,0,1
"E00046270","E00046270",128,97,28,3,0
"E00046271","E00046271",136,92,37,7,0
"E00046272","E00046272",128,94,31,2,1
"E00046273","E00046273",119,75,44,0,0
"E00046274","E00046274",111,52,52,7,0
"E00046275","E00046275",127,70,50,6,1
"E00046276","E00046276",173,122,49,2,0
"E00046277","E00046277",109,84,25,0,0
"E00046278","E00046278",127,67,53,5,2
"E00046279","E00046279",139,99,38,2,0
"E00046280","E00046280",115,81,31,1,2
"E00046281","E00046281",101,53,42,6,0
"E00046283","E00046283",134,95,38,1,0
"E00046284","E00046284",250,174,68,7,1
"E00046285","E00046285",122,76,44,1,1
"E00046286","E00046286",136,88,45,3,0
"E00046287","E00046287",131,76,50,4,1
"E00046288","E00046288",142,92,42,8,0
"E00046289","E00046289",138,84,46,8,0
"E00046290","E00046290",122,72,45,3,2
"E00046291","E00046291",149,88,55,5,1
"E00046292","E00046292",99,54,42,3,0
"E00046293","E00046293",147,96,47,3,1
"E00046294","E00046294",122,90,31,1,0
"E00046295","E00046295",127,66,50,9,2
"E00046296","E00046296",143,94,45,3,1
"E00046297","E00046297",130,92,36,2,0
"E00046298","E00046298",127,90,34,1,2
"E00046299","E00046299",137,79,48,10,0
"E00046300","E00046300",119,94,25,0,0
"E00046301","E00046301",134,88,45,1,0
"E00046302","E00046302",156,103,51,1,1
"E00046303","E00046303",114,57,52,4,1
"E00046304","E00046304",96,59,33,3,1
"E00046305","E00046305",111,71,34,6,0
"E00046306","E00046306",95,58,32,5,0
"E00046307","E00046307",102,65,33,3,1
"E00046308","E00046308",131,63,61,7,0
"E00046309","E00046309",115,68,40,5,2
"E00046310","E00046310",128,81,41,4,2
"E00046311","E00046311",116,76,34,5,1
"E00046312","E00046312",110,76,32,2,0
"E00046313","E00046313",124,76,45,3,0
"E00046314","E00046314",125,72,51,1,1
"E00046315","E00046315",131,72,47,11,1
"E00046316","E00046316",115,69,39,5,2
"E00046317","E00046317",122,76,41,3,2
"E00046318","E00046318",144,72,63,6,3
"E00046319","E00046319",119,61,50,8,0
"E00046320","E00046320",124,72,49,2,1
"E00046321","E00046321",100,57,38,3,2
"E00046322","E00046322",118,70,39,8,1
"E00046323","E00046323",130,90,37,3,0
"E00046324","E00046324",116,68,44,4,0
"E00046325","E00046325",116,63,45,7,1
"E00046326","E00046326",124,66,56,2,0
"E00046327","E00046327",129,72,53,4,0
"E00046328","E00046328",124,76,48,0,0
"E00046329","E00046329",128,83,38,7,0
"E00046330","E00046330",134,105,28,1,0
"E00046331","E00046331",125,91,31,2,1
"E00046332","E00046332",113,62,44,6,1
"E00046333","E00046333",132,72,55,4,1
"E00046334","E00046334",121,67,47,5,2
"E00046335","E00046335",116,76,34,6,0
"E00046336","E00046336",127,81,39,5,2
"E00046337","E00046337",133,77,51,4,1
"E00046338","E00046338",109,82,26,0,1
"E00046339","E00046339",130,79,47,3,1
"E00046340","E00046340",123,61,53,9,0
"E00046341","E00046341",137,92,40,4,1
"E00046342","E00046342",121,98,23,0,0
"E00046343","E00046343",137,87,46,3,1
"E00046344","E00046344",180,96,61,11,12
"E00046347","E00046347",115,79,31,5,0
"E00046348","E00046348",114,63,46,3,2
"E00046349","E00046349",144,77,53,10,4
"E00046352","E00046352",130,77,47,3,3
"E00046353","E00046353",142,89,48,5,0
"E00046354","E00046354",141,71,59,10,1
"E00046357","E00046357",118,62,47,6,3
"E00046358","E00046358",197,152,42,3,0
"E00046359","E00046359",92,55,34,3,0
"E00046360","E00046360",196,127,57,6,6
"E00046361","E00046361",79,38,41,0,0
"E00046362","E00046362",85,49,32,3,1
"E00046363","E00046363",98,66,26,5,1
"E00046364","E00046364",84,46,33,4,1
"E00046365","E00046365",83,56,23,3,1
"E00046366","E00046366",195,120,63,5,7
"E00046367","E00046367",239,179,57,3,0
"E00046368","E00046368",112,63,38,11,0
"E00046369","E00046369",101,57,42,2,0
"E00046370","E00046370",134,106,23,3,2
"E00046371","E00046371",116,65,44,6,1
"E00046372","E00046372",102,48,49,5,0
"E00046373","E00046373",133,82,50,1,0
"E00046374","E00046374",88,45,38,3,2
"E00046376","E00046376",133,91,35,4,3
"E00046378","E00046378",112,78,33,1,0
"E00046379","E00046379",343,249,85,4,5
"E00046380","E00046380",99,68,29,1,1
"E00046381","E00046381",102,74,25,3,0
"E00046382","E00046382",141,78,57,2,4
"E00046383","E00046383",139,103,34,2,0
"E00046384","E00046384",105,56,43,5,1
"E00046386","E00046386",150,92,46,6,6
"E00046387","E00046387",138,96,35,2,5
"E00046388","E00046388",130,91,34,3,2
"E00046390","E00046390",236,206,22,8,0
"E00046391","E00046391",157,93,52,10,2
"E00046392","E00046392",134,82,46,4,2
"E00046393","E00046393",235,199,28,3,5
"E00046394","E00046394",142,78,56,5,3
"E00046395","E00046395",149,90,50,7,2
"E00046396","E00046396",121,76,41,1,3
"E00046397","E00046397",134,93,34,6,1
"E00046398","E00046398",246,134,97,10,5
"E00046400","E00046400",76,51,20,4,1
"E00046402","E00046402",181,127,47,1,6
"E00046403","E00046403",109,67,37,2,3
"E00046406","E00046406",91,65,22,0,4
"E00046408","E00046408",203,133,59,9,2
"E00046409","E00046409",142,76,53,10,3
"E00046411","E00046411",242,154,76,7,5
"E00046412","E00046412",172,141,29,1,1
"E00046413","E00046413",120,65,46,9,0
"E00046414","E00046414",98,50,40,6,2
"E00046416","E00046416",112,58,44,9,1
"E00046417","E00046417",133,56,63,12,2
"E00046418","E00046418",147,84,50,8,5
"E00046419","E00046419",127,68,43,14,2
"E00046420","E00046420",113,55,43,14,1
"E00046421","E00046421",154,98,47,6,3
"E00046422","E00046422",118,75,38,4,1
"E00046423","E00046423",119,74,36,8,1
"E00046424","E00046424",125,61,54,8,2
"E00046425","E00046425",135,99,29,3,4
"E00046426","E00046426",179,133,37,6,3
"E00046427","E00046427",194,127,56,6,5
"E00046429","E00046429",112,51,50,4,7
"E00046430","E00046430",144,73,58,12,1
"E00046431","E00046431",130,83,44,3,0
"E00046432","E00046432",154,106,45,2,1
"E00046433","E00046433",194,126,63,5,0
"E00046434","E00046434",226,162,63,1,0
"E00046435","E00046435",103,61,40,2,0
"E00046436","E00046436",129,98,29,1,1
"E00046437","E00046437",149,101,44,4,0
"E00046438","E00046438",138,71,58,6,3
"E00046439","E00046439",123,95,26,2,0
"E00046440","E00046440",123,91,31,1,0
"E00046442","E00046442",138,90,45,3,0
"E00046443","E00046443",117,87,29,0,1
"E00046444","E00046444",115,77,36,2,0
"E00046445","E00046445",220,141,77,2,0
"E00046446","E00046446",139,77,56,5,1
"E00046447","E00046447",114,80,30,4,0
"E00046448","E00046448",135,103,32,0,0
"E00046449","E00046449",113,71,39,2,1
"E00046450","E00046450",110,71,35,4,0
"E00046451","E00046451",123,95,26,2,0
"E00046452","E00046452",122,64,53,5,0
"E00046453","E00046453",134,100,33,0,1
"E00046454","E00046454",126,102,23,0,1
"E00046455","E00046455",139,105,33,1,0
