
"QS303EW - Long-term health problem or disability"
"ONS Crown Copyright Reserved [from Nomis on 18 April 2025]"
"Population :","All usual residents"
"Units      :","Persons"
"Date       :","2011"
"Rural Urban:","Total"

"2011 output area","mnemonic","All categories: Long-term health problem or disability","Day-to-day activities limited a lot","Day-to-day activities limited a little","Day-to-day activities not limited"
"E00048046","E00048046",591,54,67,470
"E00048047","E00048047",580,53,66,461
"E00048048","E00048048",386,41,40,305
"E00048049","E00048049",379,30,26,323
"E00048050","E00048050",357,36,30,291
"E00048051","E00048051",407,47,37,323
"E00048052","E00048052",392,28,37,327
"E00048053","E00048053",373,19,28,326
"E00048054","E00048054",521,45,59,417
"E00048055","E00048055",426,47,43,336
"E00048056","E00048056",512,62,65,385
"E00048057","E00048057",279,34,34,211
"E00048058","E00048058",284,27,41,216
"E00048059","E00048059",250,43,26,181
"E00048060","E00048060",278,39,30,209
"E00048061","E00048061",214,29,24,161
"E00048062","E00048062",236,36,44,156
"E00048063","E00048063",232,16,22,194
"E00048064","E00048064",200,23,31,146
"E00048065","E00048065",313,27,40,246
"E00048066","E00048066",195,14,22,159
"E00048067","E00048067",246,23,21,202
"E00048068","E00048068",266,32,36,198
"E00048069","E00048069",309,24,35,250
"E00048070","E00048070",293,43,35,215
"E00048071","E00048071",322,39,41,242
"E00048072","E00048072",169,6,7,156
"E00048073","E00048073",394,20,23,351
"E00048074","E00048074",278,30,38,210
"E00048075","E00048075",304,33,46,225
"E00048076","E00048076",284,36,43,205
"E00048077","E00048077",340,30,30,280
"E00048078","E00048078",266,40,24,202
"E00048079","E00048079",332,33,34,265
"E00048080","E00048080",279,32,24,223
"E00048081","E00048081",283,34,15,234
"E00048082","E00048082",356,29,35,292
"E00048083","E00048083",360,15,26,319
"E00048084","E00048084",488,40,39,409
"E00048085","E00048085",283,28,20,235
"E00048086","E00048086",283,29,21,233
"E00048087","E00048087",282,23,19,240
"E00048088","E00048088",251,23,34,194
"E00048089","E00048089",287,30,38,219
"E00048090","E00048090",314,34,31,249
"E00048091","E00048091",491,38,41,412
"E00048092","E00048092",404,39,28,337
"E00048093","E00048093",251,27,19,205
"E00048094","E00048094",280,33,33,214
"E00048095","E00048095",220,30,28,162
"E00048096","E00048096",351,43,37,271
"E00048097","E00048097",300,35,28,237
"E00048098","E00048098",322,43,36,243
"E00048099","E00048099",343,36,44,263
"E00048100","E00048100",303,35,36,232
"E00048101","E00048101",273,51,45,177
"E00048102","E00048102",273,27,24,222
"E00048103","E00048103",264,26,32,206
"E00048104","E00048104",358,35,43,280
"E00048105","E00048105",267,26,30,211
"E00048106","E00048106",333,36,41,256
"E00048107","E00048107",289,34,30,225
"E00048108","E00048108",340,31,38,271
"E00048109","E00048109",342,28,32,282
"E00048110","E00048110",352,36,29,287
"E00048111","E00048111",325,34,22,269
"E00048112","E00048112",315,21,28,266
"E00048113","E00048113",268,22,25,221
"E00048114","E00048114",328,29,36,263
"E00048115","E00048115",347,30,30,287
"E00048116","E00048116",272,24,35,213
"E00048117","E00048117",280,45,36,199
"E00048118","E00048118",338,45,40,253
"E00048119","E00048119",343,37,33,273
"E00048120","E00048120",308,53,26,229
"E00048121","E00048121",297,23,38,236
"E00048122","E00048122",378,33,39,306
"E00048123","E00048123",266,21,27,218
"E00048124","E00048124",356,46,30,280
"E00048125","E00048125",359,53,42,264
"E00048126","E00048126",239,24,37,178
"E00048127","E00048127",305,43,47,215
"E00048128","E00048128",291,19,32,240
"E00048129","E00048129",312,62,42,208
"E00048130","E00048130",358,42,44,272
"E00048131","E00048131",322,30,25,267
"E00048132","E00048132",313,14,26,273
"E00048133","E00048133",354,32,40,282
"E00048134","E00048134",348,41,28,279
"E00048135","E00048135",413,24,37,352
"E00048136","E00048136",301,36,22,243
"E00048137","E00048137",433,73,68,292
"E00048138","E00048138",238,25,25,188
"E00048139","E00048139",318,42,29,247
"E00048140","E00048140",388,29,29,330
"E00048141","E00048141",279,26,29,224
"E00048142","E00048142",387,35,37,315
"E00048143","E00048143",265,29,22,214
"E00048144","E00048144",316,37,37,242
"E00048146","E00048146",358,34,24,300
"E00048147","E00048147",288,35,26,227
"E00048148","E00048148",376,57,45,274
"E00048149","E00048149",289,68,36,185
"E00048150","E00048150",389,26,32,331
"E00048152","E00048152",267,27,25,215
"E00048153","E00048153",322,41,27,254
"E00048154","E00048154",277,29,31,217
"E00048155","E00048155",330,38,27,265
"E00048156","E00048156",329,31,26,272
"E00048157","E00048157",342,28,28,286
"E00048158","E00048158",325,39,35,251
"E00048159","E00048159",356,84,31,241
"E00048161","E00048161",308,25,45,238
"E00048162","E00048162",401,66,46,289
"E00048163","E00048163",335,25,30,280
"E00048164","E00048164",322,36,42,244
"E00048165","E00048165",310,37,29,244
"E00048166","E00048166",340,37,41,262
"E00048167","E00048167",256,19,32,205
"E00048168","E00048168",272,25,33,214
"E00048169","E00048169",383,34,32,317
"E00048170","E00048170",354,31,37,286
"E00048171","E00048171",344,32,38,274
"E00048172","E00048172",284,24,32,228
"E00048173","E00048173",349,22,39,288
"E00048174","E00048174",300,26,29,245
"E00048175","E00048175",339,19,31,289
"E00048176","E00048176",170,17,23,130
"E00048177","E00048177",312,22,27,263
"E00048178","E00048178",296,19,21,256
"E00048179","E00048179",310,25,35,250
"E00048180","E00048180",320,24,31,265
"E00048181","E00048181",309,18,23,268
"E00048182","E00048182",343,25,25,293
"E00048183","E00048183",293,28,41,224
"E00048184","E00048184",306,30,27,249
"E00048185","E00048185",331,21,28,282
"E00048186","E00048186",223,38,38,147
"E00048187","E00048187",264,23,23,218
"E00048188","E00048188",361,63,45,253
"E00048189","E00048189",391,29,29,333
"E00048190","E00048190",396,28,33,335
"E00048191","E00048191",377,26,33,318
"E00048192","E00048192",363,35,36,292
"E00048193","E00048193",305,86,53,166
"E00048194","E00048194",436,98,65,273
"E00048195","E00048195",368,57,41,270
"E00048196","E00048196",376,44,34,298
"E00048197","E00048197",369,28,36,305
"E00048198","E00048198",424,33,26,365
"E00048199","E00048199",240,51,48,141
"E00048200","E00048200",281,29,34,218
"E00048201","E00048201",385,44,36,305
"E00048202","E00048202",316,49,41,226
"E00048203","E00048203",305,29,31,245
"E00165815","E00165815",379,30,33,316
"E00165817","E00165817",333,30,26,277
"E00175606","E00175606",445,37,37,371
"E00175607","E00175607",176,6,7,163
"E00175608","E00175608",153,7,16,130
"E00175609","E00175609",272,26,25,221
"E00175610","E00175610",158,11,11,136
"E00175611","E00175611",330,14,18,298
"E00175612","E00175612",190,17,18,155
"E00175613","E00175613",310,28,39,243
"E00175614","E00175614",694,21,26,647
"E00175615","E00175615",356,43,40,273
"E00175616","E00175616",219,2,12,205
"E00175617","E00175617",228,4,6,218
"E00175618","E00175618",178,2,3,173
"E00175619","E00175619",251,5,7,239
"E00175620","E00175620",160,7,6,147
"E00175621","E00175621",205,8,12,185
"E00175622","E00175622",225,2,4,219
"E00175623","E00175623",410,7,13,390
"E00175624","E00175624",176,7,1,168
"E00175625","E00175625",202,6,3,193
"E00175626","E00175626",211,9,12,190
"E00175627","E00175627",205,11,8,186
"E00175628","E00175628",170,6,4,160
"E00175629","E00175629",811,13,26,772
"E00175630","E00175630",166,1,8,157
"E00175631","E00175631",196,3,4,189
"E00175632","E00175632",170,3,3,164
"E00175633","E00175633",208,6,3,199
"E00175634","E00175634",201,0,6,195
"E00175635","E00175635",299,88,35,176
"E00175636","E00175636",280,3,1,276
"E00175637","E00175637",253,33,31,189
"E00175638","E00175638",176,4,5,167
"E00175639","E00175639",170,19,8,143
"E00175640","E00175640",183,3,2,178
"E00175641","E00175641",349,40,30,279
"E00175642","E00175642",590,26,38,526
"E00175643","E00175643",170,3,7,160
"E00175644","E00175644",352,5,2,345
"E00175645","E00175645",191,2,4,185
"E00175646","E00175646",527,62,47,418
"E00175647","E00175647",211,3,6,202
"E00175648","E00175648",345,13,27,305
"E00175649","E00175649",1552,8,23,1521
"E00175650","E00175650",920,144,132,644
"E00175651","E00175651",196,4,2,190
"E00175652","E00175652",133,3,3,127
"E00175653","E00175653",242,1,7,234
"E00175654","E00175654",216,12,26,178
"E00175655","E00175655",221,0,4,217
"E00175656","E00175656",251,12,26,213
"E00175657","E00175657",271,3,7,261
"E00175658","E00175658",194,3,6,185
"E00175659","E00175659",757,3,19,735
"E00175660","E00175660",231,3,4,224
"E00175661","E00175661",865,13,22,830
"E00175662","E00175662",422,19,24,379
"E00175663","E00175663",290,23,19,248
"E00175664","E00175664",229,3,9,217
"E00175665","E00175665",233,4,8,221
"E00175666","E00175666",170,0,5,165
"E00175667","E00175667",131,2,2,127
"E00175668","E00175668",166,27,24,115
"E00175669","E00175669",319,59,18,242
"E00175670","E00175670",181,0,3,178
"E00175671","E00175671",562,3,11,548
"E00175672","E00175672",1286,6,35,1245
"E00175673","E00175673",221,17,21,183
"E00175674","E00175674",103,27,25,51
"E00175675","E00175675",235,6,10,219
"E00175676","E00175676",210,1,9,200
"E00175677","E00175677",321,45,31,245
"E00175678","E00175678",230,3,7,220
"E00175679","E00175679",163,1,3,159
"E00175680","E00175680",169,1,3,165
"E00175681","E00175681",99,22,9,68
"E00175682","E00175682",175,30,14,131
"E00175683","E00175683",222,3,1,218
"E00175684","E00175684",185,7,4,174
"E00175685","E00175685",195,3,16,176
"E00175686","E00175686",287,15,20,252
"E00175687","E00175687",453,16,19,418
"E00175688","E00175688",290,33,48,209
"E00175689","E00175689",372,15,13,344
"E00175690","E00175690",252,9,12,231
"E00175691","E00175691",222,12,10,200
"E00175692","E00175692",280,28,37,215
"E00175693","E00175693",266,7,12,247
"E00175694","E00175694",249,3,7,239
"E00175695","E00175695",355,7,12,336
"E00175696","E00175696",298,13,30,255
"E00175697","E00175697",268,12,11,245
"E00175698","E00175698",228,11,20,197
"E00175699","E00175699",245,6,9,230
"E00175700","E00175700",168,30,29,109
"E00175701","E00175701",238,18,31,189
"E00175702","E00175702",336,159,92,85
"E00175703","E00175703",113,9,11,93
"E00175704","E00175704",246,13,11,222
"E00175705","E00175705",290,15,18,257
"E00175706","E00175706",213,4,4,205
"E00175707","E00175707",215,2,2,211
"E00175708","E00175708",177,12,10,155
"E00175709","E00175709",209,1,2,206
"E00175710","E00175710",278,39,13,226
"E00175711","E00175711",295,5,10,280
"E00175712","E00175712",284,8,14,262
"E00175713","E00175713",2100,11,59,2030
"E00175714","E00175714",289,31,36,222
"E00175715","E00175715",248,2,3,243
"E00175716","E00175716",204,1,6,197
"E00175717","E00175717",277,32,14,231
"E00175718","E00175718",892,6,22,864
"E00175719","E00175719",386,5,9,372
"E00175720","E00175720",387,11,24,352
"E00175721","E00175721",381,28,26,327
"E00175722","E00175722",369,3,11,355
"E00175723","E00175723",162,18,10,134
"E00175724","E00175724",288,9,10,269
"E00175725","E00175725",314,40,34,240
"E00175726","E00175726",451,1,9,441
"E00175727","E00175727",339,17,30,292
"E00175728","E00175728",209,1,4,204
"E00175729","E00175729",423,31,35,357
"E00175730","E00175730",300,6,14,280
"E00175731","E00175731",564,40,41,483
"E00175732","E00175732",257,10,15,232
"E00175733","E00175733",113,1,3,109
"E00175734","E00175734",359,20,21,318
"E00175735","E00175735",227,21,18,188
"E00175736","E00175736",271,7,10,254
"E00175737","E00175737",229,2,12,215
"E00175738","E00175738",315,25,32,258
"E00175739","E00175739",228,42,25,161
"E00175740","E00175740",276,23,22,231
"E00175741","E00175741",278,19,22,237
"E00175742","E00175742",285,10,18,257
"E00175743","E00175743",300,5,12,283
"E00175744","E00175744",361,49,43,269
"E00175745","E00175745",165,13,9,143
"E00175746","E00175746",517,26,32,459
"E00175747","E00175747",219,51,41,127
"E00175748","E00175748",253,8,10,235
"E00175749","E00175749",284,31,29,224
"E00175750","E00175750",177,18,15,144
"E00175751","E00175751",352,51,56,245
"E00175752","E00175752",234,23,20,191
"E00175753","E00175753",167,12,22,133
"E00175754","E00175754",282,16,19,247
"E00175755","E00175755",280,20,21,239
"E00175756","E00175756",258,39,39,180
"E00175757","E00175757",399,34,30,335
"E00175758","E00175758",484,7,11,466
"E00175759","E00175759",227,24,22,181
"E00175760","E00175760",165,1,5,159
"E00175761","E00175761",591,18,30,543
"E00175762","E00175762",563,127,45,391
"E00175763","E00175763",118,6,12,100
"E00175764","E00175764",265,20,28,217
"E00175765","E00175765",343,32,26,285
"E00175766","E00175766",248,11,13,224
"E00175767","E00175767",171,8,4,159
"E00175768","E00175768",396,15,18,363
"E00175769","E00175769",1107,20,40,1047
"E00175770","E00175770",158,2,2,154
"E00175771","E00175771",196,2,6,188
"E00175772","E00175772",417,35,23,359
"E00175773","E00175773",222,4,7,211
"E00175774","E00175774",348,23,22,303
"E00175775","E00175775",356,35,40,281
"E00175776","E00175776",438,38,38,362
"E00175777","E00175777",365,25,33,307
"E00175778","E00175778",143,1,3,139
"E00175779","E00175779",218,2,6,210
"E00175780","E00175780",205,1,3,201
"E00175781","E00175781",1368,59,43,1266
"E00175782","E00175782",118,12,13,93
"E00175783","E00175783",850,11,23,816
"E00175784","E00175784",228,28,18,182
"E00175785","E00175785",419,28,27,364
"E00175786","E00175786",712,5,17,690
"E00175787","E00175787",193,4,2,187
"E00175788","E00175788",153,11,18,124
"E00175789","E00175789",183,7,7,169
"E00175790","E00175790",252,10,8,234
"E00175791","E00175791",202,10,9,183
"E00175792","E00175792",185,14,15,156
"E00175793","E00175793",456,63,73,320
"E00175794","E00175794",818,13,30,775
"E00175795","E00175795",328,56,40,232
"E00175796","E00175796",354,13,16,325
"E00175797","E00175797",485,20,15,450
"E00175798","E00175798",281,19,14,248
"E00175799","E00175799",226,23,30,173
"E00175800","E00175800",707,14,26,667
"E00175801","E00175801",167,11,18,138
"E00175802","E00175802",178,3,7,168
"E00175803","E00175803",300,22,22,256



"","In order to protect against disclosure of personal information, records"
"","have been swapped between different geographic areas. Some counts will"
"","be affected, particularly small counts at the lowest geographies"
"",""

